,Unnamed: 0,Label,Unnamed: 0.1,cosine,req1,req1Id,req1Priority,req1Product,req1Release,req1Severity,req1Type,req1Ver,req2,req2Id,req2Priority,req2Product,req2Release,req2Severity,req2Type,req2Ver
4268,10886,0,,0.0,use branding ftl to allow onboardingmessageprovider jsm to use new string,1549906,P1,Firefox,Firefox 68,normal,enhancement,unspecified,update tracking protection preference to have two checkboxes instead of radio group,1462579,P1,Firefox,---,normal,enhancement,unspecified
2341,,0,,,add download highlight highlight option and bug fix to activity stream,1455216,,Firefox,,,,,add a router frecency bonus and bug fix to activity stream,1457192,,Firefox,,,,
4209,11393,0,,0.0,sidebar component for a router debugging,1502381,P2,Firefox,---,normal,enhancement,unspecified,add customizable flexible space item in customize mode,1366813,P1,Firefox,Firefox 56,normal,enhancement,53 Branch
4788,,0,,,remove work around for delayed jumping panel resizing issue,1363756,,Firefox,,,,,make send tab discoverable to non sync/fxa user,1359894,,Firefox,,,,
1073,1014,1,1014.0,0.4743416490252569,add animation for tracking protection icon,1471713,P1,Firefox,Firefox 63,normal,enhancement,unspecified,ux design animation for tracking protection shield in url bar,1465228,P2,Firefox,---,normal,enhancement,unspecified
4613,5901,0,,0.0,top site focus and hover ux update,1552932,P1,Firefox,Firefox 69,normal,enhancement,67 Branch,opening preference is slow even on fast machine,1425398,--,Firefox,---,normal,enhancement,Trunk
648,8799,0,,0.1259881576697424,upgrade babel to jsm plugins to support new chromeutils import style,1523739,--,Firefox,---,normal,enhancement,unspecified,delay privacy ui onboarding by min for new user,1548626,P1,Firefox,Firefox 68,normal,enhancement,67 Branch
43,,0,,,ux new user tour overlay ux spec,1354707,,Firefox,,,,,desktop onboarding experience tour overlay funnelcake,1354686,,Firefox,,,,
4883,1228,1,1228.0,0.14433756729740646,support top level chrome html window,1453783,--,Firefox,---,normal,enhancement,Trunk,figure out how to expose main menubar browser menubar inc to html document,1473165,P3,Firefox,---,normal,enhancement,unspecified
4396,,0,,,remove livemarks support from browserplacesviews/treeview,1501811,,Firefox,,,,,remove internal bookmark support for live bookmark,1477676,,Firefox,,,,
3967,941,1,941.0,0.16666666666666666,allow multiselect operation on tab,1458007,--,Firefox,---,normal,enhancement,Trunk,implement ability to move selection of tab into another window through drag and drop,1458056,P3,Firefox,Firefox 63,normal,enhancement,Trunk
2225,324,1,324.0,0.6681531047810609,stop using not target selector in svg for firefox ui,1358998,P3,Firefox,---,normal,enhancement,unspecified,stop using not target selector in search arrow go svg,1363075,--,Firefox,Firefox 55,normal,enhancement,unspecified
4851,2185,1,2185.0,0.0,photon structure qa tracking bug,1387512,P5,Firefox,---,normal,enhancement,57 Branch,add restyled edit control to static hamburger menu,1354108,P1,Firefox,Firefox 55,normal,enhancement,Trunk
416,668,1,668.0,0.2672612419124244,restrict access of third party tracker to their cookie jar,1473978,P3,Firefox,---,normal,enhancement,unspecified,grant storage access to party tracking resource on window open,1474651,--,Firefox,Firefox 63,normal,enhancement,unspecified
425,,0,,,convert access to security insecure connection icon prefs into lazy getters,1507353,,Firefox,,,,,add content blocking notification for indicating when top level page is using cookies/site data,1504728,,Firefox,,,,
3379,7412,0,,0.0,recommended feature icon doesn have hovering tooltip,1572555,P1,Firefox,Firefox 70,normal,enhancement,Trunk,allow pinning current page to new tab from page action menu,1433213,P3,Firefox,---,normal,enhancement,Trunk
3482,2266,1,2266.0,0.42857142857142855,should highlight screenshots page action button on for onboarding screenshots tour,1393668,--,Firefox,---,normal,enhancement,unspecified,add take screenshot button to page action menu,1366041,P1,Firefox,---,normal,enhancement,unspecified
539,1720,1,1720.0,0.125,add search edititing search unlinking and bug fix to activity stream,1482523,--,Firefox,Firefox 63,normal,enhancement,unspecified,only convert amazon google baidu yandex to organic search shortcut,1482519,P1,Firefox,Firefox 63,normal,enhancement,unspecified
3537,,0,,,xpcomutils definelazyproxy wa lazy listener for content process,1457988,,Firefox,,,,,only load formsubmitobserver when invalidformsubmit notification happens,1461247,,Firefox,,,,
6,608,1,608.0,0.3779644730092272,improve cert error page,1442203,P3,Firefox,---,normal,enhancement,unspecified,certificate error page doesn properly handle certificate with no valid name,1520973,--,Firefox,---,normal,enhancement,unspecified
3214,8006,0,,0.0,launcher process consider disabling due to failure if we do not see browser registry key updated in reasonable amount of time,1520987,P2,Firefox,---,normal,enhancement,Trunk,use lightbulb icon for feature recommendation message,1532693,P1,Firefox,Firefox 67,normal,enhancement,unspecified
4699,84,1,84.0,0.0,photon structural change to menus/toolbars/panels,1349210,--,Firefox,---,normal,enhancement,53 Branch,remove work around for delayed jumping panel resizing issue,1363756,P4,Firefox,---,normal,enhancement,Trunk
1325,2239,1,2239.0,0.17677669529663687,add and layout for cardgrid component,1520568,P2,Firefox,Firefox 66,normal,enhancement,unspecified,create card section component for activity stream experiment functionality,1514022,P2,Firefox,Firefox 66,normal,enhancement,unspecified
3842,7329,0,,0.0,clean up test favicons j,688279,--,Firefox,Firefox 10,normal,enhancement,Trunk,add new window and new private browsing window option to dock context menu,545953,--,Firefox,---,normal,enhancement,unspecified
4893,13139,0,,0.1336306209562122,extension card to test in shield experiment for engagement and retention,1477771,P1,Firefox,---,normal,enhancement,unspecified,port test in browser/base/content/test/performance/ to new address bar implementation quantumbar,1522512,P2,Firefox,Firefox 67,normal,enhancement,unspecified
4423,1082,1,1082.0,0.0,uplift top search feature to firefox,1482398,P1,Firefox,Firefox 62,normal,enhancement,unspecified,create api for setting text keyword in and focusing on awesomebar,1480503,P1,Firefox,Firefox 63,normal,enhancement,unspecified
590,,0,,,update screenshots to version,1390985,,Firefox,,,,,photon structure qa tracking bug,1387512,,Firefox,,,,
3423,,0,,,dont block async init of nssearchservice on region fetch,1492475,,Firefox,,,,,phase switch builtin search engine to webextensions,1517486,,Firefox,,,,
1634,1802,1,1802.0,0.4264014327112208,replace use of chrome //global/skin/filters svg fill with context paint,1359073,--,Firefox,Firefox 55,normal,enhancement,unspecified,convert skin/classic/global/icons/spinner arrow svg to use context paint and avoid filtering to improve performance,1368417,--,Firefox,Firefox 55,normal,enhancement,unspecified
3357,,0,,,add home section to about preference for activity stream preference,1443337,,Firefox,,,,,add restore default button to home,1434751,,Firefox,,,,
19,3722,0,,0.0,allow user to move tab between firefox window,321521,--,Firefox,---,normal,enhancement,unspecified,recordcontentblockingtelemetry shouldn be called in initplaces in nsbrowserglue j,1522794,P1,Firefox,Firefox 67,normal,enhancement,unspecified
2649,,0,,,ux new user tour overlay ux spec,1354707,,Firefox,,,,,ux update tour overlay ux spec,1360378,,Firefox,,,,
2966,9768,0,,0.0,generate sphinx doc for fxa public api,1574055,P1,Firefox,---,normal,enhancement,unspecified,implement basic tab modal dialog container for payment request,1435871,P1,Firefox,Firefox 64,normal,enhancement,Trunk
1162,7491,0,,0.0,activity stream component implementation for rapid experiment creation,1513353,P1,Firefox,---,normal,enhancement,unspecified,add semver based version to template in a router,1465818,P1,Firefox,Firefox 62,normal,enhancement,unspecified
189,1565,1,1565.0,0.0,pocket new tab mvp,1512725,P1,Firefox,---,normal,enhancement,unspecified,activity stream discovery stream component feed implementation,1518171,P1,Firefox,Firefox 66,normal,enhancement,unspecified
2194,435,1,435.0,0.18257418583505536,stuff we can remove now that xul extension are no longer supported,1387013,P5,Firefox,---,normal,enhancement,Trunk,remove obsolete browserstartup and browsershutdown function,1407195,--,Firefox,Firefox 58,normal,enhancement,Trunk
3663,9208,0,,0.0,add data to lockwise card,1559421,P1,Firefox,Firefox 70,normal,enhancement,68 Branch,about license content container shouldn be extra wide,1361689,P1,Firefox,Firefox 55,normal,enhancement,Trunk
4815,9967,0,,0.0,consider getting rid of moz lwtheme brighttext/ moz lwtheme darktext selector,1488613,P5,Firefox,---,normal,enhancement,unspecified,rfe print to pdf ala oo org,231198,--,Firefox,---,normal,enhancement,unspecified
3312,,0,,,urlbarview display device name for remote tab result,1524230,,Firefox,,,,,show alternative text on match hover/selection,1512653,,Firefox,,,,
1185,,0,,,implement borderless d list,1519871,,Firefox,,,,,pocket new tab mvp,1512725,,Firefox,,,,
4128,2271,1,2271.0,0.11396057645963795,urlbarview remove action label from result while pressing action override key alt shift accel,1524838,P2,Firefox,Firefox 67,normal,enhancement,Trunk,show switch to tab and extension label in quantumbar input,1522522,P2,Firefox,Firefox 67,normal,enhancement,Trunk
1574,92,1,92.0,0.0,photon structural change to menus/toolbars/panels,1349210,--,Firefox,---,normal,enhancement,53 Branch,add flexible space around url and search bar by default and replace bookmark button with library one,1383009,P1,Firefox,Firefox 57,normal,enhancement,55 Branch
4210,11493,0,,0.0,close quantumbar popup when browser window resizes,1526667,P3,Firefox,Firefox 67,normal,enhancement,Trunk,spocs need to display when rolled successfully in card and hero,1520893,P1,Firefox,Firefox 66,normal,enhancement,unspecified
4638,1823,1,1823.0,0.24618298195866545,export add locale targeting asr onboarding/user pref fix test fix to activity stream,1494427,P1,Firefox,Firefox 64,normal,enhancement,unspecified,asr snippet should respect onboarding user pref,1492942,P1,Firefox,Firefox 64,normal,enhancement,unspecified
3620,482,1,482.0,0.7715167498104595,add automated test for activity stream functionality,1410333,--,Firefox,---,normal,enhancement,unspecified,add automated test for activity stream private window,1410899,P3,Firefox,---,normal,enhancement,Trunk
3848,4971,0,,0.22360679774997896,add automated test for hover and `delete from history` top site tile,1410344,P3,Firefox,---,normal,enhancement,unspecified,add pref for site specific workarounds for blocking cooky from tracker,1506947,P2,Firefox,Firefox 65,normal,enhancement,unspecified
1814,2381,1,2381.0,0.0,migrate preference general xul to ftl,1435912,P3,Firefox,Firefox 60,normal,enhancement,unspecified,fluent home page header wa migrated using wrong string,1444969,P3,Firefox,Firefox 61,normal,enhancement,unspecified
225,,0,,,implement pressed and hover state for list item,1519772,,Firefox,,,,,create list section component for activity stream experiment functionality,1514020,,Firefox,,,,
430,,0,,,add automated test for top site context menu pin item,1410832,,Firefox,,,,,add automated test for activity stream functionality,1410333,,Firefox,,,,
1038,,0,,,cache layout information needed in positionpinnedtabs,1354789,,Firefox,,,,,photon improve perceived ui performance in firefox bug for triage,1348289,,Firefox,,,,
1468,,0,,,removing requested locale put it ahead of it label in available dropdown,1505594,,Firefox,,,,,tracking add ui language selection preference,1425941,,Firefox,,,,
4748,2459,1,2459.0,0.2581988897471611,export add cfr pin tab discovery dark theme and bug fix to activity stream,1533832,P2,Firefox,Firefox 67,normal,enhancement,unspecified,cfr pinned tab popup animation,1529340,P1,Firefox,Firefox 67,normal,enhancement,unspecified
4621,732,1,732.0,0.4472135954999579,top site search shortcut,1479806,--,Firefox,---,normal,enhancement,unspecified,top search should be more like button not link,1482473,P1,Firefox,Firefox 63,normal,enhancement,unspecified
547,,0,,,can refreshidentityblock be optimized,1361347,,Firefox,,,,,updatecurrentbrowser can be slow,1349822,,Firefox,,,,
3974,1945,0,,0.0,add internal alias for common search plugins,1482125,P2,Firefox,Firefox 63,normal,enhancement,unspecified,storage site data and cooky management,1421690,P2,Firefox,---,normal,enhancement,58 Branch
2415,,0,,,add save address to firefox toggle to add address page,1427960,,Firefox,,,,,payment request shipping/contact address add/edit page,1427951,,Firefox,,,,
1967,2567,1,2567.0,0.22360679774997896,save to pocket from story recommendation,1433197,P1,Firefox,Firefox 60,normal,enhancement,Trunk,add pocket card type to highlight type,1432657,P1,Firefox,Firefox 60,normal,enhancement,Trunk
1815,1705,1,1705.0,0.15811388300841894,add top search fixed search and bug fix to activity stream,1482205,--,Firefox,Firefox 63,normal,enhancement,unspecified,make in content search box more prominent,1480535,P1,Firefox,Firefox 63,normal,enhancement,60 Branch
1056,1027,1,1027.0,0.0,ui for restricted cookie access for third party tracker in preference,1475097,P3,Firefox,---,normal,enhancement,63 Branch,update tracking protection section in identity popup for content blocking,1476218,P2,Firefox,Firefox 63,normal,enhancement,unspecified
1979,2055,1,2055.0,0.6666666666666666,new ui for cfr template,1501815,P1,Firefox,Firefox 67,normal,enhancement,57 Branch,add new cfr ui template for pin tab and message schema,1528966,P1,Firefox,Firefox 67,normal,enhancement,unspecified
410,,0,,,msi installer should be able to install multiple instance side by side,543392,,Firefox,,,,,provide firefox msi package,231062,,Firefox,,,,
2148,427,1,427.0,0.2,improve restriction character in location bar,1386548,P3,Firefox,---,normal,enhancement,unspecified,remove ability to customize restriction token,1376986,P1,Firefox,Firefox 56,normal,enhancement,unspecified
4571,383,1,383.0,0.22360679774997896,photon interacting with awesomebar should be fast and smooth,1363757,P3,Firefox,---,normal,enhancement,unspecified,write reflow test for awesomebar,1363507,P5,Firefox,---,normal,enhancement,unspecified
4723,1978,1,1978.0,0.18257418583505536,cfr fxa bookmark panel message fx,1541914,P1,Firefox,Firefox 68,normal,enhancement,unspecified,investigate different fxa targeting strategy,1543436,P1,Firefox,---,normal,enhancement,unspecified
2739,1122,1,1122.0,0.0,implement new animation for bookmarking,1352063,P1,Firefox,Firefox 56,normal,enhancement,52 Branch,audit theme cs for selector that reference star button since hierarchy changed,1385407,P1,Firefox,Firefox 56,normal,enhancement,unspecified
4243,559,1,559.0,0.0,tracking add ui language selection preference,1425941,P2,Firefox,---,normal,enhancement,unspecified,install related dictionary when new langpack is installed,1479008,P2,Firefox,Firefox 64,normal,enhancement,unspecified
4745,1458,0,,0.0,expose active hour based on active tick information in uitour getconfiguration for snippet on about home,1357433,P3,Firefox,---,normal,enhancement,unspecified,recordcontentblockingtelemetry shouldn be called in initplaces in nsbrowserglue j,1522794,P1,Firefox,Firefox 67,normal,enhancement,unspecified
4669,,0,,,unexpected default pinned top search for various locale and region combination,1482633,,Firefox,,,,,top site search shortcut,1479806,,Firefox,,,,
862,,0,,,provide visual indicator a to which tab is causing sound,486262,,Firefox,,,,,add tab sound icon to subject tab in tab list drop down,1189759,,Firefox,,,,
2220,9153,0,,0.0,support rwd for about preference to match photon visual spec,1386514,P1,Firefox,Firefox 57,normal,enhancement,unspecified,implement ability to move selection of tab into another window through drag and drop,1458056,P3,Firefox,Firefox 63,normal,enhancement,Trunk
499,965,1,965.0,0.3779644730092272,allow multiselect operation on tab,1458007,--,Firefox,---,normal,enhancement,Trunk,enable multiselect tab feature on early beta build,1488904,--,Firefox,Firefox 64,normal,enhancement,Trunk
3464,457,1,457.0,0.5,add automated test for activity stream functionality,1410333,--,Firefox,---,normal,enhancement,unspecified,add automated test for top story enable,1410380,P3,Firefox,---,normal,enhancement,unspecified
4859,5931,0,,0.0,reduce useless about blank document creation,1493606,P3,Firefox,---,normal,enhancement,Trunk,modify uriloader and uriloader\exthandler to use composite datasource,106079,P3,Firefox,---,normal,enhancement,unspecified
1168,,0,,,do not show cfr in private browsing mode,1486472,,Firefox,,,,,add localized doorhanger frecency targeting and bug fix to activity stream,1487538,,Firefox,,,,
2429,2410,1,2410.0,0.3779644730092272,extended first run triplet,1569303,P1,Firefox,---,normal,enhancement,unspecified,hold back rollout test for extended triplet in firefox,1571817,P1,Firefox,Firefox 70,normal,enhancement,unspecified
3059,2322,1,2322.0,0.09534625892455924,virtual tab lazily create linkedbrowser and other dependent element for tabbrowser tab to improve startup performance,906076,P2,Firefox,Firefox 55,normal,enhancement,Trunk,lazy browser tab add flag in ` linkbrowsertotab` to indicate browser ha been linked,1287456,P2,Firefox,Firefox 50,normal,enhancement,unspecified
4629,4490,0,,0.0,photon speculatively open network connection a soon a possible when we know intended site destination,1363772,--,Firefox,---,normal,enhancement,unspecified,updating command take lot of cpu time,1356587,P1,Firefox,Firefox 55,normal,enhancement,unspecified
4627,591,1,591.0,0.1507556722888818,improve cert error page,1442203,P3,Firefox,---,normal,enhancement,unspecified,server not found error message should check network offline state and have more generic you re not connected to internet message if there is no network,1195478,P3,Firefox,---,normal,enhancement,40 Branch
3085,5609,0,,0.0,bottom margin for monitor card is too big when there are no breached saved password,1570088,P1,Firefox,Firefox 70,normal,enhancement,unspecified,firefox updater should schedule update task,1458283,P3,Firefox,---,normal,enhancement,unspecified
1838,,0,,,add automated test for import data from chrome,1410898,,Firefox,,,,,add automated test for activity stream functionality,1410333,,Firefox,,,,
4157,53,1,53.0,0.0,photon improve perceived ui performance in firefox bug for triage,1348289,--,Firefox,---,normal,enhancement,Trunk,uninterruptible reflow at onxblunderflow chrome //browser/content/tabbrowser xml,1482654,P3,Firefox,---,normal,enhancement,Trunk
4837,2407,1,2407.0,0.0,extended first run triplet,1569303,P1,Firefox,---,normal,enhancement,unspecified,enable monitor authentication from below search snippet template,1570026,P1,Firefox,Firefox 70,normal,enhancement,unspecified
4616,5696,0,,0.0,implement general onboarding tip,1462140,P1,Firefox,---,normal,enhancement,Trunk,add performance setting section into old organization,1364070,P1,Firefox,Firefox 55,normal,enhancement,unspecified
4839,,0,,,in multiselect context close other tab should close all except multi selected tab,1472910,,Firefox,,,,,allow multiselect operation on tab,1458007,,Firefox,,,,
1706,,0,,,implement one and two story wide list layout,1519775,,Firefox,,,,,create list section component for activity stream experiment functionality,1514020,,Firefox,,,,
3371,156,1,156.0,0.2357022603955159,photon update product messaging with appropriate tone,1351268,--,Firefox,---,normal,enhancement,Trunk,update illustration for about sessionrestore,1394457,P1,Firefox,Firefox 58,normal,enhancement,Trunk
1415,13047,0,,0.0,new tab lose history so can go back,401164,--,Firefox,---,normal,enhancement,unspecified,remove typed restriction character change url and search one,1499743,P1,Firefox,Firefox 65,normal,enhancement,unspecified
2000,,0,,,land string for new ui for private browsing with search,1518866,,Firefox,,,,,new ui for private browsing with search,1508364,,Firefox,,,,
4298,1247,1,1247.0,0.0,use only about home and get rid of about newtab,1458933,P3,Firefox,---,normal,enhancement,unspecified,remove browser newtabpage activity stream enabled and browser newtabpage activity stream abouthome enabled prefs,1433324,P2,Firefox,Firefox 60,normal,enhancement,Trunk
4866,666,1,666.0,0.4008918628686366,restrict access of third party tracker to their cookie jar,1473978,P3,Firefox,---,normal,enhancement,unspecified,block storage access for third party on tracking protection list,1461921,P2,Firefox,Firefox 62,normal,enhancement,unspecified
1285,,0,,,telemetry for top site search shortcut,1480513,,Firefox,,,,,uplift top search feature to firefox,1482398,,Firefox,,,,
138,2399,1,2399.0,0.20412414523193154,render certificate info in about certificate ui,1567561,P1,Firefox,Firefox 70,normal,enhancement,unspecified,getting different result on cert notafter about certificate,1569737,P1,Firefox,Firefox 70,normal,enhancement,unspecified
264,,0,,,site data manager should allow right click add to exception,316539,,Firefox,,,,,storage site data and cooky management,1421690,,Firefox,,,,
3615,2432,1,2432.0,0.3086066999241838,quantumbar make clicking one off button work,1525318,P1,Firefox,Firefox 67,normal,enhancement,Trunk,display one off search button correctly in urlbarview panel,1491248,P2,Firefox,Firefox 67,normal,enhancement,Trunk
3649,313,1,313.0,0.2357022603955159,expose search count information in uitour getconfiguration for snippet on about home,1357439,P3,Firefox,---,normal,enhancement,unspecified,pre aggregate telemetry data to expose to uitour without impacting performance,1361713,P3,Firefox,---,normal,enhancement,unspecified
4649,13185,0,,0.11952286093343935,check browser xul error page expert bad cert in front end code instead of nsdocshell cpp,1497279,P3,Firefox,---,normal,enhancement,unspecified,remove remaining frontend livemarks code,1502655,P1,Firefox,Firefox 65,normal,enhancement,unspecified
1749,1463,1,1463.0,0.3535533905932738,remove typed restriction character change url and search one,1499743,P1,Firefox,Firefox 65,normal,enhancement,unspecified,suggest search engine alias in address bar when is typed a first character,1496815,P2,Firefox,Firefox 64,normal,enhancement,Trunk
4226,640,1,640.0,0.1889822365046136,onboarding / first run,1457565,P3,Firefox,---,normal,enhancement,unspecified,display simplified onboarding tour card in specific order,1477766,P2,Firefox,Firefox 63,normal,enhancement,unspecified
121,1264,1,1264.0,0.0,add compact highlight compress image and bug fix to activity stream,1463943,--,Firefox,Firefox 62,normal,enhancement,unspecified,rename a router state currentid to lastid,1457227,P1,Firefox,Firefox 62,normal,enhancement,unspecified
2645,2551,0,,0.14433756729740646,option for where to open url from other application reuse tab new tab new window,172962,P3,Firefox,Firefox1.0,normal,enhancement,unspecified,add pin tab cfr targeting attribute,1528959,P1,Firefox,Firefox 67,normal,enhancement,unspecified
3542,917,1,917.0,0.8888888888888888,message xp/vista user running esr to inform them that support/security update have ended,1319164,P3,Firefox,---,normal,enhancement,unspecified,message xp/vista user running esr to inform them when support/security update will end,1319162,P3,Firefox,---,normal,enhancement,unspecified
651,,0,,,style adjustment for bookmark panel message,1548782,,Firefox,,,,,cfr fxa bookmark panel message fx,1541914,,Firefox,,,,
1192,11782,0,,0.0,middle click back button open in new tab should preserve history,436744,--,Firefox,---,normal,enhancement,3.0 Branch,refactor property name for component to comply with api change,1520852,P1,Firefox,Firefox 66,normal,enhancement,unspecified
135,4144,0,,0.0,remove ` defaultsort` from bookmark engine,1414435,P3,Firefox,---,normal,enhancement,unspecified,add sentry tooling to front end,1421438,P3,Firefox,---,normal,enhancement,Trunk
4685,,0,,,add automated test for bookmark can be backed up to json file and restored back by importing json file,1439935,,Firefox,,,,,add automated test for bookmark functionality,1419383,,Firefox,,,,
3618,5791,0,,0.0,export add discovery component search polish and bug fix to activity stream,1520691,P2,Firefox,Firefox 66,normal,enhancement,unspecified,wish for saving page a war archive,392092,--,Firefox,---,normal,enhancement,unspecified
2380,4609,0,,0.0,enhancement new file format support for save page a menu option,214382,--,Firefox,---,normal,enhancement,unspecified,avoid constructing custom element and/or xbl binding code for searchbar in browser xul on domcontentloaded to avoid associated overhead when it isn in toolbar ie by default,1515795,P3,Firefox,---,normal,enhancement,Trunk
4208,2461,1,2461.0,0.11785113019775792,export add cfr pin tab discovery dark theme and bug fix to activity stream,1533832,P2,Firefox,Firefox 67,normal,enhancement,unspecified,track cfr user preference in a session ping,1532777,P1,Firefox,Firefox 67,normal,enhancement,unspecified
3008,8666,0,,0.0,remove grouping from download interstitial dialog and dialog to set desktop background,1498274,P1,Firefox,Firefox 64,normal,enhancement,unspecified,switch overflow panel to using panelmultiview,1354071,P1,Firefox,Firefox 55,normal,enhancement,53 Branch
1730,1076,1,1076.0,0.0,let window launcher process ride train,1481546,P3,Firefox,---,normal,enhancement,Trunk,launchunelevated should use processruntime to start com instaed of staregion,1530809,P1,Firefox,Firefox 67,normal,enhancement,Trunk
2838,262,1,262.0,0.0,displaying awesomebar panel could be smoother,1353725,P3,Firefox,---,normal,enhancement,unspecified,memoize some of anonid element in oneoffs binding,1358503,P1,Firefox,Firefox 55,normal,enhancement,unspecified
4108,2500,1,2500.0,0.4629100498862757,update card button action with finalized url or action,1548503,P1,Firefox,Firefox 68,normal,enhancement,unspecified,add first pas of button action for trailhead card,1547065,P1,Firefox,Firefox 68,normal,enhancement,unspecified
831,2528,1,2528.0,0.0,use real data for protection report graph,1557058,P1,Firefox,Firefox 70,normal,enhancement,68 Branch,set up content blocking database,1549830,P1,Firefox,Firefox 69,normal,enhancement,other
4668,10390,0,,0.0,use tab autocomplete for shortcut,1506952,P3,Firefox,---,normal,enhancement,unspecified,add welcome skipping email focusing and bug fix to activity stream,1473744,--,Firefox,Firefox 63,normal,enhancement,unspecified
186,63,1,63.0,0.0,photon improve perceived ui performance in firefox bug for triage,1348289,--,Firefox,---,normal,enhancement,Trunk,nsisearchengine speculativeconnect and nsisearchengine getsubmission are slow,1356593,P1,Firefox,Firefox 55,normal,enhancement,unspecified
1932,,0,,,add chronological highlight dark update and bug fix to activity stream,1454074,,Firefox,,,,,add default only dark sponsored story and bug fix to activity stream,1454780,,Firefox,,,,
77,2223,1,2223.0,0.0,photon structure qa tracking bug,1387512,P5,Firefox,---,normal,enhancement,57 Branch,overflow panel subview miss anchor styling cut off subviews need minimum width,1370986,P1,Firefox,Firefox 55,normal,enhancement,53 Branch
4183,,0,,,enable blocking access to storage from tracking resource by default on all desktop platform on nightly,1492563,,Firefox,,,,,restrict access of third party tracker to their cookie jar,1473978,,Firefox,,,,
2712,6830,0,,0.0,don compile nsdownloadhistory when we are using place,1412982,--,Firefox,Firefox 58,normal,enhancement,57 Branch,emergency off plan for about welcome experience based on site attribution in this case return to amo,1513317,P1,Firefox,---,normal,enhancement,unspecified
4071,,0,,,add initial urlbarprovidersmanager implementation,1493193,,Firefox,,,,,integrate urlbar provider manager with controller,1494662,,Firefox,,,,
3472,255,1,255.0,0.20412414523193154,implement sidebar update for photon,1353421,--,Firefox,---,normal,enhancement,53 Branch,add sidebar button into default toolbar set,1364238,P1,Firefox,Firefox 56,normal,enhancement,unspecified
1409,,0,,,factor out size getter from downloadsviewui jsm so other consumer can access it,1448143,,Firefox,,,,,add recent downloads to highlight,1433230,,Firefox,,,,
1388,,0,,,upgrade babel to jsm plugins to support new chromeutils import style,1523739,,Firefox,,,,,pocket new tab mvp,1512725,,Firefox,,,,
2617,1690,1,1690.0,0.5,add recommendation action title cased header and bug fix to activity stream,1479836,--,Firefox,Firefox 63,normal,enhancement,unspecified,add component ified tooling ordered onboarding and bug fix to activity stream,1478870,--,Firefox,Firefox 63,normal,enhancement,unspecified
3926,4580,0,,0.0,ux don make old library window most prominent item in new library panel,1354470,P1,Firefox,---,normal,enhancement,Trunk,add tag to urlbar mochitests for quantumbar legacy,1522174,P3,Firefox,Firefox 66,normal,enhancement,unspecified
3426,,0,,,enhancement remove or further enhance in content search arrow,1517745,,Firefox,,,,,search hand off in activity stream,1508388,,Firefox,,,,
2257,1025,1,1025.0,0.375,no need to store granted storage access in nsiloadinfo and in inner window,1474812,--,Firefox,Firefox 63,normal,enhancement,unspecified,grant storage access to party tracking resource on window open,1474651,--,Firefox,Firefox 63,normal,enhancement,unspecified
1294,1035,1,1035.0,0.0,update tracking protection preference for content blocking,1476217,P1,Firefox,Firefox 63,normal,enhancement,unspecified,remove privacy trackingprotection ui enabled pref,1476879,P1,Firefox,Firefox 63,normal,enhancement,unspecified
533,2468,1,2468.0,0.6708203932499369,remove leftover code and styling for toolbarbutton type= menu button,1406625,--,Firefox,Firefox 58,normal,enhancement,Trunk,remove custom styling for toolbarbutton type= menu button in navigation and tab toolbars,1387253,--,Firefox,Firefox 57,normal,enhancement,Trunk
3524,8956,0,,0.0,update code to show/hide overflow panel to take into account whether user ha put permanent item into it,1354094,P1,Firefox,Firefox 55,normal,enhancement,53 Branch,request to add support for mhtml mht file,509285,--,Firefox,---,normal,enhancement,unspecified
1505,10655,0,,0.0,hide manage section option for web extension section and show manage extension,1460377,P1,Firefox,Firefox 62,normal,enhancement,unspecified,new filepicker filter for nvu,152289,--,Firefox,---,normal,enhancement,unspecified
2892,835,1,835.0,0.3535533905932737,badging / feature callouts,1560987,P1,Firefox,---,normal,enhancement,unspecified,add new message schema and template type for feature callouts,1561536,P1,Firefox,Firefox 70,normal,enhancement,unspecified
1615,1556,1,1556.0,0.0,pocket new tab mvp,1512725,P1,Firefox,---,normal,enhancement,unspecified,activity stream layout pref and layout data for rapid experimentation,1514337,P1,Firefox,Firefox 66,normal,enhancement,unspecified
3598,529,1,529.0,0.0,storage site data and cooky management,1421690,P2,Firefox,---,normal,enhancement,58 Branch,remove proprietary persistent indexeddb permission,1354500,P3,Firefox,---,normal,enhancement,unspecified
2187,1590,0,,0.0,implement paymentrequest payment card selector with security code input,1429195,P1,Firefox,Firefox 60,normal,enhancement,Trunk,messaging system startup performance,1574166,--,Firefox,---,normal,enhancement,unspecified
2698,,0,,,add pref to opt out of recommended feature,1528953,,Firefox,,,,,export add cfr pin tab discovery dark theme and bug fix to activity stream,1533832,,Firefox,,,,
334,9552,0,,0.0,use fluent in autofill edit dialog so they can be localized when used in unprivileged paymentrequest dialog,1446164,P3,Firefox,---,normal,enhancement,Trunk,update image for sync branch of first run modal,1549494,P1,Firefox,Firefox 68,normal,enhancement,unspecified
4814,186,1,186.0,0.43301270189221935,update navigation toolbar overflow panel for photon,1352692,--,Firefox,---,normal,enhancement,53 Branch,make bookmark toolbar item blend in better in overflow panel,1386005,P4,Firefox,---,normal,enhancement,55 Branch
