,id1,Description1,id2,Description2,Type of dependency,label
6900,10421,would handy able filter,4939,hellornrnup list task,duplicates,0
6901,25786,redmine installation automated,30736,hi teamrnrn der way get oauth p,independent,1
6902,33869,itnoarnrnfor major project organizati,9847,begin implementation clio database,independent,1
6903,25040,wouldnt better convert spent tim,412,im sure possible,independent,1
6904,5220,let start saying im quite impr,3966,ability create ticket categorysubcategory,relates,2
6905,33016,work feel bit backwards,1064,ive testing erubis place regul,independent,1
6906,4167,current behaviourrnif want give,7412,new option allow role see al,relates,2
6907,8570,moment possible define ea,285,adding rbac tracker one th,relates,2
6908,4178,odd use redmine broad,724,redmine used tracking many diffe,duplicates,0
6909,5380,want redmine interact repository fil,11951,api version,independent,1
6910,21909,hi thererncurrently role permission,16845,hello rni need add rule permission,duplicates,0
6911,4939,hellornrnup list task,10999,found workaround,relates,2
6912,4908,redmine development support tool,4568,diff replaces word issue,relates,2
6913,13054,like filter related block blocke,6118,doesnt seem option use par,relates,2
6914,18560,use version track true sw release,685,hirni think would great cu,relates,2
6915,6204,suggest delete bookmark new issue fro,481,would nifty keyboard shortcut,relates,2
6916,1445,permission edit issue planning adde,3521,would nice possibly,relates,2
6917,4606,nice feature uploa,1326,presently way add edit,duplicates,0
6918,7822,iframe src,6548,would help two,independent,1
6919,14449,hirnrnits possible show version custom,9851,id suggest equalize way available,duplicates,0
6920,9213,think interesting feature would add,3544,would like admin able create u,duplicates,0
6921,12293,create new attach,3760,send attachment via email via,relates,2
6922,13143,idea build custom field,6717,use casernrnthe administrator,relates,2
6923,8205,would usefull could specify,28167,workflow admins specify status change,independent,1
6924,3153,would great redmine allows user,643,opening new issue would help guiding,duplicates,0
6925,8228,please add possibility using saved cust,662,every user different priority ti,relates,2
6926,23595,hirnin start sorry discussed som,9020,get feature much like jenkins already,relates,2
6927,2181,think would interesting see mo,592,would nice allow user th,relates,2
6928,2924,right click context menu really useful,3811,project wed like list unassigned,independent,1
6929,9700,field new issue form visible,8050,problem bigger workflow som,relates,2
6930,16250,add multilanguage value integrat,3972,would nice value field,duplicates,0
6931,21425,id like see number commits eac,6963,would interesting way list man,independent,1
6932,31107,hellornwe run redmine use rdmmai,2986,issue assigned watched issu,independent,1
6933,24940,redmine job since year,8562,face problem many project,relates,2
6934,4627,currently text comment logged,202,ive noticed another missing textilizationr,duplicates,0
6935,4015,allow application setting eg theme,850,situation want registe,relates,2
6936,3781,rchady want sugg,3088,adding option hide field r,duplicates,0
6937,554,localization tooltips publicjavascripts,14238,hi allrni want know make,independent,1
6938,10500,way modify open street map op,7812,beneficial feature forum modul,independent,1
6939,5391,school thought majorrelease vers,8855,moment user change project,independent,1
6940,10402,could please introduce rest api retriev,14872,allow creating activity withrn event type,relates,2
6941,4224,find using acronym tag tex,5640,hirnrni think would cool coul,independent,1
6942,664,redmine need feature user choose wh,6464,wed like request ability set la,duplicates,0
6943,24585,hey guysrnrnit possible hide,7224,would nice permission option,duplicates,0
6944,4482,improve performance core textile rende,9710,feature would really like see,independent,1
6945,8447,specifically long text custom field wou,8417,rni thought approach make,relates,2
6946,5733,inheritance time need clear pare,5875,new subtask feature redmine,duplicates,0
6947,10248,want display specific text instead,17060,ive noticed issue link commits,relates,2
6948,12223,described topicrnit would grea,493,hello allrnrnjust wanted say,relates,2
6949,7349,possible configure email notif,4015,allow application setting eg theme,relates,2
6950,1491,wonder possible add option se,337,hirni think would great implem,duplicates,0
6951,13478,would nice feature,5616,currently possiblity filter,independent,1
6952,7601,create issue multiple subtask,20698,think necessary create task list,duplicates,0
6953,9183,viewing list ticket groupe,8016,would really like able specify,relates,2
6954,8084,example redmineorg issue,17442,hellornrni tried install patch,independent,1
6955,14993,woud male thing easier instead,5537,link within wiki one fundam,independent,1
6956,7982,dear redmine teamrnrni would realy like,2117,handling multiple project one redmi,relates,2
6957,12264,sometimes necessary overview wh,5061,viewing issue update shown b,relates,2
6958,6880,really like new task feature check,5017,would nice feature show custom field,independent,1
6959,16877,working parent project assigning ta,32030,make easier distinguish user addit,independent,1
6960,14717,querying issue rest api,21757,due sum estimated hour,duplicates,0
6961,31864,would expect issue api expose al,14505,redmine support linksrnrnprern,independent,1
6962,16862,logging redmine redi,1975,feature would like see macro,independent,1
6963,4645,logging time would like update,5660,login one tab simple page refresh,independent,1
6964,24611,hell time installing plug,6321,installation usage plugins curre,relates,2
6965,4690,hirnrnwe would like option c,24577,attached patch add following change,duplicates,0
6966,6661,hirnrnthis extremely minor issuer,14414,hi trying add gauge,independent,1
6967,3366,reason id like use field fo,22173,hi rnrni new user redmine,independent,1
6968,27731,administration section say,8488,requested people,relates,2
6969,9919,issue related would,8161,created custom project field compan,duplicates,0
6970,21413,please change implementation,1561,constantly juggling task try assi,relates,2
6971,2771,assign tracker someone add,1691,would nice important pro,duplicates,0
6972,2901,company project budget based upon,5489,problem custom field,independent,1
6973,22915,patch allow generate thumbnail f,22481,ghostscript installed imagemagick ab,relates,2
6974,33490,current subproject filter implementation,29482,attached patch add existing query sys,relates,2
6975,489,modification easy enhances,2110,explained guide linernprer,independent,1
6976,9802,user user logindomain th,31212,would like suggest new featurernwhen,independent,1
6977,5054,please provide directive make possi,7536,first love redmine intuit,independent,1
6978,4752,would nice option put,4911,hellornrnit would nice would,relates,2
6979,8318,love use redmine there one thing,5493,common bot seems crawl redmine isr,independent,1
6980,10897,familiar jira,9180,project many ticket bot,relates,2
6981,10480,add filter time entry,10191,need add filter condition,relates,2
6982,5201,hello rnrni hope add description field,4637,order make easier user use,relates,2
6983,6018,test msisdn select pr contractrnclick,5050,issue explained,independent,1
6984,2082,currently default gui use n,4636,think would useful expanding exten,relates,2
6985,6228,hi idea case ofrnrnprojec,32072,want generate ticket automatically throu,independent,1
6986,6231,subprojects sharing version,426,report would nice easily see,independent,1
6987,26794,hello redmine teamrnrnit good,8314,would like simple link jump back,independent,1
6988,12119,would great add menu let ad,421,really like impersonation feature p,duplicates,0
6989,4707,following appears usefull,8050,problem bigger workflow som,relates,2
6990,17582,didnt find feature plugins,1712,company want score issue issue le,duplicates,0
6991,17699,email header angle,12895,selecting milestone roadmap,independent,1
6992,3148,currently,20310,issue page note every,relates,2
6993,33672,hellornrnill try explain feature,11294,use project like template start,duplicates,0
6994,10046,hello rnwe running redmine rub,4050,attached patch redmine pass test,relates,2
6995,2245,receiving email redmine could us th,22656,requestrnrnadd ability toggle logi,independent,1
6996,28829,patch added icon open conte,28086,addition nice improvement,relates,2
6997,571,nice enabledisable displaying pr,32350,would like propose redesign proj,relates,2
6998,3687,situation like thisrnrn one ce,1657,id like subprojects option usi,relates,2
6999,1945,process manually adding user projec,2722,nice application keep great work,relates,2
7000,12223,described topicrnit would grea,493,hello allrnrnjust wanted say,relates,2
7001,5386,development team us branch pretty thor,2120,using redmine problem linking scm,relates,2
7002,15575,im usingrnenvironmentrn redmine versio,8058,currently impossible use redmine,relates,2
7003,3878,idea request view tag,5386,development team us branch pretty thor,duplicates,0
7004,11976,currently reposman assumes scheme,11977,adding restful get repository would,relates,2
7005,32080,think applicationcss context menucss con,20267,hellornwhen create new issue want,independent,1
7006,27528,every custom field database id,33721,essential compare spent time esti,independent,1
7007,16052,currently dont like associated revision,3058,issue many st,relates,2
7008,2503,pitty change description,746,would useful able,duplicates,0
7009,32672,added feature filter role perm,19658,often need build issue query,independent,1
7010,2477,please add option watcher,3035,redminereminderemailsreminder sends email,relates,2
7011,4584,currently support require ta,703,hirni think would nice able,relates,2
7012,4627,currently text comment logged,202,ive noticed another missing textilizationr,duplicates,0
7013,27163,currently state name updated day,9508,something like asana video h,independent,1
7014,6687,normal issue changed subt,5490,subtasks patch trunk subtask contr,relates,2
7015,770,using redmine major problem fo,2769,adding new file document sectio,independent,1
7016,3037,often multiple user type access,1554,hirnrnprivate issue would great,duplicates,0
7017,14317,hey teamrnrnokay would like abi,16434,dear allrnrni would need following,independent,1
7018,27316,know defect th,20812,although cs class overdue issue im,relates,2
7019,3470,document file tab project shoul,1878,would nice could creating,duplicates,0
7020,15152,issue related,15021,slarn configurable using th,relates,2
7021,7798,noticed making lot commits,32998,attached patch change default gravata,independent,1
7022,12677,would split suggestion two partsr,12401,due security reason needed expand th,relates,2
7023,32169,attached patch add link detailed,17093,way role based wikisrn,independent,1
7024,4051,hi rna handy feature add would,7159,list issue user able,duplicates,0
7025,3395,add ability filter blank start end,9607,way get issue without sta,duplicates,0
7026,24763,forcing ssl important enterprise,2579,right entire redmine installatio,relates,2
7027,3153,would great redmine allows user,643,opening new issue would help guiding,duplicates,0
7028,2104,team charge project may need vo,1158,think useful poll,relates,2
7029,3824,add version release feature like,3000,would much like see option,duplicates,0
7030,24940,redmine job since year,8562,face problem many project,relates,2
7031,818,planning support search co,306,would great could get option,duplicates,0
7032,34583,export list includes pare,6390,ive found especially people come ba,independent,1
7033,1051,reported issue list page view,1565,nice add page folder save,duplicates,0
7034,22597,redmine version,19131,email client always send attachment,independent,1
7035,15707,possibility limit acc,319,allow user upload file part c,independent,1
7036,7642,interesting global wiki n,1040,would helpful global wiki,duplicates,0
7037,1554,hirnrnprivate issue would great,337,hirni think would great implem,relates,2
7038,13088,add cdn support jqueryui lib include,3941,since user comment news item,independent,1
7039,572,really long list project,32302,think useful allow user fi,relates,2
7040,1042,using ldap onthefly user creation u,3024,confirmation message displayed saving,independent,1
7041,21549,im trying create fully software document,1213,currently trac allows use slash,duplicates,0
7042,4664,couple forum thread lot,1394,sometimes easier remember,independent,1
7043,9977,would nice checkbox,11686,hirn rn generalprojects tab,independent,1
7044,34307,sometimes want create custom field wit,27912,activity time tracking project se,independent,1
7045,31882,currently issue status table length n,3012,checking redmine change issue tra,independent,1
7046,4834,hirnrnit would nice java imp,4831,hirnrnthis ticket implement mobil,duplicates,0
7047,10384,hirnrnactualy version rest api isnt,26237,according wiki way ac,relates,2
7048,13492,would nice personalize wid,12789,hi therernrnim trying give idea,relates,2
7049,9078,cosmetic think wou,794,maybe display version number,duplicates,0
7050,9477,hellornrni created three pojects redmi,395,add setting new user dont need co,independent,1
7051,301,would good admin project mana,348,id really like able personal,relates,2
7052,29219,would great email truncation could,8263,assume news entry least one comm,independent,1
7053,6168,would nice would possible sub,1077,would really nice could get ic,duplicates,0
7054,5702,hellornrnit would great add aba,1113,would great feature corporate wide,relates,2
7055,13527,similar nickname would offer way,13533,sparked mischa evil comment,relates,2
7056,23106,new code highlighting toolbar button,14937,planio developed woul,relates,2
7057,10402,could please introduce rest api retriev,14872,allow creating activity withrn event type,relates,2
7058,19077,youre using photo avatar default size,11708,moment avatar really small,relates,2
7059,22399,currently possible edit issue,588,itll nice ability move de,duplicates,0
7060,6027,would like suggest possibility hav,1040,would helpful global wiki,duplicates,0
7061,16136,weve started using due date way deter,417,assigned list sort priorit,independent,1
7062,8492,think custom field version type shou,8152,would nice custom field type,duplicates,0
7063,27163,currently state name updated day,33692,applying patch attachmentupdateactivit,independent,1
7064,17354,necessary edit appviewsuserss,15745,requirement report accurate time trac,independent,1
7065,28198,promised would like pro,22701,importing issue via csv parent rela,relates,2
7066,24706,would like able printout subsecti,486,would great one able link,independent,1
7067,13035,far know possible customize,4602,hellornrni sorry bothering aga,relates,2
7068,1539,plugins able hook activi,6227,looking way send reminder th,independent,1
7069,33859,useful able see language th,28067,added context menu issue,independent,1
7070,525,hi jeanphilippe everyonernrnthe idea,340,could useful assigning issue,duplicates,0
7071,959,navigation button parti,6894,hirnrni think check need,independent,1
7072,9592,hirnrnim aware scenario,6397,parent task field cannot selected,duplicates,0
7073,5879,hirnrnit would great especially r,1675,described forum post,duplicates,0
7074,7847,create task project subtask,5487,use subtasks would like subtask,duplicates,0
7075,8479,would helpful way define,7360,would nice able create defaul,relates,2
7076,12089,hellornwe using redmine manage c,9432,would useful possibility,relates,2
7077,20161,would nice possibility,387,environment people use,independent,1
7078,18663,hi team rnrnwould like know exi,24525,hirnrnin company use tfs sou,independent,1
7079,18645,would like see ability user cu,7749,currently index title display sub w,independent,1
7080,27339,working rn,16101,id like option making filter,independent,1
7081,4371,viewing issue good every co,5061,viewing issue update shown b,duplicates,0
7082,31589,cannot close issue open subta,10989,able close parent issue ch,relates,2
7083,5311,attached image display real task repor,1561,constantly juggling task try assi,duplicates,0
7084,18424,want feature like project,8891,currently assigning group project,relates,2
7085,4162,id like way sending search ticke,16434,dear allrnrni would need following,independent,1
7086,34485,hello everyonernrni started usi,32242,hellorni started using api redminer,independent,1
7087,8979,hi rnrnin company use redmine mass,8856,import ldap group assign proje,relates,2
7088,6424,let say important feature invoice,6661,hirnrnthis extremely minor issuer,independent,1
7089,30368,prernalter table user add password va,33445,using redmine helpdesk enviro,independent,1
7090,26077,hirnrnplease create new project page v,16396,recently changed default column list,independent,1
7091,31518,would nice configure redmine,13296,project due date working wi,duplicates,0
7092,1179,would helpful text long text,3543,would helpful long text custom fiel,relates,2
7093,26154,quickly created new issue issue list like,729,currently clicking update ticket,relates,2
7094,3012,checking redmine change issue tra,11473,almost email client leave quoting orig,independent,1
7095,6504,would quite useful able compare,1978,upgraded version noticed,independent,1
7096,23595,hirnin start sorry discussed som,9020,get feature much like jenkins already,relates,2
7097,14497,pl resolve plugin problem pl installatio,14456,usability accessibility request f,independent,1
7098,13143,idea build custom field,22026,like old topic id like req,relates,2
7099,1290,implement atom feed project list pa,3439,usabilityrnall field also custom fiel,independent,1
7100,3870,add ability insert html element def,12167,introduce new bultin macro let insert,duplicates,0
7101,17288,request implement existing fu,1011,see lot people voting different ti,relates,2
7102,4506,allow bulk edit type well,461,would nice able bulk update cu,duplicates,0
7103,12817,hi therernrnmaybe could useful fo,21124,enumeration useful tool constructing,independent,1
7104,28106,think would helpful user,14841,page like,independent,1
7105,18212,fixed issue local redmine,10989,able close parent issue ch,duplicates,0
7106,3967,would great would possibilit,2022,currently column issue table con,duplicates,0
7107,6486,requesting ability administrator,7239,company user responsible,duplicates,0
7108,23349,issue feature request statu,12236,useful option ha,relates,2
7109,8676,helpful notify user,22804,bug closed cannot reopen issu,independent,1
7110,6235,hellornrnwe dependent list bo,16024,think good option administra,independent,1
7111,31335,would nice would addition,31339,would nice option,independent,1
7112,7246,mercurial concept branch inside,539,would great able add differen,relates,2
7113,3909,title saysrnrnimplement foll,5501,really like mergebranch line gitk,duplicates,0
7114,587,matter updated option,6227,looking way send reminder th,independent,1
7115,16052,currently dont like associated revision,3058,issue many st,relates,2
7116,15787,please add field issue category descr,442,hirnrnin project testersr,relates,2
7117,8241,notification function redmine,8409,right bulk update change,relates,2
7118,9702,list past change accessed throu,7043,ive seen software like jira whatever else,duplicates,0
7119,1853,tracker issue status workflow custom fie,552,document category configurable,relates,2
7120,32072,want generate ticket automatically throu,1118,product rock thing id,independent,1
7121,7314,created patch gantt chart,6605,following testing new gantt chart,duplicates,0
7122,14814,currently diffs show minimal line,9917,viewing diff could usefull ha,relates,2
7123,1538,id like able see update,10707,team need send status manag,relates,2
7124,10377,using new issue parent doe,9284,always repeatable task like dumping dat,independent,1
7125,17689,keep getting complaint mail easyre,24069,due respect humbleness request,relates,2
7126,3647,hi allrnrni think useful,25625,problem issue numberingrnrnit see,relates,2
7127,1189,project manager want able assign,5220,let start saying im quite impr,relates,2
7128,523,see list commited file look,2208,using redmine since week ha,independent,1
7129,14390,hi everyonernrnwe thinking open,9432,would useful possibility,duplicates,0
7130,1380,would fantastic deleting issue,6666,currently deleting issue system re,relates,2
7131,22804,bug closed cannot reopen issu,1036,company going use redmine new p,independent,1
7132,20435,see redmineorg use,9601,dear developersrnrni think one important,relates,2
7133,6421,issue detail view would helpful,31499,patch add due day day late,relates,2
7134,4651,often time create multiple ticket row,3033,fill form report bug u,duplicates,0
7135,25381,go create new time entry th,588,itll nice ability move de,duplicates,0
7136,10757,redmine administration custom f,15136,today creating custom field se,duplicates,0
7137,11390,issue many phase rnr,13105,would useful u able b,relates,2
7138,579,hirnrnwhen creating issue th,28298,hirnit would great fetch issue lo,independent,1
7139,8680,would like button check,1605,wwwredmineorg go activity,relates,2
7140,8695,need sum hour per issue directly,971,need custom qury issue,duplicates,0
7141,29752,currently textile markdown file trea,13431,hi folksrnrnas github gitlab,relates,2
7142,31234,assign issue one use,408,would great possible assign,duplicates,0
7143,13296,project due date working wi,313,maybe optional setting somewh,duplicates,0
7144,10975,lot issue track would,17720,appears good way filter,relates,2
7145,17132,think add ability set private note visibil,9432,would useful possibility,relates,2
7146,7020,would good create default version tha,6117,asked possible su,relates,2
7147,521,would great could set parameter,3517,way assign issue pe,relates,2
7148,1982,one thing love redmine,1040,would helpful global wiki,relates,2
7149,1564,pdf export issue export synthetic,702,first thank creation maintenan,relates,2
7150,11356,prerndeprecation warning confirm option,21106,redmine ability add file atta,independent,1
7151,27876,bot found activity project number tr,8663,need know whether control doc,independent,1
7152,19545,im using imaptask receive email,11212,need see sender email i,duplicates,0
7153,27315,sort column attachment alphabetical,267,hi jeanphilippe rnrni would offer sup,independent,1
7154,27864,hirnoften copy issue across version,14342,copy task subtasks changed p,duplicates,0
7155,11055,nice feature would definition fiel,703,hirni think would nice able,duplicates,0
7156,1696,would great project could assign,13639,interesting option information,independent,1
7157,3848,patch allows current user record,8505,looking basic feature expandin,relates,2
7158,3714,understand forum limited,19629,great user experience feature would qu,independent,1
7159,5026,hope description field statusroletr,442,hirnrnin project testersr,relates,2
7160,3801,using link description bug,1151,actualy detetected link ticetdescript,duplicates,0
7161,19508,lot plugins registered long time ago,4527,hirnit great create plugin,independent,1
7162,3262,complaint im receiving user tha,8984,think better usability,independent,1
7163,28338,started implementing resque backend f,26791,patch series introducing,relates,2
7164,1324,redmine site multiple individual shar,8776,pabloteste,independent,1
7165,6217,adding subtask take lot time,6117,asked possible su,relates,2
7166,10027,redmine could interesting,4015,allow application setting eg theme,relates,2
7167,21061,know issue topic nobody,1766,like subject state timelogcustom field c,relates,2
7168,5326,surely paste complete url see,2715,part feature issue w,duplicates,0
7169,8708,hosted publicrelease file section,7056,quick search see rep,relates,2
7170,2033,hirnrnit would nice sort,26531,moment create custom field f,independent,1
7171,1645,developer working task mypage,28511,would love version information,independent,1
7172,1989,currently possible main project,594,would like see enhancement bet,duplicates,0
7173,12796,go account page would like,12795,currently way user find,relates,2
7174,8760,attached patch set issue assignee,833,first use think li,independent,1
7175,5995,currently text formatting global ba,8095,would good let text formatting,duplicates,0
7176,485,bonjour viennarnrni thought coul,9104,nifty nicety necessity rnr,independent,1
7177,12005,ability hide fieldrnrnrelated,11853,congratulation version optio,relates,2
7178,6755,would great custom text field,5794,custom field also used store url,duplicates,0
7179,1752,possible usernrnsourcepath,1106,would useful one embed im,duplicates,0
7180,19773,ldap authentication nice add,275,current project working documen,independent,1
7181,7323,scenario looking issue search,2850,opening issue issue list,duplicates,0
7182,33659,hi redminernrnhow combine merged,7343,would nice could use nice empt,independent,1
7183,4199,weve got postcommit hook going work th,13088,add cdn support jqueryui lib include,independent,1
7184,16941,category cleared changing project,5358,think possible set ca,relates,2
7185,16479,redmine facility crea,18253,hellornrncurrently redmine provides,relates,2
7186,8409,right bulk update change,9068,new toogle link called submit witho,relates,2
7187,26639,heyrnrnim managing many project,12704,happy new yearsrnas know redmine sub,duplicates,0
7188,13235,administrator create user sometimes,3872,usefull add two functionalitie,duplicates,0
7189,20405,footnote support enabled markd,16072,use markdown lot tried developin,duplicates,0
7190,7693,sometimes report user issue,421,really like impersonation feature p,duplicates,0
7191,6118,doesnt seem option use par,5325,upgraded newest version redmi,relates,2
7192,12878,hirnrnthe workflow system provide,559,suggestion enhance workflow,relates,2
7193,8453,add possibity edit issue relation n,8155,hellornrnevery time add wrong relatio,duplicates,0
7194,31300,implemented browser native,23892,recent version chrome edge,relates,2
7195,5026,hope description field statusroletr,2568,problem user always,relates,2
7196,29824,feature allows u use user initial,32123,wiki syntax quick reference cover button,independent,1
7197,24681,propose replacing coderay syntax,3032,believe would preferrable use g,relates,2
7198,3106,need run plugin code passw,15114,promoting using redmine w,independent,1
7199,16332,admins could benefit feature lock,428,would nice temporary user block,duplicates,0
7200,20493,would like ability designate,8817,error bit inscrutable,independent,1
7201,11475,goal allow auth module co,33276,would helpful addtional fie,independent,1
7202,17058,would like able set user preference,7769,page show list instance,duplicates,0
7203,10140,certain field regular custom,12005,ability hide fieldrnrnrelated,relates,2
7204,18966,anyway future plan enable th,9664,redmine java api test check new i,relates,2
7205,4577,hope convert text file attached,2371,default encoding repository b,duplicates,0
7206,7930,would nice feature way,34123,add system test type,independent,1
7207,9700,field new issue form visible,8050,problem bigger workflow som,relates,2
7208,3344,feature like tracrnyou,33115,could suitable give read ac,independent,1
7209,4551,id love current version field u,3324,shop multiple web apps meaning u,relates,2
7210,17205,hi allrnrni want add custom field r,31784,seems like possible trun,independent,1
7211,19531,please enable rest api wwwredmineorgrn,19531,please enable rest api wwwredmineorgrn,independent,1
7212,6717,use casernrnthe administrator,2096,want add custom field named,relates,2
7213,7758,hirni know roadmap came issue,11829,would like create user se,relates,2
7214,4266,seems useful change includ,1443,trac offer really nice feature r,relates,2
7215,6115,would useful able assign,5831,allow user set parent task bul,duplicates,0
7216,4518,currently shipped version wiki,9315,rnidea simple wiki page,independent,1
7217,31313,ticket createedit form select,29663,would like continue work,relates,2
7218,10375,trying achieve ldap auth,1913,attached patch allows bind ldap,duplicates,0
7219,30985,user custom field displayed profile pa,30977,project custom field displayed overvie,relates,2
7220,1945,process manually adding user projec,2722,nice application keep great work,relates,2
7221,7769,page show list instance,493,hello allrnrnjust wanted say,relates,2
7222,5361,would nice ability simply,2850,opening issue issue list,duplicates,0
7223,4974,user able configure currency,23984,user would like defau,independent,1
7224,4534,new communication preference sends,2597,using redmine managing issue,duplicates,0
7225,1172,would possible allow multiple cv mod,779,would nice multiple scm per proj,duplicates,0
7226,3849,customer report new issue get,1245,would great chance close,relates,2
7227,11162,rail includes several security fix,14350,support added new,independent,1
7228,1029,suppose webservers mime type conf,1403,id like request unified diff downloadvi,relates,2
7229,16527,think nice feature add configure,10614,want add new custom field issue,duplicates,0
7230,1853,tracker issue status workflow custom fie,973,heyrnrncurrently seems status,relates,2
7231,6269,adding support redcloth would nice si,10889,trying figure link,relates,2
7232,12456,estimated time set issue update,27916,problem description keyvalue list allows,independent,1
7233,1853,tracker issue status workflow custom fie,850,situation want registe,relates,2
7234,9087,would usefuly drop,9059,custom field created administr,independent,1
7235,17142,rnit common particularly java code,24944,think could sometimes useful,independent,1
7236,21727,hellornrnper default author w,14435,would nice could edit field,independent,1
7237,13812,user want notified,32072,want generate ticket automatically throu,independent,1
7238,14937,planio developed woul,14936,element jstoolbar currently st,relates,2
7239,11110,want export issue one pro,407,adding syntax highlighting wiki page sh,independent,1
7240,11858,case delete issue number,8336,multiple role implemented fine gra,independent,1
7241,6101,ease debugging show unix user redmine,5420,new script additional switch scriptabou,duplicates,0
7242,27882,roadmaps overview abo,31006,overviewrnrnwhen event ticket,independent,1
7243,1845,link others resource,9600,would nice possibility create,relates,2
7244,6698,subprojects phenomenalrnrnbut id sti,7429,hirnrnive trying implement reposm,independent,1
7245,3883,would useful individual user,1935,currently weakest form email notificati,duplicates,0
7246,7244,use lot subprojects redmine set,7360,would nice able create defaul,duplicates,0
7247,416,permission option,9415,dependecies precedes follows,independent,1
7248,725,would like suggest redmine include,296,subject touched,duplicates,0
7249,23368,hirni looking feature like webhooks,29664,redmine able least use post,relates,2
7250,22608,current version redmine user,19418,want give default value subject,independent,1
7251,2240,fantastic application ju,285,adding rbac tracker one th,duplicates,0
7252,12516,possible configure redmine send,3760,send attachment via email via,duplicates,0
7253,1853,tracker issue status workflow custom fie,2905,hi allrnrnwe trying use redmine,relates,2
7254,1032,add different cs class div user commen,1697,would great ldapfields could,independent,1
7255,6367,user enters link ticket comme,14641,hi gdayrn using redmine company,independent,1
7256,1575,open formatting help popup lac,12734,add help table definition textile,relates,2
7257,12436,unless missing something im using versi,3030,project others well htt,independent,1
7258,3967,would great would possibilit,1853,tracker issue status workflow custom fie,relates,2
7259,14678,far tell admins obviosuly non,14487,easy way delete issue history,duplicates,0
7260,10757,redmine administration custom f,15136,today creating custom field se,duplicates,0
7261,4653,hellornrnfirst want thank yo,14928,would like improve bookmark web,independent,1
7262,23265,pertains change applied,21577,custom field type version used,relates,2
7263,13839,project tracker important numb,11361,suggestion butrnrnit would,relates,2
7264,14350,support added new,8529,im trying write automated test redmi,independent,1
7265,13298,would useful activity,3058,issue many st,duplicates,0
7266,5519,would useful able export,1996,would nice time tracking rep,duplicates,0
7267,6755,would great custom text field,5794,custom field also used store url,duplicates,0
7268,25509,redmine view issue page add filter gro,7167,add user project groupwe found,independent,1
7269,30893,currently later see,3555,need ability search issue,relates,2
7270,9185,make wiki wysiwyg editor user friendly fo,617,thought using wysiwyg editing fckedito,duplicates,0
7271,5356,company would comfortable,33692,applying patch attachmentupdateactivit,independent,1
7272,21532,easiest casernrnif issue multiple,4939,hellornrnup list task,duplicates,0
7273,5956,looking way privately repl,2336,hellornrnredmine beautiful contai,duplicates,0
7274,19378,issue report find detailed informat,12348,user watching repository rep,independent,1
7275,17286,current statern navigate projectrn,12704,happy new yearsrnas know redmine sub,relates,2
7276,7054,group project section admini,11702,adding user multiple project admi,duplicates,0
7277,1763,currently autologincookie generated,540,run two redmine instance ser,relates,2
7278,8575,rnuse backlinks backlinksfoo,11989,consider situation defect,independent,1
7279,14599,tried latest version rmagick installed im,12447,vendorpluginsrfpdftcpdfrb port f,relates,2
7280,12221,lot wiki update normally,29824,feature allows u use user initial,independent,1
7281,1894,would nice administrator project,4020,choosing one issue list,independent,1
7282,9690,click link email notifica,6133,galeria spicy,independent,1
7283,28328,currently following permission co,11808,issue type required field,independent,1
7284,10423,example custom boolean field,8776,pabloteste,independent,1
7285,32072,want generate ticket automatically throu,7554,similar functionality private issue,independent,1
7286,3900,possible inherit setting,1878,would nice could creating,duplicates,0
7287,8323,ive checked feature plugins l,7079,want show national holiday sunday,duplicates,0
7288,18245,using document tab project fo,7725,would nice api manipulate fi,relates,2
7289,23668,using redmine would l,7062,hope team member submit code mail,independent,1
7290,7246,mercurial concept branch inside,5083,would nice fromto revision syn,relates,2
7291,1701,production branch trunkrn,6899,time issue copied,relates,2
7292,11528,detail tab report time entry,10191,need add filter condition,duplicates,0
7293,13123,hi everybodyrnrni try assigned group u,590,would good preview option wh,independent,1
7294,7909,hi etienne massiprnrni made total credi,9249,preparar slide ppt para formação,independent,1
7295,12834,hirnrncurrently relation filter th,6257,would useful able ecnrypt passw,independent,1
7296,4711,need function,408,would great possible assign,duplicates,0
7297,6983,would nice focus search selected thre,24123,install redmine ubuntu,independent,1
7298,14678,far tell admins obviosuly non,14487,easy way delete issue history,duplicates,0
7299,27163,currently state name updated day,9939,hi allrnrnsorryfor ignorance,independent,1
7300,10035,hellornrni project subp,32796,since already easy way get,independent,1
7301,10019,would good integration r,836,would nice component p,independent,1
7302,449,would convinient productive,27412,access key supported redmine ar,relates,2
7303,20260,please help tab new project projec,4835,hirnrnit would good able writ,independent,1
7304,12324,plugin make use activity,15899,atlassian jira one powerful i,independent,1
7305,5228,see link redmine user,3856,sometimes need human readable url,relates,2
7306,14469,browsing source code via source,3382,currently use prernprecode class,duplicates,0
7307,9216,good dayrnrnwe ability define mul,8387,hi therernrni would like know,independent,1
7308,3641,select custom query filter n,2883,view query result say ope,duplicates,0
7309,2812,would find useful redmine permited adm,377,please add theme support redminernr,independent,1
7310,10708,hirnrni need way add two user email,4244,anyway store multiple em,duplicates,0
7311,3272,would nice ability,23616,suppose uploaded image wiki pag,relates,2
7312,5515,would like see feature allowing user,7360,would nice able create defaul,relates,2
7313,7692,currently nice feature associate wi,28531,theme styling dependent kn,independent,1
7314,32406,moment relation added one,29272,hirnfor moment possible get,duplicates,0
