Unnamed: 0,Unnamed: 0.1,id1,Description1,id2,Description2,Type of dependency,label,AnnotationStatus
2301.0,30.0,90181.0,tagbuilderaddattribute currently cannot ad,90386.0,rather reproducing bunch xhtml api,relates,1.0,
418.0,1397.0,17694.0,similiar page type selector hard,17676.0,jens made nice screen grouped,relates,1.0,
1784.0,778.0,39430.0,update caching framework version,32398.0,certain cache static theyve fi,relates,1.0,
1873.0,7134.0,6668.0,caretaker already storing noderoleaddress,69397.0,would cool backend module,independent,0.0,
1434.0,1469.0,19237.0,extension rtehtmlarea definitionlist publi,109.0,want transfer svn repository,independent,0.0,
1316.0,408.0,37800.0,would like see hook added checking,64298.0,hook always useful rni miss one,relates,1.0,
199.0,548.0,61799.0,currently cm easyworking way fo,53421.0,youtube video url medium element,relates,1.0,
2117.0,54.0,89509.0,fluid provide way access flexfor,92875.0,tca allows field flex want use,relates,1.0,
682.0,7417.0,37572.0,replacing special character space,89244.0,create service send broadcast message fr,independent,0.0,
2529.0,3081.0,83749.0,screenshots cm code,16403.0,would great way write,independent,0.0,
2483.0,3791.0,17640.0,tiny feature imho useful,71281.0,would great feature extension,independent,0.0,
876.0,594.0,51933.0,usability viewpage module imp,51148.0,bring responsive adaption viewpage preview,relates,1.0,
2582.0,4337.0,20930.0,table content object hardco,43104.0,interactive confirmation multiple choic,independent,0.0,
1803.0,268.0,73474.0,extbase signalslot dispatcher al,65774.0,possible remove slot sig,relates,1.0,
1898.0,510.0,56556.0,way currently check existence,56529.0,way currently check existence,relates,1.0,
683.0,877.0,55322.0,statusrnrnprernpluginrn tx caddy p,4820.0,check download session match,independent,0.0,
2339.0,1194.0,21659.0,currently way configure minim,59073.0,flag user password neeeds,relates,1.0,
1674.0,1725.0,58819.0,earlier admin changed core,16291.0,cached table info contains type th,independent,0.0,
869.0,7445.0,50644.0,currently option need set using th,69512.0,t filetype used also video conta,independent,0.0,
2172.0,707.0,3576.0,like filtering certain category,60685.0,plan make extension rea,independent,0.0,
75.0,3701.0,3175.0,still us old mootools libraryrnt,60592.0,jquery theme cs kb cause conflic,independent,0.0,
487.0,4282.0,1223.0,want add member always need,8624.0,checkbox reset corner,independent,0.0,
57.0,1003.0,28258.0,curl allowsrncurlopt proxytype teither cur,28839.0,case may necessary,relates,1.0,
1403.0,2963.0,44740.0,nice feature indexing doctrine,51848.0,hirnrnsituationrni loaded,independent,0.0,
1661.0,6941.0,14588.0,xhtml later xhtml version lang,4202.0,since fluid support generate absolut,independent,0.0,
1550.0,5383.0,5151.0,would nicehelpful notification wou,38129.0,new way xclasses easy f,independent,0.0,
272.0,532.0,54651.0,currently backend provide get,54652.0,backends would queried order exampl,relates,1.0,
1099.0,765.0,38314.0,add constant switch,81583.0,currently classtx odsosm openlayersphp th,independent,0.0,
625.0,6424.0,52083.0,please add option get file recursive,52595.0,extension use extension,independent,0.0,
1399.0,410.0,64093.0,would nice data provider sche,4387.0,itd useful way automatically,relates,1.0,
2211.0,586.0,51756.0,utility method added dynamicall,51280.0,browser reference stored documen,relates,1.0,
927.0,417.0,63395.0,hallo rni created patch medium con,67455.0,video tag possibility add,relates,1.0,
1042.0,281.0,72619.0,add hook signal configuration option th,72620.0,would like provide different image crop p,relates,1.0,
2437.0,5453.0,11697.0,hi llrnrni see extensio,61720.0,editing permission page folder allo,independent,0.0,
1266.0,4139.0,77874.0,hirnrnis kind spam protectio,32086.0,add feature disable pageinformation tag,independent,0.0,
693.0,215.0,78036.0,rename folder filelist hav,79366.0,observed editor r,relates,1.0,
1637.0,847.0,39430.0,update caching framework version,36564.0,tagging feature file backend p,relates,1.0,
100.0,2456.0,55594.0,download icon,5618.0,think noticewarning enabling de,independent,0.0,
2326.0,1704.0,4146.0,following validation make u,3933.0,domain model contains array member v,relates,1.0,
2440.0,5130.0,66623.0,case content element build extbase,38168.0,currently seo backend module seems,independent,0.0,
1525.0,6533.0,15033.0,browser supported ajax techno,33781.0,usage ajax dispatcher,independent,0.0,
62.0,4481.0,67895.0,seems option dce load schem,14141.0,using ie openthe extensi,independent,0.0,
1837.0,7788.0,38668.0,striphtml us function strip tag,15633.0,hirnrni hope could time,independent,0.0,
702.0,6575.0,30841.0,hirnrnsometimes maybe useful,24008.0,make csv mm select inline working,independent,0.0,
1894.0,965.0,36705.0,beuser open page doctype sysfold,29790.0,dear people communityrnrnthere oft,relates,1.0,
271.0,6209.0,69891.0,interface unintuitive see,83962.0,time ago munich discus,independent,0.0,
1135.0,6.0,92297.0,one several possible solution ig,92822.0,already mentioned problem false po,relates,1.0,
1089.0,166.0,62718.0,result indexed search search show u,82070.0,search result path pagetree,relates,1.0,
1906.0,1663.0,54876.0,user able navigate,49701.0,heyrnrnthis allows rn dump data,independent,0.0,
274.0,6906.0,5692.0,list personalizeoption vfoldertree,79530.0,following possiblernrn save,independent,0.0,
1337.0,910.0,33587.0,currently delete unused resource,33469.0,currently resource need database becau,relates,1.0,
234.0,975.0,29105.0,pagetree icon inserti,25183.0,feature request result,relates,1.0,
1795.0,4395.0,718.0,currently reflection doccommentpa,80092.0,current problemrnrncontinually enhan,independent,0.0,
507.0,9042.0,55112.0,moment facing issue,93117.0,currently one reset filter option,independent,0.0,
1061.0,4806.0,45514.0,want hide unhide field tca di,45604.0,please change svn repo git one,independent,0.0,
2643.0,1505.0,17225.0,diff creates functionali,15818.0,ever consider add rnexpandcolla,relates,1.0,
1998.0,1021.0,25337.0,target php core shoul,27490.0,support concept vendor nam,relates,1.0,
1603.0,951.0,63703.0,scheduler task marked running th,31073.0,would nice feature would allow,relates,1.0,
905.0,39.0,89979.0,afaik method existrnrnr,22985.0,sometimes need locate page page tree u,relates,1.0,
1980.0,709.0,66532.0,staternit already possible schedule,44297.0,something like would nicernrnhtt,relates,1.0,
1884.0,8714.0,3623.0,least followingrnrn,45646.0,questionaire add page break,independent,0.0,
2285.0,1101.0,24009.0,attempt bring selfmonitoring typo,24011.0,part selfmonitoring core need,relates,1.0,
2188.0,654.0,47137.0,due limited support browser restrict,37604.0,rest controller provided b,relates,1.0,
1701.0,1478.0,16477.0,able display navigation,16984.0,treeviewphp returned title,relates,1.0,
1744.0,2411.0,88645.0,often user mandatory fill,63962.0,backport cm,independent,0.0,
220.0,1468.0,16666.0,would great add stdwrapfunctionality,16665.0,would like writernrnalwaysactivepidl,relates,1.0,
2605.0,1934.0,37638.0,trying use extension slider th,1174.0,would nice commentary funktion,independent,0.0,
147.0,7161.0,48972.0,would nice could configure,9514.0,brainstorming addition,independent,0.0,
1308.0,4595.0,15421.0,mainitems styled wayrnone table c,3167.0,tx rlmpdateselectlib could used st,independent,0.0,
1056.0,361.0,8415.0,project content edited v,66796.0,might convenient able manipulat,independent,0.0,
1258.0,3646.0,5172.0,user may find quite useful searc,28968.0,would convenient sched,independent,0.0,
1429.0,473.0,88954.0,would like able tell fimage f,59067.0,rendering image place,relates,1.0,
502.0,851.0,35348.0,widget show content going offline,36248.0,new idea widget show,relates,1.0,
1452.0,1478.0,1789.0,fluid already convert object used argumen,1230.0,hi francoisrnrnwhat really miss ho,independent,0.0,
2137.0,4292.0,78619.0,filename length hardcoded templ,28533.0,change title add error message co,independent,0.0,
2429.0,132.0,84656.0,might useful set target language,90825.0,kind followup ticket,relates,1.0,
307.0,1128.0,20167.0,backend locked maintenance,23464.0,error screen like current username,relates,1.0,
2475.0,661.0,46437.0,hirnrnit would great like p,63315.0,nice use drag drop,relates,1.0,
1779.0,1721.0,3153.0,similar way decl,3092.0,possible define additional val,relates,1.0,
1977.0,1155.0,16749.0,would nice navigation title,22550.0,switch page type standard,relates,1.0,
1198.0,1225.0,20555.0,say parsefunc im sure thi,39676.0,editor create lot empty paragraph li,relates,1.0,
938.0,2270.0,27980.0,would nice feature especially edi,36229.0,performance best practice google sugge,independent,0.0,
1599.0,1191.0,21662.0,currently way controll concuren,18783.0,would great two person differ,relates,1.0,
779.0,884.0,78488.0,hey therernrnis solution,34288.0,set attribute relnofollow,relates,1.0,
676.0,3098.0,61341.0,would great one could configure z,72045.0,rncurrently htmlparserstripemptytags,independent,0.0,
261.0,6626.0,88138.0,need middleware transfer extbase fe,5749.0,one sometimes need different pdfs version,independent,0.0,
1755.0,8801.0,41935.0,would nice api importing,21572.0,using rtehtmlarea n,independent,0.0,
437.0,1529.0,49388.0,old release kept switch,54693.0,ensure compatibility,independent,0.0,
1819.0,7882.0,29258.0,define several environment,42032.0,recently ive switched existing insta,independent,0.0,
845.0,7112.0,19344.0,highlight toggleborders border button,25177.0,would like introduce possibility dis,independent,0.0,
1566.0,3442.0,6093.0,possible exclude field f,46612.0,see moment check,independent,0.0,
188.0,1658.0,8774.0,discussing widget concept r,6609.0,one possibility join implementation coul,relates,1.0,
96.0,5208.0,8082.0,currently clean way retrieve,34871.0,wish implement last first pag,independent,0.0,
1094.0,6156.0,41530.0,currently tiny source hook output proces,29578.0,achieved storing entity,independent,0.0,
2481.0,8652.0,5690.0,important people informed,9534.0,would cool possibilty get r,independent,0.0,
403.0,2965.0,24842.0,today befuncgetprocessedvalue two,10078.0,english locallangfiles shipped,independent,0.0,
161.0,4204.0,22324.0,attached patch rewrite default image,90747.0,hirnrni think meta tag generator,independent,0.0,
1653.0,1214.0,20709.0,hirnrnplease add serbian flag,17307.0,please add sk flag,relates,1.0,
1541.0,6653.0,89985.0,please add new cname fo,53827.0,currently uribuilder creates relative url,independent,0.0,
781.0,2722.0,39799.0,using jquery colorbox tt nwes val,42125.0,category get offsetsrnrnpoints w,independent,0.0,
698.0,4374.0,62268.0,id like default setting youtube,24145.0,dbal currently try parse query passed,independent,0.0,
519.0,871.0,35245.0,different notification stagesrnrnc,35246.0,workspace module us extbase dispatch,relates,1.0,
2260.0,723.0,43247.0,hi folksrnright point thinking,43569.0,debugexceptionhandler productionexcept,relates,1.0,
1524.0,4356.0,43636.0,content html markerrnrn f,7263.0,enable stdwrap property select que,independent,0.0,
2443.0,6579.0,18930.0,would great function exists like,82074.0,comparing extform framework formhandler,independent,0.0,
2362.0,1662.0,6394.0,attached patch allows display different,72529.0,fal allows file folder restricted,relates,1.0,
2056.0,772.0,20555.0,say parsefunc im sure thi,39676.0,editor create lot empty paragraph li,relates,1.0,
816.0,214.0,79403.0,rather extensive library general purpose,79430.0,problemrni using dataprocessor,relates,1.0,
1132.0,1024.0,27417.0,possible submit date,5660.0,finally property mapper need suppo,relates,1.0,
1570.0,4016.0,72174.0,prernpublic function setpidpid r,48013.0,would great processed jpg file would,independent,0.0,
824.0,379.0,65505.0,exist case many childrecords,56490.0,case tca related inline different,relates,1.0,
531.0,656.0,46735.0,difficult eliminate unwanted brtag,46733.0,would much easier style map,relates,1.0,
2372.0,5482.0,20206.0,id like allow editor reference reso,4352.0,maybe deactive role part menu shoul,independent,0.0,
751.0,1269.0,19619.0,improve single sign service backport,19409.0,backport openid sysext developed hackontest,relates,1.0,
1070.0,1670.0,6008.0,resource object discarded relat,342.0,mvc framework need support file mult,relates,1.0,
1801.0,6749.0,34954.0,hello guysrnrnwith yesterday release,24324.0,tcatree great feature build cate,independent,0.0,
191.0,6508.0,14470.0,function platform dependent f,12340.0,tx linkvalidator linktypes interface curre,independent,0.0,
1001.0,6556.0,20987.0,greek transliteration missing translitt,14594.0,id like hide table operation bar,independent,0.0,
2235.0,1353.0,18239.0,patchrequest contains function,16786.0,plugins enabled let,relates,1.0,
1698.0,1797.0,8717.0,patchrnrnallows width height,26358.0,soon session initialized cookie,independent,0.0,
2159.0,1056.0,44297.0,something like would nicernrnhtt,25637.0,would nice gui setup,relates,1.0,
384.0,620.0,49301.0,sometimes newly installed extension break,49760.0,install tool could check whether,relates,1.0,
138.0,431.0,62101.0,system status update test cli environ,52283.0,please add feature skip test,relates,1.0,
943.0,1408.0,17638.0,perhaps start example,71694.0,website made deliver best p,relates,1.0,
54.0,177.0,80793.0,admins able define password pol,59074.0,flag user password neeeds,relates,1.0,
1888.0,4144.0,55719.0,fe using dependency twitter package twb,32543.0,would nice improvement,independent,0.0,
2233.0,154.0,83677.0,hello coreteamrnrni would prefer globa,83655.0,add possibility export redirects w,relates,1.0,
56.0,4588.0,2915.0,tx ptlist genericdataaccessor used fetch,72871.0,default value gfxthumbnails png,independent,0.0,
2544.0,1615.0,60723.0,possible configure pageren,11287.0,great able declare head,relates,1.0,
2454.0,672.0,46063.0,extend persistedusernamepasswordprovider wit,55831.0,id really love something like,relates,1.0,
1644.0,7.0,35965.0,default session handling started automat,65040.0,dragdrop functinality fal uploads work r,independent,0.0,
109.0,707.0,44463.0,documentation lack flow chart,35770.0,registrating user get email,relates,1.0,
998.0,223.0,84183.0,possible make backend panel resizabl,78760.0,cm version colum,relates,1.0,
2345.0,517.0,56343.0,hello teamrnrndbal allows map ta,56258.0,hello teamrnrnoracle db ch,relates,1.0,
1005.0,1089.0,24023.0,workspace got sysext stuff,24022.0,last year newly formed workspace,relates,1.0,
2135.0,3172.0,91738.0,ship wrapper localstorage handlin,88907.0,configuration enablemultiselectfiltertextf,independent,0.0,
1608.0,28.0,90478.0,hirnrni would like make suggestion f,90298.0,user information beuser module c,relates,1.0,
497.0,1289.0,12747.0,currently one fingerprint per versi,915.0,beautify view check long stringsrn,independent,0.0,
2608.0,8024.0,75919.0,right le hardcoded jobco,81631.0,foreign match field really useful diff,independent,0.0,
775.0,8621.0,4039.0,instead providing full path class,47273.0,property setter different,independent,0.0,
511.0,6628.0,16548.0,case record additional information,8450.0,redirect last called page prod,independent,0.0,
1736.0,4761.0,2915.0,tx ptlist genericdataaccessor used fetch,30615.0,hi kai rnrnthanks useful co,independent,0.0,
286.0,6009.0,8499.0,enable manual sorting role inside,33044.0,hi guysrnrnsometimes useful,independent,0.0,
243.0,5945.0,32116.0,could give try rsttohtml extension whi,2825.0,route part need configurable,independent,0.0,
1520.0,3040.0,573.0,hey sebastianrnrnyes thats really great,29794.0,model generated property ty,independent,0.0,
983.0,935.0,31377.0,currently possible copy single,32152.0,currently action clipboard rou,relates,1.0,
2003.0,1080.0,69351.0,configuring link target elementb,24247.0,offer possibility open menu link,relates,1.0,
2323.0,1703.0,4445.0,common grinch access right p,4279.0,setfilepermissionssh work curren,relates,1.0,
240.0,1064.0,25338.0,bug entry serf umbrella sched,25342.0,easy trash within fileadminr,relates,1.0,
1312.0,1334.0,21662.0,currently way controll concuren,18783.0,would great two person differ,relates,1.0,
2070.0,413.0,63703.0,scheduler task marked running th,31073.0,would nice feature would allow,relates,1.0,
2212.0,1421.0,17406.0,initial situationrni menu point f,46138.0,currently page type shortcut l,relates,1.0,
836.0,3304.0,49522.0,common scenario authentication prov,43005.0,every version,independent,0.0,
171.0,507.0,56744.0,currently flow developer set sess,30378.0,would nice proof cookie authent,relates,1.0,
2318.0,2899.0,31665.0,hellornrnim searching register,27852.0,domain development p,independent,0.0,
14.0,6745.0,51219.0,currently conv method c utils,39175.0,hellornrnafter resizing table valu,independent,0.0,
2411.0,1350.0,17125.0,id like possibility store inli,18366.0,addition bugreport would,relates,1.0,
1592.0,775.0,39441.0,opinion introducing,50131.0,extracted issue,relates,1.0,
2502.0,1466.0,16218.0,following patch introduces new page t,16771.0,hellornrnit would nice size,relates,1.0,
2237.0,840.0,36705.0,beuser open page doctype sysfold,39051.0,user select sysfolder page,relates,1.0,
2631.0,1335.0,18758.0,paste function used rte give editor,23797.0,attached patch add optional paste p,relates,1.0,
1394.0,563.0,52640.0,sometimes ifviewhelper syntax quite ver,60430.0,allows simply turn condition oppo,relates,1.0,
2327.0,79.0,87844.0,add option exclude page speaking ur,88198.0,order allow custom specific website,relates,1.0,
888.0,7386.0,5910.0,typoscript option allo,13036.0,structure standard subscription tem,independent,0.0,
1014.0,1532.0,15403.0,cropscale image scaled size,15705.0,patch file,relates,1.0,
922.0,983.0,28484.0,huge performance killer cache,52574.0,launched new website,relates,1.0,
2111.0,5626.0,6166.0,hirnrnive added typoscript option,11850.0,ive noticed cs rzcolorbox,independent,0.0,
163.0,1597.0,13230.0,problemrncurrently standard cs styled,13229.0,problemrncurrently standard cs styled,relates,1.0,
2053.0,52.0,89524.0,currently possible search loca,73665.0,hey guysrnrni want suggest new featu,relates,1.0,
1651.0,833.0,53369.0,would really helpful able defin,37208.0,would cool pagetsconfig backe,relates,1.0,
1256.0,4815.0,73752.0,creating extremely simple aliasing,87100.0,hi rnrni suggest think r,independent,0.0,
463.0,1418.0,17463.0,using select type instead inlin,17268.0,default behaviour inline record creat,relates,1.0,
616.0,1094.0,85986.0,default behaviour inline tca input,24019.0,current implementation always add new irr,relates,1.0,
394.0,482.0,57928.0,would nice index search would autode,19134.0,hunspell o spell checker used opeono,relates,1.0,
601.0,223.0,50610.0,two way build data table map,16035.0,make easier write xdb code might b,independent,0.0,
1203.0,342.0,67690.0,related think worth,67679.0,fal image caption use link pa,relates,1.0,
1993.0,7038.0,22303.0,attached patch rewrite rte spell chec,57383.0,create new record doesnt matter,independent,0.0,
488.0,5132.0,20605.0,user authentication userauth,62881.0,please create implement fluid stand alon,independent,0.0,
460.0,447.0,61110.0,johannes feustelrn editor,32081.0,typeinput j eval func,relates,1.0,
1427.0,6415.0,49429.0,mein kunde hat den steuersatz direkt einer,29296.0,patch request add possibility def,independent,0.0,
265.0,3661.0,92778.0,provide way programmtically,61503.0,would like deploy one application,independent,0.0,
1100.0,425.0,63011.0,text response,14700.0,added support clear cache subtrees,relates,1.0,
1349.0,2524.0,43612.0,cloudflare new api feature zone file p,3661.0,would nice fformcheckbox,independent,0.0,
208.0,195.0,80378.0,hi rnin filelist module upload,20558.0,many user want upload lot file,relates,1.0,
2148.0,1759.0,68316.0,click create new record iconplus,78400.0,would nice field,independent,0.0,
192.0,8382.0,47499.0,currently implementation doesnt support p,6762.0,sometimes would great able bind,independent,0.0,
1228.0,3395.0,27847.0,line numbering text area would faci,48676.0,oliver hader requested via otrsrnrn hi,independent,0.0,
1985.0,4194.0,58072.0,original issue created chennc,14552.0,entering german context sensitive help,independent,0.0,
618.0,290.0,73697.0,problemrnremoving many extension cou,71525.0,please add possibility deactivate exte,relates,1.0,
1315.0,86.0,80793.0,admins able define password pol,87299.0,enhance functionality concerning passwor,relates,1.0,
390.0,7131.0,2284.0,reflection service cache reflecti,9461.0,browser delivers sample template tt,independent,0.0,
866.0,2220.0,28559.0,check weather given string used,31533.0,actually possible choose one cat,independent,0.0,
2523.0,471.0,21659.0,currently way configure minim,59073.0,flag user password neeeds,relates,1.0,
1131.0,3881.0,89258.0,concern record field sys langua,408.0,aop browser debugging need meth,independent,0.0,
358.0,852.0,35348.0,widget show content going offline,36247.0,widget show content going offline,relates,1.0,
761.0,8420.0,24899.0,make form element even flexible,52696.0,sometimes schedulerjobs,independent,0.0,
2085.0,5221.0,23153.0,sometimes enough check ac,7166.0,category tag related item ne,independent,0.0,
1855.0,5549.0,4458.0,cycle view helper useful iterating th,15474.0,possible use abbrsomething,independent,0.0,
442.0,788.0,23841.0,task copy data medium field,1136.0,hey current copy code function quite c,independent,0.0,
1731.0,50.0,89556.0,integration done stable backp,89526.0,let people experience new translation,relates,1.0,
2484.0,533.0,54600.0,building rest service us pat,45293.0,parsing body argument eg xml json cur,relates,1.0,
1540.0,549.0,63391.0,would usefull form object,53407.0,please render attribute like requir,relates,1.0,
756.0,8860.0,51264.0,using stdwrapcase value convers,897.0,maybe little paranoid go,independent,0.0,
2471.0,2690.0,70349.0,supported universal,17703.0,reason set tt,independent,0.0,
1200.0,1092.0,78532.0,image relation field defined,24019.0,current implementation always add new irr,relates,1.0,
2594.0,4261.0,90327.0,seo extension feature functio,55478.0,hirnrnfor usability reason would u,independent,0.0,
784.0,8303.0,23248.0,flexforms use link field c,2879.0,default defaultaction plugin,independent,0.0,
2287.0,5226.0,29058.0,hi folk friend rnrnas first step,11720.0,template coding complex ne,independent,0.0,
1588.0,8431.0,19.0,aop framework feature,27361.0,cache page cleared,independent,0.0,
1931.0,9213.0,62880.0,remove confphp extfilelist,59228.0,publishing record user opti,independent,0.0,
226.0,6937.0,90184.0,shortrnwe using elts,27097.0,workspace preview several view p,independent,0.0,
1735.0,1028.0,27391.0,would need allow uploading one,70965.0,seems fluid styled content support,relates,1.0,
1844.0,7063.0,38683.0,pasting pastestructure pasteform,441.0,initialize method aop framework b,independent,0.0,
1471.0,246.0,76796.0,like medium category etc,76433.0,hirnrnhaving enabled category tab ba,relates,1.0,
1917.0,2294.0,5618.0,think noticewarning enabling de,22164.0,currently possible define mmre,independent,0.0,
884.0,8959.0,24994.0,befuncgetflexformds support point,56452.0,scheduler task lang missing allow,independent,0.0,
360.0,4301.0,1171.0,would nice passibility,9020.0,german label locallang dbxml would,independent,0.0,
1794.0,8124.0,24110.0,actually listquery method based l,54876.0,user able navigate,independent,0.0,
2547.0,525.0,46063.0,extend persistedusernamepasswordprovider wit,55831.0,id really love something like,relates,1.0,
1249.0,868.0,35348.0,widget show content going offline,36247.0,widget show content going offline,relates,1.0,
1084.0,7297.0,19742.0,old method issue make,17681.0,would nice wrapitemandsub,independent,0.0,
449.0,846.0,36564.0,tagging feature file backend p,36563.0,tagging feature file backend p,relates,1.0,
2555.0,7290.0,8468.0,fdebug viewhelper dump,43661.0,cloudflare reward management multiple,independent,0.0,
2147.0,9093.0,86880.0,would nice view password,53190.0,hirnrnthere already configuration fo,independent,0.0,
15.0,1422.0,17406.0,initial situationrni menu point f,66218.0,add linkhandler functionality page type sho,relates,1.0,
2161.0,4759.0,70113.0,hellornrni using multichannel context,38683.0,pasting pastestructure pasteform,independent,0.0,
2099.0,1684.0,78488.0,hey therernrnis solution,5341.0,user simple redactor dont know,relates,1.0,
1177.0,3313.0,82485.0,currently want install sphinx via,91817.0,hello everyonernrni think would h,independent,0.0,
1213.0,4580.0,43858.0,hi juergenrnrnit would useful whe,82031.0,would great filter list p,independent,0.0,
708.0,7264.0,28207.0,importing current core extens,14940.0,hirni made access control individual ele,independent,0.0,
733.0,26.0,90825.0,kind followup ticket,22113.0,sometimes necessary link explici,relates,1.0,
1096.0,1877.0,49152.0,move flowplayer file contrib resolve,88817.0,possibility set attri,independent,0.0,
2646.0,1480.0,15619.0,want edit number nested level,16446.0,complicated permission owner,relates,1.0,
1098.0,889.0,34031.0,alloweditems currently modified th,34028.0,already functionality place fet,relates,1.0,
237.0,3099.0,43250.0,would great extension would,33531.0,currently datetimeconverter accepts targe,independent,0.0,
2296.0,662.0,66514.0,currently fal possibility,46437.0,hirnrnit would great like p,relates,1.0,
1886.0,1237.0,20305.0,currently clearcachecmd clear ca,45090.0,currently exists direct way using typ,relates,1.0,
1567.0,1110.0,23878.0,extension manger shall give always,23396.0,em always show developer relevant code wa,relates,1.0,
1031.0,738.0,42403.0,id like new session implementation whichr,42366.0,today there possibility get flow worki,relates,1.0,
2538.0,3091.0,86222.0,parameter shall take array value ea,1996.0,patch highlight word found sear,independent,0.0,
521.0,5355.0,16731.0,struggling prevent friend ie fr,88403.0,mail manually moved otrs spam queue,independent,0.0,
2123.0,974.0,59502.0,hellornrnwe still sitting,29342.0,system thousand page make,relates,1.0,
2153.0,316.0,69863.0,complicated easy say hollow ou,70036.0,extbase scenario,relates,1.0,
8.0,4496.0,15747.0,one deletes ce image also remove c,19563.0,ive included fe login twice,independent,0.0,
1157.0,467.0,28258.0,curl allowsrncurlopt proxytype teither cur,59326.0,hello therernrnid like address matt,relates,1.0,
450.0,5631.0,14710.0,currently action value form,84215.0,add functional test install package,independent,0.0,
660.0,7671.0,10195.0,content element change shown change,68613.0,would helpful equal,independent,0.0,
313.0,489.0,57692.0,able move rename file cre,55193.0,would useful add drag drop,relates,1.0,
332.0,6486.0,16281.0,indexed search look tag wit,12581.0,would useful option allow,independent,0.0,
1286.0,666.0,5351.0,solved dd reordering con,13239.0,hirnwere entering lot event wich rep,independent,0.0,
568.0,8018.0,45932.0,google launched tag manager g,79535.0,right using ouadmins n,independent,0.0,
2098.0,984.0,46017.0,multi language site really conv,28441.0,use page languageoverlays pa,relates,1.0,
1722.0,8122.0,91157.0,user change entry complex data,3737.0,would nice poi feature additio,independent,0.0,
636.0,529.0,30569.0,hirnrnas written faq extension,4206.0,set entry delete flag,independent,0.0,
1627.0,579.0,48829.0,would really cool override crosslink,51875.0,usecase followsrnrn document,relates,1.0,
1580.0,631.0,72045.0,rncurrently htmlparserstripemptytags,62895.0,hi danielrnrnit would nice sort,independent,0.0,
1788.0,3495.0,18593.0,try realize fully scalable layout,19790.0,would nice sake completeness,independent,0.0,
1388.0,1270.0,19619.0,improve single sign service backport,19497.0,extmgm api provides method add n,relates,1.0,
1673.0,2911.0,59093.0,hirnrna good new feature,24712.0,problemrncurrently initlanguage method,independent,0.0,
478.0,925.0,36695.0,developer want able validate,32832.0,sometimes validation executed,relates,1.0,
1463.0,960.0,56744.0,currently flow developer set sess,30378.0,would nice proof cookie authent,relates,1.0,
2338.0,1490.0,16314.0,add checkboxes user make new co,16313.0,enhance tool user admin user group,relates,1.0,
1186.0,1161.0,22439.0,nested getparams already allowed typo,17238.0,lately introduced possibily te,relates,1.0,
364.0,1168.0,16237.0,issue task center av,22363.0,taskcenter redone completly make,relates,1.0,
1247.0,6085.0,1169.0,would nice hace listview table f,17927.0,performupdatequeries install,independent,0.0,
2128.0,6027.0,50102.0,adding zeptojscould good idearn,1171.0,would nice passibility,independent,0.0,
2291.0,1393.0,9020.0,german label locallang dbxml would,68069.0,currently seems elegant way,independent,0.0,
567.0,8635.0,16466.0,use language menu withrnrnlibla,86761.0,work cssfile time,independent,0.0,
1438.0,2260.0,3956.0,blog apps need count,81105.0,working new feature fluid standalone,independent,0.0,
1897.0,1680.0,57065.0,easier usage behaviour norm,5390.0,would really nice keyboard co,relates,1.0,
2004.0,860.0,44463.0,documentation lack flow chart,35770.0,registrating user get email,relates,1.0,
1277.0,9189.0,60301.0,hirnrnit would really cool wo,9697.0,hy guysrnrni extend automatic,independent,0.0,
1317.0,670.0,46063.0,extend persistedusernamepasswordprovider wit,30378.0,would nice proof cookie authent,relates,1.0,
1775.0,7511.0,33590.0,logo seen,63089.0,possible make r feed jobfair,independent,0.0,
2216.0,838.0,36955.0,idea add filter option,33493.0,due var dump drawback sometimes th,relates,1.0,
1536.0,448.0,64372.0,website user side,61110.0,johannes feustelrn editor,relates,1.0,
586.0,7124.0,33593.0,last year website banner,86610.0,import lts migration service,independent,0.0,
170.0,1316.0,54278.0,cm team request following change fo,49429.0,mein kunde hat den steuersatz direkt einer,independent,0.0,
477.0,6566.0,16438.0,following behaviour come close,32767.0,add suggest wizard pagestorage selection,independent,0.0,
140.0,4985.0,960.0,add localization view log entr,92231.0,error type error message,independent,0.0,
721.0,583.0,51933.0,usability viewpage module imp,51865.0,since viewpage module show sele,relates,1.0,
1222.0,1404.0,17678.0,move ui element around ui,17868.0,need menu call store edit shortcu,relates,1.0,
2561.0,508.0,56647.0,hello coreteamrnrnsince year,51137.0,problemrnrnat moment possibl,relates,1.0,
1012.0,4678.0,839.0,description shown next,70982.0,default style removed default typosc,independent,0.0,
1208.0,4626.0,33372.0,completes restructuring legacy ht,53186.0,dont know concept behind categoriz,independent,0.0,
1064.0,1541.0,15112.0,idea improving relation partr,48933.0,version since agesrnrnhirn,relates,1.0,
1792.0,924.0,61162.0,however cosmetic change fluid produce,12984.0,add csh field,independent,0.0,
2647.0,93.0,87091.0,currently installtool english,87092.0,currently many message feedback error,relates,1.0,
840.0,7943.0,34077.0,larger ttnewsinstallation several,17049.0,hirnrnfor new menu mode add,independent,0.0,
340.0,3485.0,77157.0,list view az listrnit would nice,70633.0,user allowed edit file meta data b,independent,0.0,
94.0,5309.0,47231.0,hellornrnwill extension support,62360.0,case migration may want purge,independent,0.0,
1565.0,1676.0,68202.0,ex importing pagetree within,19443.0,related planned ex,independent,0.0,
