Unnamed: 0,id1,req1,id2,req2,Type of dependency,Label
23529,14353,rather than remembering the syntax it would be,5417,when break project into versions there,independent,0
36987,32248,activity shows days of project activities,23863,requisição cross origin bloqueada política,independent,0
1993,5259,hi everyone \r\ni need some help with new cu,977,show sub task in main tasklist as jira,independent,0
37101,8810,the password in the database for connecting,31559,expected behaviour\r\n\r\nwhen doing htt,independent,0
750,430,d like to be able to make time logging optio,23828,am using rest api to get user list\r\n pre \,independent,0
3182,5061,when viewing an issue all updates are shown,578,would be good if you could see all activity,relates,1
3151,9942,it happens that some people are not involved,5159,we currently have over employees in our,relates,1
4216,2182,showing percentage of issue completion is ha,2139,the progress for an item version is not calc,relates,1
3164,10027,redmine \r\n\r\nit could be interesting,5127,think it would be very useful to change set,relates,1
3052,5451,it would be nice if an issues start date and/,6366,when an issue does not have an end date assign,relates,1
4119,2539,is it possible to have per project setting,8050,the problem with bigger workflow is that som,relates,1
3625,3872,it should be usefull to add two functionalitie,2039,hi \r\n\r\ni use redmine at work to manage my,relates,1
24620,32080,think application css context menu css con,7492,aws recently introduced simple email service,independent,0
75,31989,the attached patch adds support for inline iss,33425,the attached patch adds an auto complete featu,relates,1
48880,31804,didn find this capability in docs\r\nthank,12426,hi \r\nthere is no possibility to create tea,independent,0
2144,16962,currently html only emails are handled by just,8462,the receive email feature,relates,1
16804,20230,when transforming gantt chart into pdf the,2917,hope redmine with the reminding function to ow,independent,0
972,16172,currently when update task assigned to me,14574,german \r\nhallo \r\n\r\nwie kann ich die opti,relates,1
3392,4462,it would be wonderful to be able to set an emi,4015,allow some application settings eg theme to,relates,1
25890,26096,is it possible to get info from custom field,553,now is possible automatic creation of svn repo,independent,0
42279,26007,hi \r\ni need custom field as datatype user,18840,d like to have in app notifications as an al,independent,0
46702,2033,hi \r\n\r\nit would be nice to have some sort,11220,d appreciate view hook to plug ins develop,independent,0
41244,9754,it would be very useful to be able customize,12383,hello \r\n\r\ni would like to change an order,independent,0
2676,27644,when there are change on an issue based on,6687,when normal issue is changed to being subt,relates,1
17512,12895,after selecting milestone from the roadmap,11553,in my company for particular release we go,independent,0
1232,15568,it would be very great if when make link,19561,hello m new to redmine and wonder how to,independent,0
46231,6648,hi\r\n\r\nthis is minor issue \r\n\r\nif yo,10351,the preview of ticket that is being duplicat,independent,0
4471,1567,is it possible to make the author column sorta,7867,is it possible to add group of auther for fil,relates,1
5991,22174,am trying to install redmine in mach,32080,think application css context menu css con,independent,0
21372,3393,traker mapping when importing from trac with,14255,have noticed some misbehavior when receiving,independent,0
4306,1936,it would be nice if one could move tasks betwe,12789,hi there \r\n\r\ni trying to give some ideas,relates,1
541,23265,this pertains to the change applied in,21577,if the custom field type version is used the,relates,1
1677,11203,should be nice to have rest api for repository,13070,use init script that initialize my new proje,relates,1
26512,6644,m writing scripts to check various inconsist,5729,currently it only seems to show child issues,independent,0
4194,3687,we have situation like this \r\n\r\n one ce,2255,we have one large projects that contains num,relates,1
1458,16484,hi it would be really nice to have ability to,12444,when creating use need to set the user opt,relates,1
41518,32169,the attached patch adds links to the detailed,31653,the differences between admin and non admin us,independent,0
422,1158,think it will be very useful to have polls,24946,with more than opened issues redmine its,relates,1
4553,1424,hi \r\n\r\ni currently in the process of mig,2372,this is wishlist for several enhancements of,relates,1
3118,5238,often happens that user creates new issue and,1881,it would be nice to have an add related issue,relates,1
17416,3963,it would be nice if we could associate hostn,31291,need to send me formula to use it under comp,independent,0
12337,972,it should be great to have same date range se,9715,redmine already supports fixing issues which,independent,0
33060,2478,hello \r\n\r\nplease could you indicate me if,32766,problem usecase \r\nthe markdown module of,independent,0
5183,301,it would be good for the admin or project mana,348,d really like to be able to have personal,relates,1
27009,4611,would like to be able to retrieve the subjec,4058,the wiki should be able to dynamically referen,independent,0
47503,8263,assume that news entry has at least one comm,2522,like on load focus on forms like the new is,independent,0
11991,26200,we do not use begin end dates much but we wou,4482,to improve performance the core textile rende,independent,0
4444,1675,as described in this forum post,8572,hi \r\n\r\nwe where waiting for custom version,relates,1
19121,26736,as per current setup guess we cannot measur,22116,m traveling lot and would like the time zo,independent,0
815,18472,hello \r\ncurrently issue summary in mail ha,13307,today the start date and the due date doesn,relates,1
4311,5765,my suggestion would be add issue numbers that,1926,we would like to assign issue identifiers base,relates,1
20742,287,is the ruby interfac,19961,it seems by lib/redmine/imap rb that we have,independent,0
1621,11698,now it is only groups \r\n referencing keywor,4911,hello \r\n\r\nit would be nice if there would,relates,1
2493,8629,this feature request is vaguely similar to,7342,it would be nice to have access to default,relates,1
5156,2568,we have the problem that users are not always,366,would like custom fields for issue statuses,relates,1
1270,8488,as requested by some people note,13533,this was sparked by mischa the evil comment,relates,1
23660,34496,at the moment we can assign tickets to group,1803,it would be useful to be able to show custom,independent,0
2531,7181,now it is impossible to get the list of all av,7184,this is the response get from rest api on my,relates,1
14810,31526,used redmine to manager issue and knowledge,22858,hi guys \r\nin my company needed create admi,independent,0
1297,23287,quite often version itself represent specifi,13387,ve done extensive reading on past conversat,relates,1
3656,24763,forcing ssl is important and some enterprise,3804,there should be global flag to indicate that,relates,1
1256,7450,hello\r\n\r\ni would like to use redmine in su,13585,background\r\n\r\nsub task as such is pr,relates,1
37078,8434,please add,3566,started this idea as comment on this featu,independent,0
18015,7436,jik khjh hjhnůj,12822,by using capybara,independent,0
1810,10828,patch is intended to reduce the need for multi,10259,currently it is impossible to get list of is,relates,1
2549,1179,it would be very helpful if text and long text,7067,dear designers \r\n\r\nthe feature to create,relates,1
235,11988,think is better put the thumbnails and the,29034,in ve proposed to add an collapse/ex,relates,1
2902,16160,the rest api returns nearly always unproce,21208,it would be nice if redmine were able to have,independent,0
4177,2458,at the moment all entries get added class va,2337,it would be perfect if overdue tickets are hig,relates,1
1154,14332,hi \r\n\r\nwhen browsing any repository it is,25999,in line with the changes proposed in,relates,1
2997,31826,in addition to default assignee for category,5577,we like the ability to add certain people as,relates,1
1077,15021,sla \r\n configurable when you are using th,12222,hi \r\n\r\ni don know if there is still re,relates,1
16343,28950,hi had already install redmine,833,the first use can think of for this is li,independent,0
3298,4768,currently it only has name and default assigne,2568,we have the problem that users are not always,relates,1
24277,2877,it would be nice to have the ability to includ,1649,the link in the file module ends with versi,independent,0
1254,11177,it would be very nice if redmine send notifica,13585,background\r\n\r\nsub task as such is pr,relates,1
19085,5015,je soumets quelques petits trucs à rajouter,15547,it seems it is not possible to search issues,independent,0
27612,4626,if you do some work for an issue on but,12010,hi \r\n\r\ni have question about the subscri,independent,0
653,12982,would like to have an active status to v,21577,if the custom field type version is used the,relates,1
2961,5742,it should be possible to add ldap based auth,6202,this feature would be useful to my company bec,relates,1
4343,1853,trackers issue statuses workflow custom fie,552,document categories should be configurable on,relates,1
23742,325,is there any chance adding way to add proj,11494,sometimes user would post an issue containin,independent,0
3320,4679,to put fixes or closes into submit mes,4911,hello \r\n\r\nit would be nice if there would,relates,1
46333,1093,we have three trackers feature bug support,2819,can get redmine theme with custom logo on,independent,0
17282,4482,to improve performance the core textile rende,23030,you chould be able to indicate which value rep,independent,0
2362,7751,looking for an enhancement to the project drop,2705,currently the jump to project drop down,relates,1
2764,6321,the installation and usage of plugins is curre,3866,create central repository for all redmine pl,relates,1
2203,8226,it would be very useful to choose each status,4967,ve modified application css from classic th,relates,1
45094,8232,clothes have consistently remained an pretty,2490,hi \r\ni did not want to open my smtp port as,independent,0
613,22124,instead of plain list of projects there cou,22122,when you have many subprojects the overview,relates,1
37567,6360,adding title attributes to various important,12438,hi guys\r\n\r\nis it possible to show show qua,independent,0
19,33425,the attached patch adds an auto complete featu,30986,redmine has useful wiki macros such as child,relates,1
3889,3100,have one big project and about eight highly,2889,it will be good to have project name field and,relates,1
2320,1567,is it possible to make the author column sorta,7867,is it possible to add group of auther for fil,relates,1
4401,7896,submit issue on behalf of other user \r\n\r\ni,1739,sometimes submit an issue but down the roa,relates,1
2440,9067,if create an private task access to it bloc,7414,the change consists in adding private flag,relates,1
4697,202,ve noticed another missing textilization \r\,1179,it would be very helpful if text and long text,relates,1
2464,16779,it would be very usefull if all sort of uri wo,7370,only and email adress is interpret,relates,1
35728,33025,now years later this feature is in so,14983,couple times figured out that there could be,independent,0
529,7751,looking for an enhancement to the project drop,23310,d like to replace the jump to project,relates,1
2514,7246,mercurial has concept of branches inside the,5386,our development team uses branches pretty thor,relates,1
2679,1380,it would be fantastic if deleting issues only,6666,currently deleting issues from the system res,relates,1
4959,675,redmine is definitely gaining big popularity,1354,it would be nice to have setting to allow ak,relates,1
47671,33583,use redmine in medical projects and ve cre,24884,very usefull for example we have trackers cu,independent,0
1271,13533,this was sparked by mischa the evil comment,17747,this is proposal for changing visibility of,relates,1
3607,3921,hello everyone \r\nour team started developmen,10568,hi \r\n\r\ni think that would be great to have,relates,1
4127,2529,when view issues for parent project am,4424,as mentioned in am using master pro,relates,1
25469,307,cc field like found in bugzilla this field,31043,users can have multiple email addresses \r\n\r,independent,0
2441,9209,the new private issues feature is great havin,7414,the change consists in adding private flag,relates,1
895,17534,it would be useful to show resource base his,5202,good day it would be helpful if the gantt ch,relates,1
4124,2595,currently we can view /reports/issue report/p,2529,when view issues for parent project am,relates,1
1851,10046,hello \r\nwe are running redmine on rub,4050,with attached patches redmine passes all tests,relates,1
4939,4584,currently there is no support to require ta,703,hi \r\ni think it would be nice to be able to,relates,1
2163,8382,the ability to notify users upon status of,8241,the notification function in redmine is very,relates,1
409,25287,would find it helpful to get list of all,5453,when person updates ticket with ticket,relates,1
892,17535,have two custom fields risk probability an,17582,didn find this in features or in plugins \,relates,1
2485,8241,the notification function in redmine is very,7349,it should be possible to configure email notif,relates,1
7629,16928,could you please add an option requires time,18137,introduction\r\ni cannot believe it but have,independent,0
41881,3090,can it be that the field assigned to was adj,16326,column top bottom png,independent,0
2610,17442,hello \r\n\r\ni tried to install this patch ma,6360,adding title attributes to various important,independent,0
3450,4382,if the autocomplete methods are moved to com,4325,think it would ease cross referencing intern,relates,1
34184,26370,for the moment you have to make different,17894,currently collapsed text always stays closed,independent,0
6665,11760,spam is big issue not just with redmine,6268,from an issue there is no easy way to get an,independent,0
1735,10831,for topic based development it would be very,5386,our development team uses branches pretty thor,relates,1
20864,5872,one feature that ve gotten requests for is,10386,hi all \r\ni have just started working on mo,independent,0
47823,5667,it will be convenient if could put link to,24967,when editing which projects uses is belongin,independent,0
1430,12666,having control over involvement in an issue is,13512,have role defined with issue visibility se,relates,1
32986,8817,these errors are bit inscrutable because the,30480,have some custom fields in issue creation fo,independent,0
522,23349,when an issue or feature request has its statu,12236,it will be very useful to have an option to ha,relates,1
53,25236,it very very pity \r\n\r\nso far haven,12678,testando redmine,independent,0
46884,6188,it wold by important to me if where possible,30464,currently you can see total spent hours on th,independent,0
28343,20866,it is not user friendly when you use coloring,23020,have multiple aliases configured to read ema,independent,0
8997,7554,similar functionality to private issues,15633,use some plugins and now want to customize,independent,0
218,29272,hi \r\nfor the moment it possible to get all,33418,sometimes you need to add lot of relations,relates,1
4315,1919,currently access to these fields is controlle,1360,have several projects with the customers and,relates,1
3287,4796,migrate redmine to rails once rails is out,4005,shoulda,relates,1
24644,6231,having subprojects and sharing versions are ve,1497,add ability to add target version as filte,independent,0
39730,2612,such feature is useful when you want pass sp,3125,have redmine installed in systems and,independent,0
3061,3909,as the title says \r\n\r\nimplement it as foll,5386,our development team uses branches pretty thor,relates,1
3208,13378,dear redmine team \r\nhow can add custom,5009,it could be usefull if there is check button,relates,1
44921,23524,as discussed in this thread,21785,add please panel macro to both textile and,independent,0
4090,27368,this patch implements preview for comments for,2604,when creating new issue we can preview our,relates,1
3281,19560,when need to export the issues sometimes,4806,it should be possible to filter by issue id,relates,1
4737,1694,it would be nice to have an reminder functiona,1112,this script is standalone script meant to be,relates,1
5144,391,links using fragment uris to notes added by us,2715,this was part of feature but the issue,relates,1
47480,23984,some of our users would like to have the defau,12678,testando redmine,independent,0
1737,17894,currently collapsed text always stays closed,1244,this may be similar to \r\n\r\ni intere,independent,0
23773,24740,hi all \r\ni`m redmine user \r\nis that any,14115,some enhancements would make using huge wiki,independent,0
4788,27831,repositories currently offer views over revi,16754,this is duplicate of where patch is,independent,0
660,21503,patched to add an option for email se,14574,german \r\nhallo \r\n\r\nwie kann ich die opti,relates,1
5153,31756,hello \r\n\r\ni have problem with done rati,373,slider could visualize the progress of an is,relates,1
16818,11848,thinks good feature are add optional ema,4210,currently only parents projects hav,independent,0
3588,7360,it would be nice to be able to create defaul,3967,it would be great if there would be possibilit,relates,1
14955,27199,can we add log date filter to the issue list,32657,hello \r\n\r\nwe are planning to use redmine,independent,0
49111,2490,hi \r\ni did not want to open my smtp port as,8621,gsdsagagfwa,independent,0
4212,6111,when make bulk edit for issues the selec,2199,when go to bulk edit bunch of issues the,relates,1
3140,1248,today as in version \r\n we may,5195,there are should be edit own issues and del,relates,1
4960,5274,it would be extremely useful to me if an auths,675,redmine is definitely gaining big popularity,relates,1
43283,4282,typing for example \r\n pre \r\n foo\r\n,5076,would like to have custom page html or wi,independent,0
4928,707,currently the hide email address preference,861,in users has hide my email address featu,relates,1
46149,972,it should be great to have same date range se,15542,it would be much less cumbersome and more natu,independent,0
3596,6337,here the idea\r\n go to files\r\n go to new,3957,an ajax file upload module with progress bar,relates,1
45742,15914,it allows to hide sub projects level by level,15154,hello \r\n\r\nin workflow administration there,independent,0
1075,15152,this issue is related to \r\n\r\nhello,15021,sla \r\n configurable when you are using th,relates,1
1346,10417,am looking for way to script project creat,13070,use init script that initialize my new proje,relates,1
1939,1845,the links to others resources of,9600,it would be nice to have possibility to create,relates,1
4094,22601,sometimes need to do some large ticket maint,2237,possibility of define configuration profile,independent,0
3729,3531,if you select issues that are in multiple proj,5914,setup\r\n\r\n,relates,1
1081,7587,wouldn it be great if redmine had another el,14937,planio has developed and woul,relates,1
1402,4967,ve modified application css from classic th,12789,hi there \r\n\r\ni trying to give some ideas,relates,1
4891,2117,when handling multiple projects with one redmi,805,for example this page \r\n,relates,1
1267,12197,hey there \r\n\r\ni just tried to upload use,13536,have only the gravatar com as an avatar source,relates,1
3402,4455,the current mercurial support in redmine has,3909,as the title says \r\n\r\nimplement it as foll,relates,1
2103,10914,when getting issues with the rest api the is,8577,private issues are quite useful however one,relates,1
2875,5987,on my redmine try to keep my redmine user,4022,in the body class add the type of user admin,relates,1
29991,1609,with the recent exploits found in ruby and oth,15578,at the planning stage of project normally we,independent,0
26679,28237,hi all \r\n\r\ni just have problem create,10592,it would very nice feature if redmine could,independent,0
18939,23385,use case \r\n\r\ni have complex projects hie,14498,path \bitnami\redmine,independent,0
1778,10480,this adds filter on the time entries for the,13157,on my page there is no link below the spent ti,relates,1
131,30985,user custom fields displayed in the profile pa,30977,project custom fields displayed on the overvie,relates,1
2988,32002,didn found way to get inherit members fi,5605,alternatively the roles permissions secti,relates,1
4953,1237,please add support for one time password ser,699,supporting openid login would facilitate user,relates,1
1095,18424,want feature like this the project,14824,we to give permission for company management,relates,1
7391,11351,believe this can be an extension to the curr,1580,custom fields are extremely handy and am usi,independent,0
41658,5753,why not to do such plug in for sending accou,12258,hi there \r\n\r\ni encountered little featur,independent,0
14893,3986,often get bugreport by email or by phone,2846,think that it will be good point to have,independent,0
1093,19169,it would be great if the wiki could show de pr,8881,sorry if this is an unusual way to approach on,independent,0
4205,2214,it should be possible to automatically and imm,1833,let me expose lack of feature in redmine reg,relates,1
1512,15021,sla \r\n configurable when you are using th,12222,hi \r\n\r\ni don know if there is still re,relates,1
11806,33762,there are loads of docs around about exportin,14711,in app/models/query rb\r\n\r\nit would be usef,independent,0
3400,2799,hi \r\n\r\ni don know if this is bug or,4455,the current mercurial support in redmine has,relates,1
45165,11220,d appreciate view hook to plug ins develop,5922,right now query model uses logged in user for,independent,0
171,1448,many of our issues span multiple categories,29663,would like to continue my work on and,relates,1
35464,2073,ve created small plugin for redmine \r\nit,5493,common bot that seems to crawl redmine is \r,independent,0
29838,22018,in trying to style the options section of the,1504,it should be possible to replace an existing,independent,0
2838,6111,when make bulk edit for issues the selec,2199,when go to bulk edit bunch of issues the,relates,1
39369,7809,since the version due dates as package for all,17380,it more convenient to override the sidebar,independent,0
1781,10422,it would be convenient to be able to filter is,3265,it be nice if redmine issue filters includ,relates,1
20965,10314,example in administration if we have activ,14238,hi all\r\ni want to know about how we can make,independent,0
34796,8334,m sure this one is easy,509,using ldap is nice being able to create ldap,independent,0
41649,30462,the current developer guide references using,30032,greetings the redmine download page,independent,0
1645,22810,hi \r\n\r\nin order to parse time logs it v,13109,hi \r\n\r\ni am attempting to instill google,independent,0
1356,7167,when we add users in project or group，we found,4835,hi \r\n\r\nit would be good to be able to writ,independent,0
4258,2069,we like to use the wiki page the version cre,543,it would be very useful to be able to insert,relates,1
5002,2714,the email footer points people to their email,574,we re using my page for checking my tickets,relates,1
3330,5201,hello \r\n\r\ni hope to add description field,4637,in order to make it easier for users to use re,relates,1
2605,6914,have reported over two years ago to,5862,it would be useful to have two more options th,relates,1
40177,1894,it would be nice an administrator or project,547,the wiki is extremely practical for documentat,independent,0
2157,8409,right now after doing bulk update change,5798,if you bulk update lot of issues like when,relates,1
32527,12181,it would be very handy to include the attachme,29218,would like to lock wiki page using rest ap,independent,0
1602,11829,would like to create user that can only se,1554,hi \r\n\r\nprivate issues would be great but,relates,1
1821,6806,hi\r\n\r\nsometimes it is practical for accoun,10191,when we need to add some filter conditions for,relates,1
34817,22044,need all the user accesskeys present in to,1324,our redmine site has multiple individuals shar,independent,0
48518,27912,activities time tracking in the project se,17343,the issue popup menu is great for many things,independent,0
4096,371,in the interests of using redmine for time tra,2587,hi \r\n\r\nwhen click on specific roadmap,relates,1
49693,24842,on the admin dashboard develop tool that wi,4488,hi \r\n\r\ni ve been using redmine for few,independent,0
44579,22095,in the current redmine version are two option,23266,m aware that we can create roles and allow,independent,0
4938,8050,the problem with bigger workflow is that som,703,hi \r\ni think it would be nice to be able to,relates,1
21560,586,we re using redmine more and more and it gr,15341,at the moment you can define custon theme an,independent,0
1118,14596,so we can easily find out the date in gantt vi,3034,there should be day numbers visible in gantt,relates,1
45745,634,currently after you move an issue it takes,13122,in project settings it would be nice to be ab,independent,0
22428,1100,custom fields should have flag show in comp,548,hi \r\n\r\nredmine does great job concerning,independent,0
31774,4779,test,34123,we should add some system tests or other type,independent,0
40337,15382,maybe this has already been discussed could,31804,didn find this capability in docs\r\nthank,independent,0
32861,6743,there should be possibility even for an adm,4894,hello first of all thank you all for awesom,independent,0
2256,8147,the adjustable header and footer should me mad,8058,currently it is impossible to use redmine with,relates,1
38850,25747,dears \r\n\r\nlet me thank you again for all,1094,the ajax repository browser is sweet and fast,independent,0
43194,14125,it would be nice to be able to save temporary,4644,using all the new features of redmine on my ow,independent,0
41420,4835,hi \r\n\r\nit would be good to be able to writ,17201,as of redmine the group options appear,independent,0
43788,21759,like pie graph in jira to see over all statu,1062,when add spent time to ticket by log time,independent,0
4689,1133,\r\n\r\none of our projects is used to track,1183,sometimes get mails with bug repors from,relates,1
3521,4091,ve had and still have lot of users comin,3143,most of the issue update operations are to,relates,1
5025,1763,currently the autologin cookie is generated by,540,if run two redmine instances on the same ser,relates,1
1203,841,could it be possible to have this option when,2435,both redmine and engine migrations follow st,independent,0
5182,994,this is really one of last functionalities we,301,it would be good for the admin or project mana,relates,1
2972,5702,hello \r\n\r\nit would be great to add the aba,5742,it should be possible to add ldap based auth,relates,1
9112,28067,has added context menu for issues on,32343,when many roles are configured the permission,independent,0
3550,4015,allow some application settings eg theme to,5127,think it would be very useful to change set,relates,1
16056,33296,redmine load default data loads various kinds,17792,these two were really difficult to config via,independent,0
48634,7749,currently the index by title displays sub,8631,am storing in projects users versions cust,independent,0
10553,32484,issue suggests that group can be selecte,1688,use case \r\n ticket has several patches,independent,0
23124,1761,it would be useful to be able to sort forum,22958,in other words once the macro call executes,independent,0
31639,2651,could you please add css class to the calend,12815,maybe adding some customizable keywords to,independent,0
23320,2678,do get some questions over and over from f,12051,it would be very useful to make use of variabl,independent,0
3864,19773,ldap authentication is very nice add on for,1263,with the new global wiki we are thinking in mi,independent,0
3558,4015,allow some application settings eg theme to,13742,hello \r\n\r\ni would like to do this \r\n\r\,relates,1
4658,1233,would like to get preference to set homepa,4349,it would be nice if the starting page can be,relates,1
4049,29145,we used google site as our team site which con,26648,think it is useful to know whether the attac,independent,0
405,25999,in line with the changes proposed in,25357,right now one can view file in the reposit,relates,1
19707,23925,m building an application in java using mysq,492,the problem is if developers role developers,independent,0
2166,8357,it would be nice if there could be an additio,15880,currently redmine has at least three differen,relates,1
28992,546,in current stable release it is possi,5010,am strongly missing the estimated hours per,independent,0
41913,1517,d like to see some sort of burn down graph,19720,requirements when the message create issue,independent,0
33059,16903,does redmine warn member of job by email if,3342,after installing the bitnami stack and discuss,independent,0
36120,3960,hi \r\n\r\nsince use project hierarchy ne,24187,steps to reproduce \r\n\r\n goto,independent,0
31264,24871,at this moment have three links/sites to sho,33276,it would be very helpful to have addtional fie,independent,0
1577,11976,currently reposman assumes scheme where all,11977,adding the restful gets for repositories would,relates,1
1624,11652,it would be very handy to set the default trac,482,it would nice to have setting item to select,relates,1
2639,5705,the calendar view currently displays the follo,6795,we have to see due date and closed date on,relates,1
2255,4886,we are using redmine in different languages an,8058,currently it is impossible to use redmine with,relates,1
14465,2835,user on the redmine channel requests clicka,6299,would probably be just star displayed right,independent,0
49369,24285,we are planning to use redmine tool and have,4432,it would be handy to differentiate between mem,independent,0
691,33129,in the earlier versions of redmine latest pr,21148,in some of our redmine installations where pro,relates,1
2374,7811,the mail notification system doesn work with,7723,for enterprise installation it would be inter,relates,1
1550,9421,sometimes it is desirable to reopen closed,12005,ability to hide field\r\n\r\nrelated to,relates,1
147,30233,same as but for time entries,13803,group by date creation asc\r\n group by dat,relates,1
35451,30822,currently gravatar icons are shown in web ui,1371,am working on integrating ferret in redmine,independent,0
9925,25482,it would be great benefit if the recursive,19226,for example right now we re able to write,independent,0
21366,6039,the files tab includes d/l column which,356,well would appreciate it if could control,independent,0
27439,10036,is it possible to include cloning repositories,29750,similarly to how google docs works only with,independent,0
16309,12114,lot has been written about this issue alread,361,english is bigger than the united states it,independent,0
135,30916,as jan wrote in beginners often get con,30853,currently you will see warning message no,relates,1
2798,32343,when many roles are configured the permission,5621,part of the main rest api issue this,independent,0
2131,8488,as requested by some people note,13533,this was sparked by mischa the evil comment,relates,1
4676,3995,when files are uploaded/added to an issue,1196,would it be possible to implement some version,relates,1
359,26190,this feature is implemented in as part,24089,\r\nmany users of redmine allow access to at,relates,1
25261,2596,would like to know when another user is edit,28616,from time to time images may have different,independent,0
4502,1556,am busy adding projects and subprojects as,1125,in my compnay we offen have the exact same pro,relates,1
6972,10314,example in administration if we have activ,16477,just show the last notifications that the us,independent,0
35285,1517,d like to see some sort of burn down graph,10428,sometimes want to create very small but very,independent,0
15886,26320,like discussed in message would like,8314,would like simple link to jump back to the,independent,0
176,14648,hi there \r\n\r\nit would be really helpful to,29660,currently redmine sets no http referrer config,relates,1
17787,4664,we have couple of forum threads with lot,34496,at the moment we can assign tickets to group,independent,0
33271,11060,there is any possibility to insert html fragme,471,love redmine just have one major feature,independent,0
31781,16748,currently journal details table only stores,28142,know that redmine is an open source product,independent,0
4079,2639,first of all thanks for great software we re,1518,hello\r\n\r\ni use the log time feature quite,relates,1
48655,20650,we removed the standard fields start date an,10313,when create filter for example assigned to,independent,0
32670,14300,hi \r\n\r\nin my account have the following,6134,one requirement of our company is that only th,independent,0
388,25773,currently only boolean and list custom fields,21061,know issue have same topic but nobody,relates,1
12729,8878,we have changed the date format to be dd/mm/y,8352,test,independent,0
1026,6618,manage various projects in redmine instanc,2686,if you have some/many projects and have to add,independent,0
1595,11894,add the possibility to have different emiss,8241,the notification function in redmine is very,relates,1
1549,8313,currently the assignee list shows every member,12005,ability to hide field\r\n\r\nrelated to,relates,1
34486,4863,if someone already had mediawiki installatio,23247,hi \r\ncurrently we are using an old version,independent,0
2326,7849,in different projects am using redmine with,15340,redmine could become much more powerful if it,relates,1
37953,23385,use case \r\n\r\ni have complex projects hie,1736,d like to be able to remove the application,independent,0
3081,10252,hello \r\n\r\nit would be great if one could,5340,it should be possible to change the date of,relates,1
2439,8577,private issues are quite useful however one,7414,the change consists in adding private flag,relates,1
2601,6920,we want to have subtasks assigned to be delive,5487,we use subtasks and would like to have subtask,relates,1
597,22425,there are no means of styling text such as co,2416,pre \r\ntable border bordercolor darkblue,relates,1
4070,7956,if root project does not have defined versions,2666,if the main project can see the activity of al,relates,1
38,33174,the project overview page shows only users ev,12794,when go to project page \r\n,relates,1
45228,3443,it would be great to have show user combo bo,9216,good day \r\n\r\nwe have ability to define mul,independent,0
10360,23583,need documentation on custom field key/value,9385,was trying \r\n\r\nsource /show rev=vc po,independent,0
3950,4779,test,11553,in my company for particular release we go,independent,0
3635,3849,when my customers report new issue they get,1245,it would be great to have the chance to close,relates,1
35568,15062,inheriting members is cool however you are,458,e there no empty option in assigned to,independent,0
41,32561,if want to filter issues with filter of mu,19718,the redmine software is delivered with gantt,independent,0
33044,16639,we devised plan to implement our scrum metho,2711,think it would be convenient if we can creat,independent,0
31851,4871,am interested in using the gantt chart png,13913,please provide way to visualize only the fir,independent,0
3370,2728,maybe we could gain some speed by using the ca,4516,the gravatar feature is great but gravatar co,relates,1
2192,8241,the notification function in redmine is very,7349,it should be possible to configure email notif,relates,1
4591,9268,\r\nmotivation in doing tasks usually depends,628,in addition to the pdf output d really wish,independent,0
3732,13814,is there possibility to prevent users from,3521,it would be nice to have possibly in the same,relates,1
27573,29513,hi \r\n\r\nat my work we run percona xtradb,590,it would be good to have preview option wh,independent,0
5001,2471,would like to see my user activities in my,574,we re using my page for checking my tickets,relates,1
4516,2639,first of all thanks for great software we re,1518,hello\r\n\r\ni use the log time feature quite,relates,1
3612,3912,d like to make search list that checks for,2865,it would be nice to have the same one click fi,relates,1
5204,284,the short version \r\n\r\nit would be great to,1675,as described in this forum post,relates,1
18979,17179,introduction\r\n\r\nthese are custom field,33078,good day \r\n\r\nwe have an opened tiket in re,independent,0
921,16962,currently html only emails are handled by just,8462,the receive email feature,relates,1
43023,11000,often have simple activities that should be,6153,in and eric added the gantt chart,independent,0
15905,14420,tried several times to submit detailed rep,18552,redmine has feature for receiving emails re,independent,0
3913,5061,when viewing an issue all updates are shown,3058,we have some issues where there are so many st,relates,1
4247,2083,idea is to allow user to input some value and,13708,we re using redmine for the moment as private,relates,1
24920,7841,think it a got feature specify the of th,3739,note that it is possible to view gantt cha,independent,0
1554,10162,this may be covered in or relates to it,12005,ability to hide field\r\n\r\nrelated to,relates,1
5060,472,my users need tags like they had in their trac,480,it would be really convenient for the wiki to,relates,1
3695,17259,hey guys \r\n\r\ni want to have import butte,3647,hi all \r\n\r\ni think it will be very useful,relates,1
4171,2356,it should be very interesting to integration,1131,would like to see way to add custom exte,relates,1
2807,6167,calculation of parent percentage depends on,3719,it seems done could be calculated using two,relates,1
484,23997,for issue custom fields one can already selec,31859,based on the work made by jens krämer in,relates,1
26339,1952,as both java developer and ruby on rails dev,3620,when select the users tab in the administrat,independent,0
1806,10267,it is powerful to be able to create date fie,27095,it would be really handy to pick up which cust,relates,1
10118,4929,or add version filter to issue report,14888,it would be great if it was possible to have,independent,0
3674,973,hey \r\n\r\ncurrently it seems the statuses an,3726,wonder if its possible to add restriction,relates,1
3214,638,right now you can only add related issue if,19961,it seems by lib/redmine/imap rb that we have,independent,0
33032,9995,this way time entries can be added day by day,1349,in some other hosted system there is functiona,independent,0
11116,466,as redmine is project tool for developers man,18003,in the tickets view redmine admins and users,independent,0
28056,6297,something really useful for daily usage in ser,318,project manager always assigns hundreds of iss,independent,0
