,Unnamed: 0,id1,Description1,id2,Description2,Type of dependency,label
1092,3859,13587,patch add preallocation string,4979,beginrnrnwhen foorb fo,independent,0
1093,6388,16773,minor patch help reduce alloca,13740,derived existing documentation,independent,0
1094,546,11025,rake follow testunit minitest,5481,beginrnrnuptodate summary propo,relates,1
1095,253,14045,backgroundrnrnif need pas given b,14267,following script consistently print proc,relates,1
1096,4765,12205,attached git diff update missingstrlcat,5716,latest ruby warning ena,independent,0
1097,132,5781,pretty sure come id l,15991,hirnrni thought issue wouldve al,relates,1
1098,6697,17277,given matrixrnrnrubyrnmatrix mat,10182,cleanup case mvm development proceeds,independent,0
1099,933,4910,suggest add two class classr,14498,hellornrni creating list class,relates,1
1100,295,13685,unicode published week ago,12513,unicode published yesterday see,relates,1
1101,7609,4742,currently option fileopen,12655,took task make looksee gem wor,independent,0
1102,746,7340,following discussion,7297,would love shorter alias,relates,1
1103,569,13847,try use default gem fix,10320,requiring library global namespace alw,relates,1
1104,7734,8128,beginrnrn new primitive rindatupl,9400,raising error without defining exce,independent,0
1105,4496,10189,ported simplecov,16605,couldnt find anything bug,independent,0
1106,34,2509,beginrn like freezing constant confi,17145,id like propose objectdeep freezern,relates,1
1107,882,13201,issue tracking gem release dbm,5481,beginrnrnuptodate summary propo,relates,1
1108,773,13765,proc curry,6817,know propose significa,relates,1
1109,6273,17471,backgroundrnrnmethod chaining im,14624,cause bunch unnecessary string allo,independent,0
1110,639,8579,id like propose new type string liter,8923,related feature already f,relates,1
1111,254,14138,many good reason simply define,14240,think four special variable separat,relates,1
1112,300,13588,implementing iolike object id like,11094,originally defined codespace,relates,1
1113,686,8271,proposal moving visible formal,7549,matzrnrnat rubyconf gave talk,relates,1
1114,3659,15306,dont see reason preludec,12497,benchmark program pidigitsrb,independent,0
1115,1947,6002,beginrni propose call ioadvise fileu,15002,rnspurious interrupt sigchld cause,independent,0
1116,433,12173,frequent time instancer,8640,hirnrnwe time many thing rail,relates,1
1117,167,14759,everybody benefit jemalloc e,15667,per honglis excellent article look like,relates,1
1118,4398,11777,sasadasan talked briefly f,3219,hirnrntestunitassertionsassert p,independent,0
1119,1899,9830,hello everyonernrnwere required use g,2306,beginn split string class,independent,0
1120,855,5781,pretty sure come id l,15991,hirnrni thought issue wouldve al,relates,1
1121,892,5481,beginrnrnuptodate summary propo,15657,maintenance webrick hard rub,relates,1
1122,587,10867,case rb atomic type retrieved,17156,one main use case refinement,independent,0
1123,2096,14919,important multibyte string editing u,15352,many block parameter assertion,independent,0
1124,6704,6668,currently multiple assignment,8707,currently reverse call enumerablere,independent,0
1125,2022,9585,please add method object,13703,locale encoding misleading since,independent,0
1126,519,13789,new direntries dirchidren wo,11302,direntries return array content wi,relates,1
1127,4683,12519,hi allrnrni propose syntax change al,3427,beginrn dir friend seem absen,independent,0
1128,39,17134,add resolve timeout tcpsocketnewrnit,17187,add connect timeout tcpsocketnew sa,relates,1
1129,756,7241,often use inject method build,5008,beginrnhellornrni using ruby,relates,1
1130,3778,10096,frozen string global symbolsid str hashe,7631,saw bug source,independent,0
1131,205,14915,method system implementation depen,14940,related add bcrypt password h,relates,1
1132,4161,15817,title warning undef method remove,16352,using gem called numoarray handle matrix,independent,0
1133,6850,8083,beginrnwindows us process exit cod,17022,method kerneldate de,independent,0
1134,3153,11923,structnewargs block creates subclass,12254,hirnin order secure sinatra api using,independent,0
1135,6232,10237,find sometimes convert one,11122,would like reduce exception nonbloc,independent,0
1136,2072,10561,working issue rail hit,10683,find way global function hash aka,independent,0
1137,638,3207,hirn rnthere issue reported abo,2149,precleaning path side c,independent,0
1138,7727,15990,rubyrnif falsern put falsernelse,11154,patch make possible parse execu,independent,0
1139,924,12375,nethttppost form convenient de,9064,java easy define package c,independent,0
1140,960,4276,current syntactic sugar allows thisrnrn,4801,assuming there technical limitation,relates,1
1141,585,10084,unicode string normalization frequent ope,2034,beginrn consideration recently giv,relates,1
1142,270,9049,nmatrix weve implemented range shortha,14044,described numonarray pycal,relates,1
1143,436,5903,given preparation patch alr,12142,rn hello following patch contains,relates,1
1144,7573,1218,beginrn hi would like propose add,4172,beginrn usual ruby community,independent,0
1145,561,10425,method near like following would u,15811,backgroundrnrnequal comparison method,relates,1
1146,6981,15759,past year rust proven,10658,here story wrote testing framework,independent,0
1147,4,17273,proposal introduce shareable con,17397,think shareable constant value literal,relates,1
1148,7236,14801,would great method show,16505,abstractrnwithin binary deduplicatio,independent,0
1149,79,15393,hirnrni would like add vm compilation,16600,contextrnrna somewhat common pattern w,relates,1
1150,1043,4512,beginrnits use,1291,beginrn linux useful cloex,relates,1
1151,2446,4025,beginn notice every test framework,13355,seems obvious manages pas existi,independent,0
1152,667,8579,id like propose new type string liter,8923,related feature already f,relates,1
1153,6791,10571,kind curiosity far searched,5779,hellornrnthe ftp documentation ruby,independent,0
1154,431,12217,issue propose introduce enumerabl,10298,propose arrayfloat sum arrayc,relates,1
1155,3924,12063,propose keyerrorreceiver keyerror,11484,rnspecifying destination offset al,independent,0
1156,938,4276,current syntactic sugar allows thisrnrn,4801,assuming there technical limitation,relates,1
1157,121,16150,much time user call,16153,freezing string give u nice performanc,relates,1
1158,6969,13827,improve performance,14548,currently ruby allows accessing array,independent,0
1159,7194,4877,class vartesterrn global rn,9725,least every month get erro,independent,0
1160,38,16745,currently date datetime compar,5779,hellornrnthe ftp documentation ruby,independent,0
1161,469,12010,direach dirread including direntr,10121,irc someone asked find dire,relates,1
1162,7667,13048,relatively common call regexpnewre,9346,install systemlevel signal handler,independent,0
1163,470,7508,related cleaned call,13703,locale encoding misleading since,independent,0
1164,1046,9557,often happens want move curre,4593,beginnxmlrpc support bigdecimalr,independent,0
1165,6353,8119,beginrnrnthe purpose rindatuplespace,12624,id like suggest new syntactic featurer,independent,0
1166,507,11210,string omit subnet mask,11527,right there way get current va,relates,1
1167,7750,5534,started commenting feature,11761,often want assign default value proc,independent,0
1168,307,11454,block passed ftplist method,12172,propose define arraymax ti,independent,0
1169,351,12978,developer meeting today proposed syn,12963,symbol keyword argument often used,relates,1
1170,2800,9116,there nothing corresponding python rspl,12096,order create symbol include nonwo,independent,0
1171,287,13109,using refinement one file using,13805,refinement currently lexically scoped wh,relates,1
1172,187,15236,pr github,15286,suggestion hash shorthandrn,relates,1
1173,207,14912,propose new pattern matching syntaxrnrn,15865,adding syntax oneline pattern,relates,1
1174,112,4539,inspired haskells zipwith function ha,16261,upd discussion comment method,relates,1
1175,985,4071,beginn support basic auth nethttpget,3848,beginrn hirn rn needed download,relates,1
1176,165,12240,often improvement implicit block argume,15741,numbered parameter introduced,relates,1
1177,2127,4978,hellornrna month ago met bug wi,6399,microsoft window fopen function accept,independent,0
1178,738,7378,variant filewrite pa,7363,year ago sumbitted yet accept,relates,1
1179,301,13581,another programming language even java,16275,objmethod introduced,relates,1
1180,788,12134,need sort element dependin,8027,imo exception hook method b,independent,0
1181,7599,12083,think bindinglocal variable get bind,15955,id love way apply unboundmethod,independent,0
1182,5617,13208,found need recently class,4347,beginrn patch test continuation tra,independent,0
1183,724,7639,chain method period e,14463,coming language find extre,relates,1
1184,355,12921,env like,10652,get user pas variable whe,relates,1
1185,4886,7511,find need logical implication use,4865,documentation fileutils unclear,independent,0
1186,6326,5554,often want apply proc self sel,7299,ruby completely ignore blocksrn,independent,0
1187,5658,10130,string format hash,8426,beginrnthis patch add class hierarchy meth,independent,0
1188,424,12086,currently refinement activated,12281,ruby refinement could used,relates,1
1189,972,7793,would nice following method,4151,beginrn hirn rn method,relates,1
1190,2827,12354,step reproducernrncreate ec keyrn,4610,curry lambda argument c,independent,0
1191,587,6739,hi therernrnwhen wrapping single lin,10042,postfix rescue notation convenientbu,relates,1
1192,797,12512,think value transformation fundamental,6669,given hash hmap return arrayali,relates,1
1193,6514,2784,beginn moment appears,12318,often achieve element using iterator w,independent,0
1194,7524,14114,must discussed beforernpleas,15378,using ruby try save ur,independent,0
1195,4426,9556,kind alternative,12484,abstractrnrni optimized builtin librar,independent,0
1196,4078,7795,im pulling deep discussi,1206,beginrn created new unit test runn,independent,0
1197,111,13581,another programming language even java,16275,objmethod introduced,relates,1
1198,5424,12016,symbol literal invalid source,5788,beginrni propose new method threadat exi,independent,0
1199,7587,8215,beginrnas part debugging celluloid ha,12625,well aware ruby typed,independent,0
1200,7752,12317,want method return name space,17265,summary rb would benefit e,independent,0
1201,186,15236,pr github,15286,suggestion hash shorthandrn,relates,1
1202,7644,12304,would like stringsplit take optiona,6679,let change default encoding ruby sou,independent,0
1203,703,8015,diff git agcc bgccrnindex,2837,beginrn gc currently increase size,relates,1
1204,2721,10683,find way global function hash aka,11375,pathnamerb many string literal,independent,0
1205,212,14844,hi thanks great work ruby,15752,believe introduce module exp,relates,1
1206,2190,10065,output gem environment close,17047,proposalrnin netsmtp add support,independent,0
1207,7742,6646,feature mentioned shortcoming,8262,trying use minus operator,independent,0
1208,5276,11146,even miniruby creates one generic ivar plain,17296,rnrnthe fileutilschmod provides sam,independent,0
1209,7066,16295,original discussion,8062,noternfeature request stack tr,independent,0
1210,32,16752,defining private constant require,17171,rubyrnclass foorn def call mern,relates,1
1211,6820,7258,eric hodel planning update rdoc e,7918,currently ruby library way detect,independent,0
1212,6224,3653,beginrn expression ab applie,17157,warning say removed ruby,independent,0
1213,670,8579,id like propose new type string liter,8976,yesterday facetoface developer mee,relates,1
1214,603,9777,currently different block object la,15973,kernellambda receives proc,relates,1
1215,138,15973,kernellambda receives proc,17361,newsrnrnrn kernellambda,relates,1
1216,653,8751,hellornrni would like byte offset,6012,originally suggested,relates,1
1217,2495,10131,happens often want calc,11137,libwebrickserverrb avoid redundant fcntl,independent,0
1218,894,9528,want add factorial method mathnrb file,11517,im submitting patch enhance queuepop,independent,0
1219,782,7388,beginrnfrom githubrn,6721,rni think following method missing fr,relates,1
1220,610,9453,ruby returning symbol def,11541,since ruby def return symbol th,relates,1
1221,102,16355,currently single line pattern matchingexpr,16370,wrote codernrn rubyrnn,relates,1
1222,1036,3917,beginrn propose introduce kernelcalle,1906,beginrn inspired nobus recent refactori,relates,1
1223,1468,14151,dont even understand method hasnt,10195,im developing haskell binding ruby c,independent,0
1224,435,12160,xmlrpc library longer maintain actively,5481,beginrnrnuptodate summary propo,relates,1
1225,5514,14123,matz may commit really want,5129,suggest create class filearray who,independent,0
1226,775,6802,ruby method obtain array,5749,string class contain instance,relates,1
1227,4400,16670,currently syntax pattern matchi,3282,beginn currently running debugg,independent,0
1228,169,15657,maintenance webrick hard rub,17303,propose move webrick bundled gem r,relates,1
1229,1019,6163,beginrnthe syck extension removed,2340,beginn yaml syck why product,relates,1
1230,163,15743,understanding rubyvm supposed,15752,believe introduce module exp,relates,1
1231,1167,5658,beginrncurrently method mkmf,11318,delay hash lookup hit,independent,0
1232,6576,14888,im working improved coverage library fo,8632,remove following warning refinem,independent,0
1233,5375,15914,would nice able use mkmf,13527,currently open,independent,0
1234,1045,1279,beginrn please add relevant dtrace prob,2565,beginrn hirn rn made commit e,relates,1
1235,2369,11523,short define option like,7106,system support posix lutimes sys call th,independent,0
1236,683,8468,yesterday github tokyo drinkup thanks gi,15344,would like start discussion relating,relates,1
1237,284,12698,frequent need delete substring f,13890,currently stringcount accepts string,relates,1
1238,502,12019,nowadays almost every processor,11539,summaryrnrnwe seek add mechanism fo,relates,1
1239,96,1482,pretty convoluted test casernrn,15955,id love way apply unboundmethod,independent,0
1240,140,15958,matz changed timeto format fr,16470,ruby added nanosecond representation th,relates,1
1241,293,3388,beginrn abcdefghijstar,13712,stringstart receive regexprn,relates,1
1242,794,4151,beginrn hirn rn method,6669,given hash hmap return arrayali,relates,1
1243,3013,10444,hi incompatible change little bitrnr,3773,beginrn sure parent best name,independent,0
1244,6102,12113,rubyrndef funcrn put,12962,working larger library many cl,independent,0
1245,787,6711,today woke idea overcome,5583,although know dislike static typi,relates,1
1246,984,5016,calling kernelcaller negative limit sh,3917,beginrn propose introduce kernelcalle,relates,1
1247,108,16289,problemrnrncurrently interpreter e,16345,propose ruby doesnt emit deprecation,relates,1
1248,137,8693,def yield end def,15973,kernellambda receives proc,relates,1
1249,7328,1303,beginn following script defines method,16375,reference pr,independent,0
1250,737,7378,variant filewrite pa,7362,pathname start another pathname th,relates,1
1251,1399,17339,abstractrnthousands million,16955,problemrnrnplease see tic,independent,0
1252,528,11167,hi guysrnrnhi nobu rnrnalso hi matz,12046,write accessor method bo,relates,1
1253,445,6775,beginrn abstractrnrnregexpmatch,11865,like attribute lineno csv c,independent,0
1254,290,11307,learned nonblocking io apis ex,13630,rubyrn givenrnmodule bamrn def sel,independent,0
1255,4511,1880,beginrn hashflatten claim flatten recu,15942,comparison rubygems npm offer builtin,independent,0
1256,6473,2043,beginn following example fails,13653,created experimentally implementation zl,independent,0
1257,4194,7274,beginrnas corollary unboundmethods,16557,pull request,independent,0
1258,402,12512,think value transformation fundamental,8951,please see thread,relates,1
1259,5631,15588,stringeach chunk iterates chunk specified,11377,poll ppoll superior api,independent,0
1260,948,5138,current ruby io class nonblocking,4560,blindly hitting ioread nonblock raising,relates,1
1261,2831,12858,hello short proposal unlike,15588,stringeach chunk iterates chunk specified,independent,0
1262,245,10880,often happens want use method f,11300,proposalrnrnit proposed string,independent,0
1263,506,11537,sometimes write following code rail ap,11034,hi everyone rnrnsome time ago think,relates,1
1264,891,5481,beginrnrnuptodate summary propo,16170,im working extract standard library r,relates,1
1265,387,14423,upd current proposalrnrnintroduce met,9686,symbol often used literally key ha,independent,0
1266,2708,9445,ruby first introduced support keyword,17054,looking pull request wondered,independent,0
1267,970,7241,often use inject method build,4151,beginrn hirn rn method,relates,1
1268,5670,15287,abstractrnrni propose following new,16965,recent redhat kernel example rhel,independent,0
1269,1004,8155,currently webrick understands body,4243,beginrn drbstop service called al,independent,0
1270,741,7378,variant filewrite pa,7361,pathname mkdir method create dire,relates,1
1271,417,12319,moduleconst get accepts nonnested string,5690,would great way dynami,relates,1
1272,150,14035,reproducernrnexecute urifileetc,15861,recently ruby getting better parsing ur,relates,1
1273,464,12019,nowadays almost every processor,11539,summaryrnrnwe seek add mechanism fo,relates,1
1274,269,3714,beginrn given enumerator wa,14044,described numonarray pycal,relates,1
1275,553,12921,env like,10652,get user pas variable whe,relates,1
1276,7045,14462,whether mjit enabled probably b,13504,originally added warning module,independent,0
1277,107,15730,converting ruby code crystal,12676,earlier posted code simplify prime di,independent,0
1278,2520,10565,ok remove blockinlining resu,13869,dirglob tool fetch filesystem entry,independent,0
1279,505,11537,sometimes write following code rail ap,8237,beginrnthis feature suggestion wa,relates,1
1280,854,5781,pretty sure come id l,12046,write accessor method bo,relates,1
1281,6947,15217,allows u perthread default,10366,currently rational inspection expressed wi,independent,0
1282,3453,7091,suggest new method objectputs toio fi,15010,currently multiple array allocated,independent,0
1283,452,12046,write accessor method bo,15991,hirnrni thought issue wouldve al,relates,1
1284,6632,6868,beginrni propose make use,9585,please add method object,independent,0
1285,558,10552,counting many time value appears som,7793,would nice following method,relates,1
1286,6645,11124,monotonic clock preferred guar,12871,arraysum us kahans algorithm float,independent,0
1287,4942,13415,would consider distributing gitignore,14043,found dont method,independent,0
1288,7078,15074,currently working ruby api basically,14146,generate hash object heap area st,independent,0
1289,488,11670,warn without compile timernrnsee,11665,wisdom using local variable,relates,1
1290,208,11939,frequent use case modify value,8546,unboundmethods unable call superr,independent,0
1291,55,16989,opening series feature request,16991,id like add join setrnrnru,relates,1
1292,325,13201,issue tracking gem release dbm,5481,beginrnrnuptodate summary propo,relates,1
1293,6382,17036,allow regexp match ruby,2347,beginn easy get infinity ruby,independent,0
1294,7622,16049,decision made frozen string,5291,would like hook rubyprof new gc,independent,0
1295,680,13563,hirnrni propose hashchoice methodrnr,8499,according experience following two,relates,1
1296,7220,13639,propose add key rtmin rtmax,6435,attached patch break net,independent,0
1297,2691,15606,seem issue method,9260,read force flag ignores stan,independent,0
1298,151,13563,hirnrni propose hashchoice methodrnr,15822,according hashslice would like add,relates,1
1299,3411,7730,following code variable metho,16274,hashtransform key bang ver,independent,0
1300,6030,14140,already branching error logging format f,4521,beginrnwhen nonexisting method called,independent,0
1301,1484,10038,objectspacedump expose internal information,9018,sorry lengthy post english,independent,0
1302,2822,16374,adding new method object clas,8636,discussed whether rdoc documentation,independent,0
1303,454,10641,hellorni propose introduce fixnumfinit,12039,issue easy ask,relates,1
1304,261,14133,module class reopened change,6539,feel inconsistency meth,relates,1
1305,2704,10331,current behavior stringto rec,16985,could improve pp hash string,independent,0
1306,770,6817,know propose significa,4539,inspired haskells zipwith function ha,relates,1
1307,119,9960,please consider adding gnu long option equiv,10532,analogous functionality found io,independent,0
1308,872,5543,first rb thread blocking region requires th,4328,beginrn think general enough rem,relates,1
1309,912,6482,beginrnthis patch add full uri request,5064,currently problem netht,relates,1
1310,6605,15632,ruby new method referenc,13252,hirnrnid like c api allow,independent,0
1311,745,7340,following discussion,7384,propose object renamed,relates,1
1312,4386,10519,hello rnrnit seems ability fo,6668,currently multiple assignment,independent,0
1313,470,12010,direach dirread including direntr,13969,dir class method pair direntries,relates,1
1314,7296,13625,add shorthand creating bigdecimal sim,7240,inheritable hook mechanism module woul,independent,0
1315,1526,4569,beginrnhellornrnfollowing discussi,1844,beginrn immediate cant dupd,independent,0
1316,245,8158,use lightweight structure loaded feature,14460,hirnrnive attached patch speed u,relates,1
1317,58,16989,opening series feature request,16994,would like shorthand syntax frozen se,relates,1
1318,86,16378,think important otherwise,16463,ruby outrnit aim warn ever,relates,1
1319,7270,4254,beginrnis technical reason,17418,since main ractor special seems useful,independent,0
1320,1013,2635,beginn rdoc trunk outdated,5481,beginrnrnuptodate summary propo,relates,1
1321,993,3649,beginn arraysample arrayshuffle arraysh,3647,arraysample support sampling,relates,1
1322,5191,15172,backgroundrnrnthis proposal emanates f,8421,currently enumerable wa,independent,0
1323,988,3715,beginrn would useful able,3714,beginrn given enumerator wa,relates,1
1324,396,12546,unicodenormalizeunicode version defined,12460,currently unicode version used speci,relates,1
1325,4505,11735,hirnrni using stringsqui,14694,currently cannot get block parameter,independent,0
1326,220,7003,let make sure therell mvm,14792,old problem maybe running multip,relates,1
1327,642,8579,id like propose new type string liter,8906,integer float object frozen obje,relates,1
1328,6280,10107,reduces casting long line sho,15947,env basically hash like methodsrnso w,independent,0
1329,784,8619,time writing many differen,5877,currently taking substring str,independent,0
1330,421,12299,another attempt provide ty,17122,deprecation warning warning rub,relates,1
1331,1936,2831,beginn matrixcollect would,5726,id like define processexit success p,independent,0
1332,2205,7596,beginrnthe current implementation fin,11749,variablec remove spurious define global,independent,0
1333,6171,14888,im working improved coverage library fo,8509,bignum us bit integer typer,independent,0
1334,1882,9174,seems useful able check presence,4896,ruby curse library lack support scro,independent,0
1335,296,13685,unicode published week ago,14802,unicode version published somet,relates,1
1336,416,12247,found useful arraydelete,12333,would like stringconcat arrayconcat,relates,1
1337,131,12046,write accessor method bo,15991,hirnrni thought issue wouldve al,relates,1
1338,726,8271,proposal moving visible formal,7549,matzrnrnat rubyconf gave talk,relates,1
1339,5275,10782,found use bigdecimal,17404,id like ractorsendmessage express,independent,0
1340,693,11537,sometimes write following code rail ap,8191,beginrnas ducktyped language ruby,relates,1
1341,291,13765,proc curry,6817,know propose significa,relates,1
1342,2780,12245,related feature think,5554,often want apply proc self sel,independent,0
1343,3627,4264,beginrn justification ruby object various,3943,beginn recently ive made progress buildi,independent,0
1344,113,5044,reason zip doesnt return r,16261,upd discussion comment method,relates,1
1345,727,10728,add warning fixnumsize rn,7517,maximum minimum number fixnum,relates,1
1346,1021,2321,beginn created new patch ar,2322,beginrn patch add standard deviatio,relates,1
1347,3603,2824,beginn backtrace singleton class,14565,quite bit code like thisrnrn,independent,0
1348,483,11741,git svnrnrnconverting ruby wholesale,14551,know migrating git get asked least eve,relates,1
1349,781,6737,generally speaking nice,6442,ruby hash class internally conn,relates,1
1350,4983,9336,longer needed since,3356,beginrn hirn rn use ruby window,independent,0
1351,444,12086,currently refinement activated,16461,overviewrni propose procusing support,relates,1
1352,557,10552,counting many time value appears som,9970,method simplify two common pattern whe,relates,1
1353,6945,15961,method verbose mode war,6638,many library use array queue cause stdli,independent,0
1354,399,13685,unicode published week ago,12513,unicode published yesterday see,relates,1
1355,7692,5976,beginrni suggest abolition calculati,17109,intersection b union,independent,0
1356,23,17145,id like propose objectdeep freezern,17274,ticket describes semantics sharea,relates,1
1357,915,5054,though matz said ruby,16746,ruby syntax full end im paranoid,relates,1
1358,144,14912,propose new pattern matching syntaxrnrn,15881,rubyrnclass arn def deconstructrn,relates,1
1359,527,11210,string omit subnet mask,11527,right there way get current va,relates,1
1360,751,7292,official method expl,4151,beginrn hirn rn method,relates,1
1361,6109,17284,reason need provide way,10072,standard basis vector really important,independent,0
1362,6310,8042,add socket method addrinfo get,13574,hirnrnif redefine method like,independent,0
1363,1041,11375,pathnamerb many string literal,14092,dont work tempfile often every ti,independent,0
1364,199,14609,abstractrnrnkernelpobj print obj,15112,sometimes write stderrputs objinspect,relates,1
1365,1347,13483,summaryrnrntracepointenable bloc,4148,beginrn unixrn rn timenowstrftime,independent,0
1366,2029,14319,rnfor garbageconcious user use,13206,issue tracking gem release fcnt,independent,0
1367,412,12447,sometimes want extract digit placeva,16011,ruby seems way format number w,relates,1
1368,69,16786,abstractrnrnwe propose introduce li,16792,currently mutex cruby held per thread,relates,1
1369,54,16989,opening series feature request,16990,currently set operator array work,relates,1
1370,266,14055,following string symbol method cu,12786,descriptionrnrni would find stringcasecmp,relates,1
1371,5164,16102,since symbol proc method n,16602,would make sense eval frozen stri,independent,0
1372,7628,11161,currenty curry replace eleme,12754,arraypack always return new allocated str,independent,0
1373,6834,14559,would like request envslice sho,16755,im using notation lot scriptsr,independent,0
1374,154,10425,method near like following would u,15811,backgroundrnrnequal comparison method,relates,1
1375,5550,13382,abstractrnrnadd option netftp,12519,hi allrnrni propose syntax change al,independent,0
1376,592,11158,process migrating large,9963,id like add way get size ruby,relates,1
1377,1561,16817,would like attr predicate like attr reader,10506,imho api enumerableany behavior could,independent,0
1378,178,15393,hirnrni would like add vm compilation,16600,contextrnrna somewhat common pattern w,relates,1
1379,1759,13517,rninstead relying native conditio,6612,beginrncurrently way control,independent,0
1380,865,5653,hirn rntoday talked nahi en,7835,ago matz declared intention rem,relates,1
1381,443,12086,currently refinement activated,12281,ruby refinement could used,relates,1
1382,5149,10087,change add new target cpu structur,17279,rangestep prohibits negative step,independent,0
1383,7081,6717,beginrnhow adding method act,9590,rnhellornrni think ill introduce st fo,independent,0
1384,5497,13551,doesnt seem intuitive way,15527,timezone support introduc,independent,0
1385,1537,7846,id like disable tl compression tl,7918,currently ruby library way detect,independent,0
1386,573,10208,convert list key value,12512,think value transformation fundamental,relates,1
1387,266,5087,dont know reported,1303,beginn following script defines method,independent,0
1388,4285,1303,beginn following script defines method,13958,convert slow syscalls diremp,independent,0
1389,1915,17258,descriptionrnrnid like propose addin,2190,beginrn hellorn rn request file,independent,0
1390,868,5607,beginrnwhen tried access excel file,2323,beginrn surfboard e,relates,1
1391,199,13721,since attr hash key frequently reused,7067,hellornrni think ioreopen accept,independent,0
1392,4241,9552,would like beg map directive,8377,beginrn usually constant looku,independent,0
1393,6366,8272,proposal accepted well nee,13494,rnwe method type bit,independent,0
1394,687,12019,nowadays almost every processor,8259,motivated gist url,relates,1
1395,3976,10490,id like reopen could,11525,proposed moduleused invoked w,independent,0
1396,725,9402,propose following syntax specify,13048,relatively common call regexpnewre,independent,0
1397,605,11420,let introduce id key table optimization,9638,allow better use cachefriendly,relates,1
1398,7068,16005,let propose string time conversion met,15963,want count many vm instruction get e,independent,0
1399,3645,12525,know probably right place fo,17315,add new method transform transform,independent,0
1400,544,11537,sometimes write following code rail ap,11034,hi everyone rnrnsome time ago think,relates,1
1401,6019,12328,problemrnrnusers often still using,10087,change add new target cpu structur,independent,0
1402,178,15829,id like propose sugar objectthen,11720,time least version,independent,0
1403,169,10571,kind curiosity far searched,14857,abstractrnrncollect malloc related inf,independent,0
1404,971,7292,official method expl,4151,beginrn hirn rn method,relates,1
1405,689,11537,sometimes write following code rail ap,8237,beginrnthis feature suggestion wa,relates,1
1406,614,9420,since added use writev sho,9323,propose addition iowritevrnit enables,relates,1
1407,893,6414,meanrnrnjohn name john last sm,5474,hellornrnim sending patch keyword,relates,1
1408,3248,6555,beginrn return nilr,1844,beginrn immediate cant dupd,independent,0
1409,6060,15350,thread syncc queue sleep remove deadlock c,11428,safest way interact unix shell wit,independent,0
1410,2098,9553,ruby method acceptable argument co,6622,operator defined alias exi,independent,0
1411,333,13177,issue tracking gem release csv,5481,beginrnrnuptodate summary propo,relates,1
1412,799,14225,since working deprecating removi,5198,pop smtp function like w,independent,0
1413,4323,11315,proposalrnrnit proposed array,4778,manipulating text file mostly inpu,independent,0
1414,1165,15571,proposalrnthe rubygem root provides,15899,seems method getting su,independent,0
1415,1564,5528,would nice see better api set,13047,multiline prettyprinting multiline string,independent,0
1416,6854,16755,im using notation lot scriptsr,11713,improves method detection ruby source,independent,0
1417,7758,8947,def return method name would,5102,seems currently creating wit,independent,0
1418,806,12697,method like alias method attr accessor defi,6539,feel inconsistency meth,relates,1
1419,5598,11056,libnet use iowait method instead io,5589,another committer review request th,independent,0
1420,7098,11241,look like extension structs bu,7702,beginrnas discussed recent ruby,independent,0
1421,523,14197,none one accept,11286,proposalrnit proposed enumerable,relates,1
1422,6147,15251,im sure current behavior expected,8707,currently reverse call enumerablere,independent,0
1423,4802,14383,running old code ruby,9450,ruby team hashing future,independent,0
1424,5001,4447,beginnplease add stringbyteslice method,10634,add method benchmarkreportbaseline,independent,0
1425,282,12010,direach dirread including direntr,13969,dir class method pair direntries,relates,1
1426,4848,5550,often hash whose value recursively,3246,beginn hirn rn currently yamlyamler,independent,0
1427,536,11105,support hash literal,11104,support hash literal,relates,1
1428,2590,12354,step reproducernrncreate ec keyrn,6390,xyxyrnxyxyrnxy xyrn,independent,0
1429,85,16463,ruby outrnit aim warn ever,16511,alternative id lik,relates,1
1430,5990,3021,beginn arraypermutation combination wi,1724,beginrn certain language specific char lik,independent,0
1431,6716,14410,patch rnrn,15902,id like add specialized instruction,independent,0
1432,472,11951,rubyvminstructionsequencecompile rai,11868,currently rubyvminstructionsequencecompile,relates,1
1433,943,4698,ruby licensing ruby,2000,beginn hellorn rn recently readline,relates,1
1434,572,10052,implementation queue sizedqueue ha,16688,often work pathname object p,independent,0
1435,244,7639,chain method period e,14463,coming language find extre,relates,1
1436,1589,10501,rntimesucc deprecated method,6315,using similar mechanism set trace func,independent,0
1437,1903,10273,watched matz recent keynote future,14170,nobu added ripperlexerstate,independent,0
1438,912,6552,current implementation enumeratorselec,9696,maintainer ruby facet core e,independent,0
1439,260,14133,module class reopened change,14132,module class reopened change,relates,1
1440,814,6470,attr accesor currently return nil would b,11541,since ruby def return symbol th,relates,1
1441,1868,4772,hi want add new method hashadd k,5866,ive come across time time,independent,0
1442,568,10320,requiring library global namespace alw,5643,current kernelload defined asrnrn,relates,1
1443,2809,16847,instruction sequence caching available sinc,2152,beginrn reposting feature request,independent,0
1444,4875,15002,rnspurious interrupt sigchld cause,14565,quite bit code like thisrnrn,independent,0
1445,492,11588,ruby current warning system lacking warn,17122,deprecation warning warning rub,relates,1
1446,3616,13562,yield self enumerator instance always,1873,beginrn suspect matchdatasymbol,independent,0
1447,204,14915,method system implementation depen,14940,related add bcrypt password h,relates,1
1448,4120,9834,id like add floatnext float floatpre,10077,merge matrix horizontally verticallyr,independent,0
1449,1191,14329,abstractrnrnspeedup blockcall,5479,currently lot apis accept string,independent,0
1450,6398,13221,part standard library ruby,6717,beginrnhow adding method act,independent,0
