Unnamed: 0,Unnamed: 0.1,id1,Description1,id2,Description2,Type of dependency,label,AnnotationStatus
659.0,4958.0,6717.0,beginrnhow adding method act,9123.0,numericzero return true false num,independent,0.0,
73.0,6411.0,10590.0,getting current gc state gclatest gc info,4691.0,use private method rnrnreq,independent,0.0,
977.0,317.0,5534.0,started commenting feature,15612.0,sometimes local variable,independent,0.0,
1012.0,743.0,14164.0,hello everyone especially ruby core team,10423.0,patch also downloadable,independent,0.0,
1131.0,205.0,14915.0,method system implementation depen,14940.0,related add bcrypt password h,relates,1.0,
346.0,5441.0,10386.0,far research couldnt find reas,5123.0,read controversial decision,independent,0.0,
431.0,718.0,7793.0,would nice following method,4151.0,beginrn hirn rn method,relates,1.0,
574.0,375.0,6802.0,ruby method obtain array,12745.0,simplified stupid example replace som,relates,1.0,
406.0,13.0,16794.0,reading rassign,17353.0,since ruby already moving directionfu,relates,1.0,
597.0,6494.0,14041.0,nacl pnacl already sunset statusrnr,5006.0,occurs since rubygems us,independent,0.0,
937.0,5226.0,4830.0,array use item defaultrnfor hashe,15281.0,current implementation computes set intersecti,independent,0.0,
144.0,139.0,15752.0,believe introduce module exp,15966.0,feel frustrated recent experimenta,relates,1.0,
298.0,790.0,7340.0,following discussion,6687.0,beginrnlet propose enumerablewith,relates,1.0,
1437.0,1903.0,10273.0,watched matz recent keynote future,14170.0,nobu added ripperlexerstate,independent,0.0,
1093.0,6388.0,16773.0,minor patch help reduce alloca,13740.0,derived existing documentation,independent,0.0,
1137.0,638.0,3207.0,hirn rnthere issue reported abo,2149.0,precleaning path side c,independent,0.0,
217.0,1040.0,9112.0,module included class,1586.0,beginrn scenariorn include foo,relates,1.0,
969.0,341.0,13067.0,propose make trueclass falseclass,11286.0,proposalrnit proposed enumerable,relates,1.0,
740.0,5806.0,6868.0,beginrni propose make use,8571.0,currently refinement inherited mo,independent,0.0,
1410.0,2098.0,9553.0,ruby method acceptable argument co,6622.0,operator defined alias exi,independent,0.0,
975.0,898.0,6823.0,hirn rn ive previously reported coupl,5382.0,similar delimited string array,relates,1.0,
169.0,523.0,11207.0,make code maintainable,10445.0,ive made patch matrix return new,independent,0.0,
819.0,6333.0,13314.0,hashdig want assign,12133.0,intuitive approach would allow defin,independent,0.0,
1528.0,467.0,12019.0,nowadays almost every processor,11541.0,since ruby def return symbol th,relates,1.0,
147.0,1172.0,9556.0,kind alternative,10519.0,hello rnrnit seems ability fo,independent,0.0,
1564.0,3246.0,3246.0,beginn hirn rn currently yamlyamler,16137.0,abstractrnrnunboundmethod class,independent,0.0,
546.0,403.0,12512.0,think value transformation fundamental,9635.0,way directly map hash,relates,1.0,
946.0,43.0,12026.0,add simple way filter warning,17122.0,deprecation warning warning rub,relates,1.0,
880.0,5721.0,7114.0,beginrnas suggested drbrain,14411.0,wonder predicate method say secure,independent,0.0,
1268.0,5670.0,15287.0,abstractrnrni propose following new,16965.0,recent redhat kernel example rhel,independent,0.0,
1506.0,4466.0,13047.0,multiline prettyprinting multiline string,12262.0,loop method continues default,independent,0.0,
1363.0,1041.0,11375.0,pathnamerb many string literal,14092.0,dont work tempfile often every ti,independent,0.0,
512.0,95.0,16378.0,think important otherwise,16891.0,based feedback railscore matz de,relates,1.0,
207.0,534.0,11105.0,support hash literal,16095.0,common usern rubyrnclass arn de,relates,1.0,
722.0,1500.0,8572.0,im thinking fiber enumerable,1212.0,beginn doc arrayfill miss indicat,independent,0.0,
1378.0,178.0,15393.0,hirnrni would like add vm compilation,16600.0,contextrnrna somewhat common pattern w,relates,1.0,
1167.0,7750.0,5534.0,started commenting feature,11761.0,often want assign default value proc,independent,0.0,
650.0,430.0,12222.0,python statistic library calculati,12217.0,issue propose introduce enumerabl,relates,1.0,
595.0,727.0,15912.0,got report byebug byebug,17140.0,recent version ruby weve gotten new,independent,0.0,
621.0,946.0,4780.0,mentioned another rejected issue,4615.0,beginnfileeach linesep line c,relates,1.0,
1504.0,5368.0,3667.0,beginn dateformatrb dateformat,5789.0,prepared couple patch optimize st ta,independent,0.0,
1009.0,22.0,17273.0,proposal introduce shareable con,17278.0,description rnrnthis proposal aim,relates,1.0,
915.0,2975.0,13017.0,secure enough used hash,11517.0,im submitting patch enhance queuepop,independent,0.0,
662.0,866.0,5653.0,hirn rntoday talked nahi en,15592.0,feature switch autoload behav,relates,1.0,
1476.0,4523.0,17551.0,pattern matching powerful feature b,14143.0,extracted focus default v,independent,0.0,
1438.0,912.0,6552.0,current implementation enumeratorselec,9696.0,maintainer ruby facet core e,independent,0.0,
342.0,7502.0,4786.0,hello allrnrnas discussed,16491.0,complex regex string work fine,independent,0.0,
361.0,849.0,2021.0,beginn graduate student univer,10179.0,alternatively nethttp could detect,independent,0.0,
467.0,6971.0,11630.0,would create reliable alternative gem,11723.0,hi everyonernrni trying write li,independent,0.0,
1361.0,6109.0,17284.0,reason need provide way,10072.0,standard basis vector really important,independent,0.0,
1286.0,6645.0,11124.0,monotonic clock preferred guar,12871.0,arraysum us kahans algorithm float,independent,0.0,
1512.0,5236.0,17401.0,ractormovedobject frozen tha,7611.0,beginrnpresently ruby seven method,independent,0.0,
911.0,3763.0,11140.0,right rubygems cant handle call aut,15327.0,refinement enabled various context,independent,0.0,
976.0,7347.0,15818.0,common experience google,12008.0,hi know sort deep freeze c,independent,0.0,
868.0,3682.0,10376.0,long know nubyrnrni su,2065.0,beginrn implemented dsl add fe,independent,0.0,
1455.0,4826.0,5248.0,beginrnhellowrnrni wrote patch,9070.0,beginrnthis idea introduce,independent,0.0,
520.0,298.0,13618.0,rnauto fiber schedule rb wait sin,14736.0,ruby concurrency greatly enhanced co,relates,1.0,
1460.0,114.0,16253.0,using thisrnrnrubyrn def,16296.0,settled syntax rem,relates,1.0,
1379.0,1759.0,13517.0,rninstead relying native conditio,6612.0,beginrncurrently way control,independent,0.0,
354.0,123.0,8468.0,yesterday github tokyo drinkup thanks gi,16131.0,ruby taint checking originally,relates,1.0,
832.0,4804.0,13303.0,proposed containernonempty,17259.0,kernelwarn currently skip intern,independent,0.0,
1078.0,4153.0,8437.0,ruby language currently one support,10982.0,ruby error nomethoderror happens,independent,0.0,
159.0,509.0,11473.0,matz said string literal immutable,8976.0,yesterday facetoface developer mee,relates,1.0,
100.0,7275.0,17414.0,current situation limitingrnrnu,11817.0,id like suggest new method parallelr,independent,0.0,
1016.0,524.0,5695.0,hellornrnplease add isnt keywo,14644.0,dirglob dir accepts separat,independent,0.0,
1513.0,4249.0,5206.0,ruby run change defaul,17472.0,rail activesupporthashwithindifferenta,independent,0.0,
501.0,581.0,13123.0,hashdig often variab,7914.0,beginrnhere use case local class,independent,0.0,
1486.0,539.0,11346.0,dont think would good idea,11066.0,hi first report please bear wit,relates,1.0,
1405.0,689.0,11537.0,sometimes write following code rail ap,8237.0,beginrnthis feature suggestion wa,relates,1.0,
231.0,525.0,11256.0,since capturing block proc slow f,14045.0,backgroundrnrnif need pas given b,relates,1.0,
122.0,1323.0,6210.0,load currently take optional second argume,9328.0,pointless check cloexec work af,independent,0.0,
136.0,5209.0,5658.0,beginrncurrently method mkmf,13333.0,currently block take block bl,independent,0.0,
466.0,537.0,13588.0,implementing iolike object id like,11094.0,originally defined codespace,relates,1.0,
626.0,7398.0,14410.0,patch rnrn,3773.0,beginrn sure parent best name,independent,0.0,
1194.0,7524.0,14114.0,must discussed beforernpleas,15378.0,using ruby try save ur,independent,0.0,
830.0,701.0,12173.0,frequent time instancer,8096.0,beginrna lot scenario application,relates,1.0,
325.0,967.0,4151.0,beginrn hirn rn method,6669.0,given hash hmap return arrayali,relates,1.0,
1490.0,981.0,4038.0,beginn discussed suggest wr,4015.0,beginn couple flag li,relates,1.0,
589.0,6154.0,3875.0,beginn naive implementation backtrace,6315.0,using similar mechanism set trace func,independent,0.0,
1362.0,6310.0,8042.0,add socket method addrinfo get,13574.0,hirnrnif redefine method like,independent,0.0,
993.0,4854.0,13936.0,ruby kind feature allow pr,10267.0,method obtain number process,independent,0.0,
47.0,3247.0,6895.0,beginrn abstractrnrnlets introduce tr,10254.0,order allow iteration element,independent,0.0,
370.0,292.0,13765.0,proc curry,7939.0,beginrni really like new assuming,relates,1.0,
306.0,6896.0,8083.0,beginrnwindows us process exit cod,10123.0,broken using rnrnrn echo,independent,0.0,
489.0,2151.0,13208.0,found need recently class,13626.0,common pattern io buffering read,independent,0.0,
28.0,3003.0,12268.0,use extend self instead mod,6277.0,beginrnmany time hash uniform key,independent,0.0,
1140.0,960.0,4276.0,current syntactic sugar allows thisrnrn,4801.0,assuming there technical limitation,relates,1.0,
686.0,3257.0,16175.0,new keyword freeze intro,12676.0,earlier posted code simplify prime di,independent,0.0,
1309.0,912.0,6482.0,beginrnthis patch add full uri request,5064.0,currently problem netht,relates,1.0,
1149.0,79.0,15393.0,hirnrni would like add vm compilation,16600.0,contextrnrna somewhat common pattern w,relates,1.0,
1014.0,2116.0,13587.0,patch add preallocation string,10098.0,could totally wrong seems sta,independent,0.0,
446.0,52.0,16989.0,opening series feature request,16991.0,id like add join setrnrnru,relates,1.0,
1364.0,199.0,14609.0,abstractrnrnkernelpobj print obj,15112.0,sometimes write stderrputs objinspect,relates,1.0,
1096.0,4765.0,12205.0,attached git diff update missingstrlcat,5716.0,latest ruby warning ena,independent,0.0,
99.0,6483.0,16763.0,msc ver differs previous version,15612.0,sometimes local variable,independent,0.0,
142.0,44.0,12299.0,another attempt provide ty,17122.0,deprecation warning warning rub,relates,1.0,
1057.0,38.0,17055.0,two verbose mode warning fairl,17143.0,support recently added warningwarn,relates,1.0,
1355.0,7692.0,5976.0,beginrni suggest abolition calculati,17109.0,intersection b union,independent,0.0,
691.0,567.0,10329.0,followupto feature optimize recv,10326.0,concatenating literal string existing stri,relates,1.0,
13.0,890.0,13261.0,issue tracking gem release sdbm,5481.0,beginrnrnuptodate summary propo,relates,1.0,
140.0,4098.0,9515.0,io class pair class meth,15624.0,currently nethttp hasrnrnrn def,independent,0.0,
630.0,222.0,14759.0,everybody benefit jemalloc e,15667.0,per honglis excellent article look like,relates,1.0,
572.0,408.0,12546.0,unicodenormalizeunicode version defined,12460.0,currently unicode version used speci,relates,1.0,
1351.0,444.0,12086.0,currently refinement activated,16461.0,overviewrni propose procusing support,relates,1.0,
965.0,5096.0,16703.0,often see code intends remove port,14187.0,currently mri many test suite bootstr,independent,0.0,
624.0,406.0,7684.0,noticed nethttpheaderset form data,6481.0,ive added paul mcmahons patch gh,independent,0.0,
1341.0,291.0,13765.0,proc curry,6817.0,know propose significa,relates,1.0,
844.0,4468.0,5805.0,would like see object hexid added rub,14098.0,miss important information howt,independent,0.0,
1434.0,572.0,10052.0,implementation queue sizedqueue ha,16688.0,often work pathname object p,independent,0.0,
87.0,68.0,16786.0,abstractrnrnwe propose introduce li,16792.0,currently mutex cruby held per thread,relates,1.0,
1307.0,119.0,9960.0,please consider adding gnu long option equiv,10532.0,analogous functionality found io,independent,0.0,
1280.0,854.0,5781.0,pretty sure come id l,12046.0,write accessor method bo,relates,1.0,
726.0,753.0,7793.0,would nice following method,7292.0,official method expl,relates,1.0,
714.0,720.0,10552.0,counting many time value appears som,7793.0,would nice following method,relates,1.0,
558.0,6544.0,4742.0,currently option fileopen,16168.0,ruby method implemented function,independent,0.0,
419.0,655.0,10420.0,gcm cipher accepts variable iv length rub,8667.0,hellorn rn openssl allowed,relates,1.0,
679.0,4407.0,7546.0,beginrnthis concrete proposal fix,16027.0,abstractrnrni propose ruby dtrac,independent,0.0,
525.0,771.0,6817.0,know propose significa,6373.0,recently suggested extens,relates,1.0,
1207.0,7742.0,6646.0,feature mentioned shortcoming,8262.0,trying use minus operator,independent,0.0,
1037.0,2221.0,13544.0,currently way load instruction,10361.0,found weird openuri accepts read ti,independent,0.0,
310.0,7246.0,9140.0,possible arrayeach,2771.0,beginn believe following simple constr,independent,0.0,
201.0,78.0,12650.0,window environment variable support unicode,16604.0,issue related,relates,1.0,
813.0,3451.0,8300.0,anyone help figure errorrn,13981.0,openbsd machine us mandoc format man,independent,0.0,
1534.0,449.0,12075.0,sometimes write following codernrnru,17330.0,always core method proposal,relates,1.0,
337.0,676.0,8568.0,fixnumsize really useful represent,8553.0,changing bignumsize well defin,relates,1.0,
634.0,589.0,10552.0,counting many time value appears som,9970.0,method simplify two common pattern whe,relates,1.0,
368.0,4364.0,14606.0,rubyrnbeginrn foornelsern,11145.0,msg dontwait enough force nonblocking,independent,0.0,
1183.0,724.0,7639.0,chain method period e,14463.0,coming language find extre,relates,1.0,
397.0,450.0,11167.0,hi guysrnrnhi nobu rnrnalso hi matz,12046.0,write accessor method bo,relates,1.0,
1107.0,882.0,13201.0,issue tracking gem release dbm,5481.0,beginrnrnuptodate summary propo,relates,1.0,
784.0,1834.0,4632.0,beginnregexpunion great feature,15914.0,would nice able use mkmf,independent,0.0,
875.0,7162.0,12985.0,need implement rfccompliant cookie hand,15580.0,hellornrni sure whether propo,independent,0.0,
292.0,350.0,12968.0,kernel provides global conversion functi,12732.0,would like able pas option,relates,1.0,
202.0,913.0,6697.0,consistency seems make sense add,14329.0,abstractrnrnspeedup blockcall,independent,0.0,
17.0,645.0,8848.0,commit yui naruse added stringb,10391.0,occasionally need use string l,relates,1.0,
678.0,77.0,13488.0,currently encodingdefault external set,16604.0,issue related,relates,1.0,
1547.0,432.0,12222.0,python statistic library calculati,12217.0,issue propose introduce enumerabl,relates,1.0,
1328.0,6280.0,10107.0,reduces casting long line sho,15947.0,env basically hash like methodsrnso w,independent,0.0,
1083.0,643.0,8897.0,propose ruby support client side tcp f,8871.0,propose ruby support server side tcp fa,relates,1.0,
702.0,7489.0,17296.0,rnrnthe fileutilschmod provides sam,10468.0,parserrb initialize,independent,0.0,
1240.0,140.0,15958.0,matz changed timeto format fr,16470.0,ruby added nanosecond representation th,relates,1.0,
670.0,5921.0,16739.0,often see code like followingrnrn,13697.0,assigning kosaki since wrote current,independent,0.0,
290.0,554.0,5220.0,noticed nilclassto accept,16350.0,im sure bug feature,independent,0.0,
61.0,503.0,15093.0,currently ruby head following giv,3399.0,beginrn gdbrn,independent,0.0,
1439.0,260.0,14133.0,module class reopened change,14132.0,module class reopened change,relates,1.0,
645.0,7290.0,7614.0,beginrnprior issue reminded ive,15217.0,allows u perthread default,independent,0.0,
609.0,861.0,5690.0,would great way dynami,5666.0,would like make rb public ap,relates,1.0,
14.0,6179.0,14781.0,alternative proposal objectenumer,11170.0,patch variablec extract common funct,independent,0.0,
1276.0,7045.0,14462.0,whether mjit enabled probably b,13504.0,originally added warning module,independent,0.0,
815.0,871.0,5549.0,request following methodsrnrn com,4574.0,beginrnhellornrnmany people writt,relates,1.0,
562.0,7743.0,9303.0,write unit test fileutilsc,10773.0,see codernrnrnmodule mrn modul,independent,0.0,
1274.0,269.0,3714.0,beginrn given enumerator wa,14044.0,described numonarray pycal,relates,1.0,
1414.0,1165.0,15571.0,proposalrnthe rubygem root provides,15899.0,seems method getting su,independent,0.0,
1152.0,667.0,8579.0,id like propose new type string liter,8923.0,related feature already f,relates,1.0,
648.0,7572.0,10423.0,patch also downloadable,5248.0,beginrnhellowrnrni wrote patch,independent,0.0,
696.0,4935.0,15797.0,one reason simplicity,8506.0,beginrnrubys enumerator enum,independent,0.0,
1258.0,402.0,12512.0,think value transformation fundamental,8951.0,please see thread,relates,1.0,
850.0,3196.0,7580.0,beginrni would like propose,11575.0,im sure problem erb bu,independent,0.0,
1039.0,1103.0,5707.0,tempfile always us finalizer delegater,14783.0,wanted extract character certain,independent,0.0,
1204.0,2721.0,10683.0,find way global function hash aka,11375.0,pathnamerb many string literal,independent,0.0,
1423.0,4802.0,14383.0,running old code ruby,9450.0,ruby team hashing future,independent,0.0,
908.0,299.0,13600.0,one main use case would make yie,6284.0,would nice able compose procs l,relates,1.0,
75.0,367.0,14055.0,following string symbol method cu,12786.0,descriptionrnrni would find stringcasecmp,relates,1.0,
269.0,712.0,7854.0,propose new class method symbol,7839.0,hirnrnon team rail trouble,relates,1.0,
1271.0,417.0,12319.0,moduleconst get accepts nonnested string,5690.0,would great way dynami,relates,1.0,
735.0,1341.0,16559.0,hellornrnthere appears bug net,15074.0,currently working ruby api basically,independent,0.0,
1227.0,4400.0,16670.0,currently syntax pattern matchi,3282.0,beginn currently running debugg,independent,0.0,
488.0,1114.0,13001.0,would like include none slot,7414.0,class foornendrnobjectconst get object,independent,0.0,
1030.0,0.0,15743.0,understanding rubyvm supposed,17500.0,rubyvm traprn user think,relates,1.0,
1382.0,5149.0,10087.0,change add new target cpu structur,17279.0,rangestep prohibits negative step,independent,0.0,
665.0,1270.0,4447.0,beginnplease add stringbyteslice method,12093.0,implementing feature boost template e,independent,0.0,
164.0,978.0,4257.0,beginn switch hittered already passed nearl,4068.0,beginn current standard date library,relates,1.0,
465.0,976.0,4073.0,beginn suspect ruby mi,1784.0,beginn glad see there build,relates,1.0,
173.0,286.0,13807.0,frequently see code us value,15557.0,often see code like thisrnrn rubyr,relates,1.0,
1420.0,7098.0,11241.0,look like extension structs bu,7702.0,beginrnas discussed recent ruby,independent,0.0,
452.0,274.0,14022.0,joining element array,15024.0,think could handy block suppor,relates,1.0,
1064.0,864.0,4151.0,beginrn hirn rn method,5662.0,ruby often use idiom build,relates,1.0,
1092.0,3859.0,13587.0,patch add preallocation string,4979.0,beginrnrnwhen foorb fo,independent,0.0,
1181.0,7599.0,12083.0,think bindinglocal variable get bind,15955.0,id love way apply unboundmethod,independent,0.0,
752.0,415.0,12334.0,sort relates,12021.0,final instance variable ruby,relates,1.0,
336.0,839.0,13849.0,current help show help dum,12354.0,step reproducernrncreate ec keyrn,independent,0.0,
1085.0,5668.0,17418.0,since main ractor special seems useful,10343.0,case statement condition part n,independent,0.0,
184.0,1667.0,16637.0,term like strftime strptime,14278.0,opensslhmacdigest show unclear,independent,0.0,
200.0,155.0,14392.0,would like see implemented ruby pipe,15799.0,implemented pipeline operator topi,relates,1.0,
9.0,3068.0,8190.0,begin rn,6210.0,load currently take optional second argume,independent,0.0,
742.0,2454.0,7849.0,even though symbol technically hon,15605.0,release json gem,independent,0.0,
493.0,6713.0,10119.0,add changedsince fetch modifierrn,11554.0,improve consistency moduledefine met,independent,0.0,
386.0,621.0,13884.0,often array used filter paramete,11911.0,one ruby biggest strength ability,independent,0.0,
720.0,934.0,13694.0,today june tau day honor,4897.0,firstly please read tau manifesto,relates,1.0,
1494.0,2041.0,16667.0,allow parameter symbolto proc method,12931.0,many people would probably like use bindin,independent,0.0,
251.0,571.0,16260.0,seems symbolto proc return proc tha,6503.0,openssl added support next protocol,independent,0.0,
1433.0,943.0,4698.0,ruby licensing ruby,2000.0,beginn hellorn rn recently readline,relates,1.0,
1267.0,970.0,7241.0,often use inject method build,4151.0,beginrn hirn rn method,relates,1.0,
253.0,3663.0,11749.0,variablec remove spurious define global,14932.0,sure exactly pull,independent,0.0,
27.0,4158.0,8016.0,beginrnall previous issue discussin,16773.0,minor patch help reduce alloca,independent,0.0,
800.0,1242.0,16827.0,want write custom random number generator,12752.0,parsed binary protocol msgpack,independent,0.0,
150.0,4297.0,6507.0,beginrnone feature rebol pro,12967.0,stand ruby heap grow rate,independent,0.0,
432.0,630.0,11473.0,matz said string literal immutable,8976.0,yesterday facetoface developer mee,relates,1.0,
348.0,6935.0,14777.0,hirnrnas mentioned,16372.0,tried code got sytax errorrnr,independent,0.0,
895.0,440.0,12447.0,sometimes want extract digit placeva,12116.0,sometimes need apply divmod repeatedly,relates,1.0,
1390.0,868.0,5607.0,beginrnwhen tried access excel file,2323.0,beginrn surfboard e,relates,1.0,
535.0,911.0,5064.0,currently problem netht,5461.0,beginrnthe attached patch add pip,relates,1.0,
1061.0,906.0,5112.0,first working inadvertent sy,5072.0,recently discovered denial service vuln,relates,1.0,
622.0,747.0,7340.0,following discussion,6687.0,beginrnlet propose enumerablewith,relates,1.0,
302.0,31.0,17134.0,add resolve timeout tcpsocketnewrnit,17187.0,add connect timeout tcpsocketnew sa,relates,1.0,
54.0,1073.0,17473.0,pathname one useful utility class,16102.0,since symbol proc method n,independent,0.0,
43.0,311.0,13395.0,seem method ruby,12075.0,sometimes write following codernrnru,relates,1.0,
987.0,6157.0,7849.0,even though symbol technically hon,11788.0,abstractrnrni wrote new rubyvminstru,independent,0.0,
208.0,1016.0,2509.0,beginrn like freezing constant confi,17145.0,id like propose objectdeep freezern,relates,1.0,
1201.0,186.0,15236.0,pr github,15286.0,suggestion hash shorthandrn,relates,1.0,
835.0,230.0,13241.0,currently exploratory proposalr,14618.0,abstractrnrnunicode display width,relates,1.0,
843.0,2948.0,3021.0,beginn arraypermutation combination wi,15571.0,proposalrnthe rubygem root provides,independent,0.0,
781.0,541.0,11049.0,sometime want grep like operation,5588.0,please add negation flag regexps whic,relates,1.0,
761.0,349.0,12973.0,require relative speed loading file,8781.0,wrote attached small script rrcrb stand,relates,1.0,
1536.0,816.0,6737.0,generally speaking nice,6442.0,ruby hash class internally conn,relates,1.0,
476.0,1164.0,7288.0,documentation chmods uppercase featu,17018.0,rb profile frame backend,independent,0.0,
408.0,657.0,8658.0,adding new method processclock g,8096.0,beginrna lot scenario application,relates,1.0,
258.0,800.0,6636.0,made clear enumerab,3715.0,beginrn would useful able,relates,1.0,
92.0,6049.0,16838.0,ruby enumeratorrnrn ru,14585.0,abstractrnrni propose add method,independent,0.0,
239.0,305.0,13563.0,hirnrni propose hashchoice methodrnr,8499.0,according experience following two,relates,1.0,
264.0,663.0,12173.0,frequent time instancer,8640.0,hirnrnwe time many thing rail,relates,1.0,
1153.0,6791.0,10571.0,kind curiosity far searched,5779.0,hellornrnthe ftp documentation ruby,independent,0.0,
1017.0,1346.0,12318.0,often achieve element using iterator w,4145.0,beginn cworkirbrn,independent,0.0,
479.0,7554.0,4016.0,beginn please consider adding age unicod,17479.0,backgroundrnrnthere currently way,independent,0.0,
916.0,3142.0,10503.0,currently argumenterror raised uri,9565.0,argument method form constcla,independent,0.0,
307.0,7678.0,17546.0,riscv architecture getting mo,15605.0,release json gem,independent,0.0,
890.0,669.0,8579.0,id like propose new type string liter,8909.0,suffix declare frozen string,relates,1.0,
1522.0,4760.0,17177.0,many debugging situation want inspe,14669.0,project needed know many captu,independent,0.0,
1050.0,571.0,10552.0,counting many time value appears som,10228.0,im gonna implement feature related,relates,1.0,
434.0,2293.0,13368.0,declaration local variable loop,9853.0,hirnrnin ruby thisrnrnw,independent,0.0,
1462.0,189.0,15230.0,id like feature know loaded,15903.0,rubyvm contains mostly mrispecific feature b,relates,1.0,
748.0,2473.0,4805.0,openssl return dif,9390.0,alpn successor npn support fo,independent,0.0,
1348.0,483.0,11741.0,git svnrnrnconverting ruby wholesale,14551.0,know migrating git get asked least eve,relates,1.0,
989.0,708.0,7895.0,threadbacktrace location kernelcaller l,8960.0,party agreed would useful add,relates,1.0,
684.0,112.0,1873.0,beginrn suspect matchdatasymbol,8912.0,beginrnwhen custom exception clas,independent,0.0,
1262.0,245.0,10880.0,often happens want use method f,11300.0,proposalrnrnit proposed string,independent,0.0,
1210.0,32.0,16752.0,defining private constant require,17171.0,rubyrnclass foorn def call mern,relates,1.0,
806.0,822.0,6309.0,interesting us weakref much hard,6308.0,weakrefs delegation feature really awf,relates,1.0,
1316.0,245.0,8158.0,use lightweight structure loaded feature,14460.0,hirnrnive attached patch speed u,relates,1.0,
1041.0,520.0,13969.0,dir class method pair direntries,11302.0,direntries return array content wi,relates,1.0,
1311.0,745.0,7340.0,following discussion,7384.0,propose object renamed,relates,1.0,
485.0,805.0,8846.0,propose changing moduleinclude public,6539.0,feel inconsistency meth,relates,1.0,
1478.0,5572.0,9799.0,current behavior either n,5650.0,currently rb raise raise exception,independent,0.0,
1166.0,507.0,11210.0,string omit subnet mask,11527.0,right there way get current va,relates,1.0,
1122.0,587.0,10867.0,case rb atomic type retrieved,17156.0,one main use case refinement,independent,0.0,
430.0,193.0,14187.0,currently mri many test suite bootstr,16244.0,comparing time using pretty,independent,0.0,
20.0,3639.0,11629.0,list exception raised netsm,11664.0,rb autoload value may safer preventing,independent,0.0,
731.0,268.0,1349.0,beginn open message send message met,16663.0,many library use caller,independent,0.0,
1381.0,443.0,12086.0,currently refinement activated,12281.0,ruby refinement could used,relates,1.0,
953.0,5385.0,5281.0,fhs system might beneficial allo,11170.0,patch variablec extract common funct,independent,0.0,
548.0,49.0,16989.0,opening series feature request,16994.0,would like shorthand syntax frozen se,relates,1.0,
846.0,532.0,11105.0,support hash literal,11104.0,support hash literal,relates,1.0,
1521.0,141.0,14912.0,propose new pattern matching syntaxrnrn,15918.0,currently set respond deconstr,relates,1.0,
504.0,2157.0,14140.0,already branching error logging format f,14315.0,rnzlib reduce garbage gzip writes de,independent,0.0,
394.0,442.0,14656.0,without development tool trying insta,10740.0,spec becaus,independent,0.0,
660.0,651.0,8777.0,hirnrnthis related mach ab,8658.0,adding new method processclock g,relates,1.0,
1516.0,7314.0,6251.0,currently compile option set rubyv,11624.0,problemrnrn erb dsl commentin,independent,0.0,
1002.0,404.0,12512.0,think value transformation fundamental,9970.0,method simplify two common pattern whe,relates,1.0,
753.0,838.0,6163.0,beginrnthe syck extension removed,2340.0,beginn yaml syck why product,relates,1.0,
727.0,512.0,11420.0,let introduce id key table optimization,9638.0,allow better use cachefriendly,relates,1.0,
85.0,640.0,8921.0,would handy select could accept r,11049.0,sometime want grep like operation,relates,1.0,
568.0,559.0,10552.0,counting many time value appears som,10228.0,im gonna implement feature related,relates,1.0,
220.0,7730.0,6070.0,hirnrnin ruby scope loop va,2347.0,beginn easy get infinity ruby,independent,0.0,
603.0,654.0,8693.0,def yield end def,15973.0,kernellambda receives proc,relates,1.0,
644.0,6020.0,14767.0,gcc use monotonic counter objspace mall,12744.0,patch add strreverse strre,independent,0.0,
1495.0,795.0,7292.0,official method expl,6669.0,given hash hmap return arrayali,relates,1.0,
999.0,5458.0,5479.0,currently lot apis accept string,5630.0,netftp support binary text transfer mod,independent,0.0,
1425.0,282.0,12010.0,direach dirread including direntr,13969.0,dir class method pair direntries,relates,1.0,
276.0,789.0,7384.0,propose object renamed,6687.0,beginrnlet propose enumerablewith,relates,1.0,
5.0,3843.0,14724.0,mathematics chain inequations shor,14033.0,ruby introduces arrayappend alias,independent,0.0,
897.0,479.0,11951.0,rubyvminstructionsequencecompile rai,11868.0,currently rubyvminstructionsequencecompile,relates,1.0,
428.0,377.0,12739.0,class object deprecate constant f,12005.0,cruby two integer class fixnum,relates,1.0,
721.0,88.0,12086.0,currently refinement activated,16461.0,overviewrni propose procusing support,relates,1.0,
109.0,127.0,16038.0,know objectspaceweakmap isnt really sup,16471.0,id like request two feature weakref,relates,1.0,
1024.0,619.0,2348.0,beginrn merit library bee,9121.0,rbtree slower pure ruby versionr,relates,1.0,
809.0,791.0,6721.0,rni think following method missing fr,6684.0,beginrnobjectdornthis first post,relates,1.0,
161.0,6215.0,9590.0,rnhellornrni think ill introduce st fo,10445.0,ive made patch matrix return new,independent,0.0,
516.0,928.0,6298.0,beginrnmaybe another way thi,5007.0,im proposing method called proccall,relates,1.0,
308.0,500.0,9453.0,ruby returning symbol def,11541.0,since ruby def return symbol th,relates,1.0,
643.0,675.0,8556.0,propose adding mutexeddelegator simpl,8961.0,beginrni propose synchronizable mixin,relates,1.0,
1545.0,3699.0,12211.0,proposes new method datefirst month,16833.0,surprising enumerator somet,independent,0.0,
1112.0,300.0,13588.0,implementing iolike object id like,11094.0,originally defined codespace,relates,1.0,
393.0,859.0,12319.0,moduleconst get accepts nonnested string,5690.0,would great way dynami,relates,1.0,
1213.0,670.0,8579.0,id like propose new type string liter,8976.0,yesterday facetoface developer mee,relates,1.0,
1563.0,143.0,15752.0,believe introduce module exp,15903.0,rubyvm contains mostly mrispecific feature b,relates,1.0,
