req1,req2,id1,id2,Label
it would be nice to have the possibility to up,as stated by rené in the rte mailling list on,15110,15038,1
result of the workshop implementing reponsiv,allow to remove height and width information,,,0
sometimes validation should only be executed,as developer want to be able to validate,,,0
currently with fal there is no possibility to,hi \r\n\r\nit would be great if like in the,66514,46437,1
know that this is topic with long histor,with bugfix,69330,73139,0
similar to the automatic flushing of the refle,similar to the automatic flushing of the refle,,,0
one major source of errors when working with,it would be nice if one could define the names,,,0
think it would be nice if the icons in the,we need menu to call store and edit shortcu,18044,17868,1
currently settings which are typically define,as discussed on the last code sprint some sch,5068,31277,0
hello team \r\n\r\ndbal allows to map ta,hello team \r\n\r\noracle db has ch,56343,56258,1
hi \r\n\r\nthe current system to browse record,having folder with more than images th,64764,64401,1
if be user opens page with doctype sysfold,dear people and community \r\n\r\nthere is oft,36705,29790,1
since the backend comes with hardcoded,the backend should always have the typo,39947,37868,1
if the install tool could check whether the in,sometimes newly installed extensions break the,,,0
as complicated as it is easy to say hollow ou,in extbase have scenario where have to,69863,70036,1
to replace the various viewhelpers throughout,the core features two dedicated editrecordlink,85054,84983,1
offers possibility to open menu link,some users simple redactors don know what,,,0
flip it can used by tt content \r\nit should,current row should be part of cobj data \r\n\,44896,44858,1
update the caching framework to version,certain caches are static once they ve been fi,39430,32398,1
specifies new attribute called placeh,the extension tx form should allow using the,,,0
now fluidtemplate supports layoutrootpaths and,hi \r\n\r\nlets start to modernize content,66111,38732,1
curl allows \r\ncurlopt proxytype \teither cur,in some cases it may be necessary to have an,28258,28839,1
would like to be able to tell the image,when rendering an image places it,88954,59067,1
johannes feustel \r\n as an editor and as d,for website with users from the other side,,,0
videojs is included since as contr,core currently ships \r\n\r\nfor compati,37919,48223,1
hi \r\n\r\ni would like to make suggestion,the user information in the beuser module is,90478,90298,1
\r\nwhen you modify the ctype of content ele,when create new tt content entry using the,88908,76925,1
flip it can used by tt content \r\nit should,current row should be part of cobj data \r\n\,44896,44858,1
annoy user with warning so that she changes,currently there is no way to configure minim,14711,21659,0
to improve single sign on services backport,backport openid sysext developed at hackontest,19619,19409,1
hi \r\n\r\n first sorry for my bad english,cldr data contains information in xml format,6724,7722,1
the user cannot resize the popup or scroll the,if you use popupwindow in typo link,,,0
enhance functionality concerning passwor,admins should be able to define password pol,,,0
if makes it to core here is the patch,it would be nice if db provides an api,,,0
when scheduler task is marked as running th,this would be nice feature it would allow,63703,31073,1
my editors create lot of empty paragraphs li,only say parsefunc as not sure where thi,,,0
the following conditions have to be met \r\n\r,using class or style attribute instead of,18525,18521,1
flag for user that the password neeeds to,admins should be able to define password pol,,,0
hi \r\n\r\ni think it would be nice if the sor,it would be great to be able to sort the sched,54429,45535,1
in order to support new feature of templavoilà,the locate function isn supported in dbal \r,,,0
it would be nice if one could define the names,currently when using viewhelpers from part,58557,58829,1
website should be made to deliver the best,my suggestion for,,,0
should check somehow if mod rewrite is,add fallback for servers without mod rewrite /,1235,87,1
if use include typoscript source= file ext,pre include typoscript source= file filead,69789,16525,1
in fal image captions you can use links to pa,related is think about worth,,,0
think that should have debug toolbar,create toolbar that can be enabled to provid,26986,30890,1
suggestion for don know if som,based on the work from,67750,80477,1
launched discussion in the dev ml about in,following discussions on the dev mailing list,17771,17831,0
it would be nice to get the list of links grou,please ordered in ts the results for the url,,,0
the current accountfactory uses the generates,an implementation is already pending for,,,0
add an api method\r\n\r\n template addrecords,add an api method\r\n\r\n template addtcareco,19188,19190,1
first but important step towards the vision,came across video about tim berners lee on,24059,20862,1
when displaying search results slash is hard–,in indexed search/pi/class tx indexedsearch ph,,,0
adding data attributes to tag based viewhelper,all elements in can have any number of,49305,35748,0
if be user opens page with doctype sysfold,when the user select sysfolder in the page,36705,39051,1
actual use case is amazon aws where stuff lik,for sensitive data or other purposes it would,45851,26783,1
it would be very nice to be able to replace,with stdwrap it not possible yet to do orde,19320,19347,1
to be able to store byte unicode characters,there should be possibility to set the conne,80398,71454,1
it is not possible to use stdwrap with baseurl,the config baseurl setting should be processed,19244,18498,1
prepared queries would help take better advant,adodb supports memcache for queries,23374,21614,1
perhaps we should start with an example before,website should be made to deliver the best,17638,71694,1
when the slug changes for example because one,when updating an url segment from /parent pag,,,0
to retrieve one single object from repositor,the base repository should provide some magic,1677,2603,1
currently it is not possible to copy single,currently all actions to the clipboard are rou,31377,32152,1
as part of the self monitoring core need,in an attempt to bring self monitoring to typo,,,0
on many requests there should be viewhelper,based on the existing typolink view helper th,,,0
during entry of password data into password fi,provide strength meter for password fields,80791,80792,0
currently the installtool has this nice check,faced this problem lately when updated the,,,0
to move ui elements around in the be ui it is,the backend search from the shortcut frame nee,17678,17866,1
currently if viewhelper throws an exception,fluid parsing exceptions should contain the pa,,,0
serializing is not clean at all and can potent,it be useful to have way to automatically,83338,4387,1
in the old extension manager it was possible,the new documentation module provides signal,49090,50003,0
youtube video urls in the media element are re,currently cms has no easy/working way fo,,,0
quite often editors request the possibility to,regarding this tweet,,,0
think it is too much boiler plate to registe,registering plugins based on tt conent became,65265,48538,1
an implementation is already pending for,the current accountfactory uses the generates,28230,26786,1
currently there is no way to configure minim,flag for user that the password neeeds to,21659,59073,1
currently it not possible to search for loca,motivation \r\ncurrently there is being some,,,0
similiar to the page type selector it is hard,jens made nice screen where he grouped the,17694,17676,1
currently cms has no easy/working way fo,youtube video urls in the media element are re,61799,53421,1
there are lots of parameters in gifbuilder tha,currently the breakwidth property of gifbuilde,,,0
the default behaviour of the inline tca input,the current implementation always adds new irr,85986,24019,1
widget which shows the content going offline,widget which shows the content going offline,35348,36247,1
motivation \r\ncurrently there is being some,for multi language sites it is not really conv,89582,46017,1
to enhanced the security change install tool,when you log into the install tool the passwo,,,0
since the viewpage module shows sele,bring responsive adaption for viewpage preview,51865,51148,1
when using the select type instead of inlin,the default behaviour for inline records creat,17463,17268,1
sends out various emails it would be be,the current way to go when implementing mail,,,0
that would be great to have an install tool wi,we now have the update wizard in the install,,,0
currently you can define in frontend plugin th,the option custom field will be renamed to,30713,31960,0
to move ui elements around in the be ui it is,we need menu to call store and edit shortcu,17678,17868,1
add an api method\r\n\r\n template addtcareco,the current marker templating system collected,,,0
this is general inconsistency issue througho,in it was decided that the protocol sele,,,0
bring responsive adaption for viewpage preview,usability and of viewpage module should be imp,,,0
the nonrelationtables and nonrelationfields,the patch,79387,65461,1
when validation error happens during form su,on validation errors extbase forwards to the,,,0
currently all resources need database becau,currently you have to delete unused resources,,,0
observed with cms loc,observed with cms loc,88844,88845,1
the attached patch adds an optional paste as,in some of my smaller projects it would be cre,23797,23403,0
problem currently expall lacks stdwrap proper,as the expall menu property is now going throu,,,0
dealing with lots of images in be is quite pai,miss the possibility to delete multiple file,60835,52150,1
initial situation \r\ni have menu point in,add linkhandler functionality to page type sho,17406,66218,1
this could be considered as discussion and,currently the resolution of view class and,33487,42176,1
noticed that only pages and language tab,tried to use the new way to handle restric,84493,84244,1
this threat is associated to the ticket \r\n\r,hello \r\n\r\nsometimes it is necessary to use,,,0
videojs is included since as contr,currently ships with now requires,37919,37921,1
this is new feature request for replace,actually use with dam because of,67732,56133,0
the nonrelationtables and nonrelationfields,the patch,79387,65460,1
currently afaik the only option to set va,objects yaml should allow for adding and ove,,,0
the default behaviour for inline records creat,d like to have the possibility to store inli,17268,17125,0
using the clipboard to other than normal,in the list view you can easily select multipl,26139,65069,1
if you insert image in rte miss the option,feature request \r\n\r\nthe ability to add,20188,16918,0
by default all pages are configured with ur,problem \r\nwe want to use for some pa,46064,32343,0
implement proper http support \r\n\r\nthis,in order to cleanly separate between the domai,,,0
it would be great to be able to sort the sched,hi \r\n\r\ni think it would be nice if the sor,,,0
while editing records based on irre the curren,there exist cases when many child records are,,,0
currently page of type shortcut can only,this issue is already well known and already,46138,17037,1
show somehow which user passwords are treatend,admins should be able to define password pol,,,0
it would be great to have an option in the sch,hi \r\n\r\nthis might not be that valuable in,76015,52286,0
the object framework should support custom fac,currently it is not possible to pass construc,2110,2109,1
we have lot of customers who are migrating,it would be nice to have message field in th,88470,90243,1
tceforms has the so called multi record edit,currently multiple records are shown one after,,,0
there should be possibility to have at least,it would be great to be able to arrange flexfo,75266,92903,1
wrote viewhelper for fe edit it would be,add new frontend editing extension that adds,66620,79633,1
above the pagetree there are icons for inserti,this feature request is result from ge,29105,25183,1
while working with records listings in the lis,hello \r\n\r\ni dont know if this big has alre,,,0
the workspace selector is currently using lo,functionality which is not needed on system,,,0
this is better solution for bug it of,according to the documentation it is possible,,,0
lot of extensions need number formating nea,when handling prices or other special formated,17912,22279,0
having the following gives us functionality to,integrate the linkhandler into the core not,,,0
currently clearcachecmd can only clear all ca,currently there exists no direct way using typ,20305,45090,1
when using the propertymapper it is useful to,settings allowed properties on the configurati,,,0
scenario \r\nhaving installed themes gridel,please add possibility to deactivate an exte,73495,71525,0
problem \r\ncurrently you need to use another,problem \r\ncurrently you can use extdirect de,23565,23626,1
perhaps we should start with an example before,uses the gr list which indicates the,17638,17630,1
only say parsefunc as not sure where thi,my editors create lot of empty paragraphs li,20555,39676,1
provide strength meter for password fields,admins should be able to define password pol,80792,80793,0
when updating an url segment from /parent pag,when the slug changes for example because one,86496,86495,1
it should be possible to show openid provider,integrate possibility to enforce the usage,,,0
introduces several page tsconfig settings to,in the different modules there still are the,18879,23506,1
currently atagparams only takes string as,currently the atagparams of tmenuitem is jus,15166,14886,0
check if it is possible to upload multiple fil,allow the editor to set the multiple attribu,82356,80129,1
the base for the new layout \r\n,see,,,0
add flags for all languages supported by,patch attached it uses the same extension as,,,0
it would be great if two persons with differ,currently there is no way to controll concuren,,,0
the search result has path with the pagetree,the result of an indexed search search shows,,,0
introduced the new responsive images whe,would need to allow uploading more than one ve,57417,27391,1
have you ever consider to add \r\nexpand/colla,here is the diff that creates same functionali,,,0
the gifbuilder cobject does not have the abili,feature request support for alpha transparenc,28405,22455,0
currently fluid throws nice exception when,it should be possible to render certain except,40857,39423,1
currently the resolution of view class and,this could be considered as discussion and,,,0
to give users the possibility to format th,the login screen offers way to display,,,0
in some cases it would be good to have at leas,think that the option displaycond should,37939,18211,0
admins should be able to define password pol,enhance functionality concerning passwor,80793,87299,1
backport the change already merged to flow flu,all elements in can have any number of,61351,35748,1
add support to reference file wirh ext syntax,currently the svg content object renders svg,82108,82091,1
suggesting typoscript parameter for hmenu sp,starting from and expanding that idea,,,0
it is sometimes useful to be able to specify,sometimes it nice to put smaller image on,20041,14777,0
problem \r\ncurrently you need to use another,problem \r\ncurrently you can use extdirect de,23565,23626,1
it would be much easier to style the map when,it is difficult to eliminate unwanted br tag,,,0
flag for user that the password neeeds to,flag for user that the password neeeds to,,,0
it would be great if one could also change the,at the list module extended view the are lo,,,0
would allow using ucfirst/ucwords and similar,stdwrap should have function to make the fir,28045,28018,1
for website with users from the other side,johannes feustel \r\n as an editor and as d,64372,61110,1
would be cool if there was single media fiel,the be configuration module for damlightbox sh,6060,6398,1
since the block mode is gone\r\n,in the termplate analyzer in the blockmode,33670,25225,0
allow fluid arrays only in viewhelper argument,see mailinglist thread about limitations in,43356,7608,1
this change,all elements in can have any number of,61171,35748,1
since the comparing of be user records,hi \r\n\r\ni would like to make suggestion,90826,90478,1
when using date or time field timestamp as,have user table and membership history,17398,17234,0
by using mod web list allowedtables you can ad,ve got container element with grid colum,50360,71365,1
sometimes need locate page in page tree by,afaik such method does not exist \r\n\r\n\r,,,0
currently quite some work is required in order,in order to cleanly separate between the domai,37402,35243,1
the tagging features of the file backend are,update the caching framework to version,,,0
sometimes you wish to give control instruction,the debug function at src,23899,86220,1
faced this problem lately when updated the,currently the installtool has this nice check,71868,64513,1
add an option to blacklist ips for configura,our current brute force protection is non exis,21661,75987,1
usability feature \r\n\r\nproblem \r\nactual,when the user select sysfolder in the page,64406,39051,0
for multi language sites it is not really conv,motivation \r\ncurrently there is being some,,,0
page not found\r\n\r\nreason request paramete,page not found\r\n\r\nreason request paramete,61594,61663,1
currently it only possible to create compl,don see possibility to add existing reco,,,0
hi \r\n\r\nit would be great if like in the,it should be nice if you can use drag and drop,46437,63315,1
for custom applications the bundled validators,add the possibility to customize the validatio,28399,6456,1
as part of the self monitoring core need,in an attempt to bring self monitoring to typo,,,0
as workspaces got an own sysext some stuff is,in the last year the newly formed workspaces,24023,24022,1
it is possible to add different url for manu,this was an idea / feature request that was ma,,,0
the additionalparams behaviour should be als,with the rte htmlarea link popup doing an,,,0
sphinx builder may be specified language to,currently the documentation template and,50759,50757,0
hey guys \r\n\r\ni want to suggest new featu,currently it not possible to search for loca,,,0
currently there is no fixed time during the ap,expired cache entries even those of caches,1787,1785,0
often when you want to store different kinds,if be user opens page with doctype sysfold,51915,36705,1
it would be great to add check/warning for the,annoy user with warning so that she changes,14682,14711,1
all elements in can have any number of,backport the change already merged to flow flu,,,0
it would be nice to have message field in th,as user want to be able to add link or,90243,84849,1
core currently ships \r\n\r\nfor compati,currently ships with now requires,,,0
all elements in can have any number of,this change,,,0
since the comparing of be user records,hi \r\n\r\ni would like to make suggestion,90826,90478,1
is it possible to make backend panels resizabl,with cms version in the be the colum,84183,78760,1
it should be able to set one \datetime propert,it should be possible to submit date through,29564,27417,0
having framework that supports esi would giv,in order to cleanly separate between the domai,,,0
extension dd googlesitemap,when documentation gets bigger it could be,45637,45827,0
div geturl is know to be hudge and,override any of the curl options to forg,,,0
fal allows files and folders to be restricted,htaccess works for files only it would be bet,,,0
as complicated as it is easy to say hollow ou,the information around an error templating ta,69863,49903,1
the default behaviour for inline records creat,when using the select type instead of inlin,,,0
add wincache as an option for the cache backend,wincache is memory key value cache similar,,,0
it should be possible to extend postprocessor,this may be feature request for manual ext,38255,32701,0
iam talking about \r\n\r\n\r\nimages,currently with fal there is no possibility to,,,0
currently fluid throws nice exception when,it should be possible to render certain except,40857,39423,1
filter the workspaces changes that only the,like filtering based on language user pages,15459,16858,1
we repeatedly have errors in the log due to in,the linkvalidator default pagetsconfig curre,,,0
distribution comes with an easy to use,currently provides command line interf,,,0
sometimes you want to let certain scheduler,currently manually executed tasks are run dire,,,0
we just launched new website with about,this is huge performance killer when cache,,,0
what do you think of checking for write permis,if you unpack the dummy package in blank vho,,,0
with description field it would be possible,bring central definition and output the descri,59570,67550,0
problem\r\n\r\ncurrently rtehtmlparser,problem\r\n\r\ncurrently the links are di,,,0
it would be nice if could check wheth,the attached patch implements autoloading for,16385,19503,0
the backend should always have the typo,since the backend comes with hardcoded,,,0
currently it is not possible to pass construc,the object framework should support custom fac,,,0
hello dear docu team \r\nplease add documentat,noticed that there is no login error hook,33717,29698,1
have to test other file manipulation methods,streaming of downloads has the advantage that,5750,5785,1
since quite long time there is the requireme,it should be nice to add some record control,17801,17346,0
noticed that there is no login error hook,hello dear docu team \r\nplease add documentat,,,0
use case \r\nwe would like customize the csv,when create task sql query and make,85590,71321,1
to move ui elements around in the be ui it is,we need menu to clear caches all caches pa,17678,17867,1
when classes are extended inheritance should,currently it not possible to extend the \typ,,,0
this is my second task for equipping wit,d like to bring some crypto related code int,73164,73050,1
wrote viewhelper for fe edit it would be,add new frontend editing extension that adds,66620,79633,1
d like new session implementation which\r\,today there no possibility to get flow worki,42403,42366,1
configuring urls in is pain in the ass \,speaking urls must be core feature in,,,0
wie wäre es im install tool unter punkt dat,problem \r\ncurrently testing lot of pat,21392,20733,0
developers having hard time figuring out wha,if you are trying to build link in fluid,,,0
it might be great that the individual fields,offers the possibility to define fields,17900,17436,1
when exporting database records from the backe,it would be nice if could change the delimit,86681,84517,0
it should be possible to link to language ve,sometimes it necessary to link to an explici,87836,22113,1
currently most actions in the tstemplate modul,this text was response to / in,,,0
hi\r\n\r\nsince suppose form will be inclu,problem \r\ncurrently the standard css styled,12958,13229,1
it would be great if you can configure alterna,this could be considered as discussion and,39870,33487,1
would like to see hook added for checking,currently there is no way to configure minim,,,0
stdwrap should have function to make the fir,hi \r\n\r\nit possible to have uppercase opt,28018,17896,1
as in issue the task center is not av,the taskcenter is redone completly to make it,16237,22363,1
given the tool can be used by non technical us,related somehow to non technical users,,,0
what is your opinion about introducing,flow has the notion of applicationcontext whic,,,0
hi \r\n\r\nthe current system to browse record,my wishlist show file creation date,64764,79679,1
especially the list of all extensions does not,there will be lot of extensions in the,1071,1070,1
labels in the dropdown menu to configure parag,it currently not possible to change the labe,18225,18931,0
state \r\nit is already possible to schedule,something like this would be nice \r\n\r\n htt,66532,44297,1
it should be possible to add csh texts within,for structuring all sorts of content elements,71102,71081,1
since quite long time there is the requireme,if you are using tt news or other extension,17801,17766,0
are there any plans or is it already possible,variants allow you to change properties of f,81593,84133,1
hi \r\n\r\n first sorry for my bad english,locale dependent messages texts will be stor,6724,7723,1
previewing of group limited content only works,settings influencing page rendering should,,,0
added support to clear cache only in subtrees,currently most actions in the tstemplate modul,,,0
sectionmarker page anchor prefix is hardcode,we use the sections/anchors lot on our page,,,0
would like to write\r\n\r\n alwaysactivepidl,it would be great to add stdwrap functionality,,,0
filter the workspaces changes that only the,the workspace configuration is extended by an,,,0
currently displays records grouped by its,sometimes merging items lists into singl,12637,5956,0
since quite long time there is the requireme,it should be nice to add some record control,17801,17346,0
move add user icon in beusers backend module,in our case we run view big installati,32855,32753,1
since quite long time there is the requireme,possibility to add new action buttons using,17801,17762,0
use egulias/email validator for email valida,lts and require swiftmailer with,,,0
when you log into the install tool the passwo,to enhanced the security change install tool,21423,50613,1
maybe dbal could provide table prefixing eg,not everyone has several database accounts ava,16034,14338,0
various application parts need prominent pla,in order to cleanly separate between the domai,36565,35243,1
currently the breakwidth property of gifbuilde,there are lots of parameters in gifbuilder tha,22482,24090,1
with cms version in the be the colum,is it possible to make backend panels resizabl,,,0
aside to some small configuration data the sta,lot of information and individual configurat,64353,61224,1
would be great to be able to map on to many,the attached patch allows multiple values in,,,0
this was an idea / feature request that was ma,it is possible to add different url for manu,88947,89458,1
added support to clear cache only in subtrees,currently most actions in the tstemplate modul,,,0
when resource object is discarded the relat,the mvc framework needs to support file / mult,6008,342,1
the extension manger shall not give always an,the em always shows developer relevant code wa,23878,23396,1
it would be nice to have additional input fiel,it would be nice to have possibility to set my,37816,10767,0
currently the svg content object renders svg,add support to reference file wirh ext syntax,,,0
it would be more safe when all class names get,it is difficult to eliminate unwanted br tag,46734,46735,1
how about being able to display the navigation,in class treeview php the returned title,16477,16984,1
it appears that when fe editing the up/down bu,use frontend set forcedisplay,14404,14581,0
some of the tca config can not be overridden,it is not possible to make fields at edit pag,,,0
labels in the dropdown menu to configure parag,it currently not possible to change the labe,18225,18931,0
situation \r\n\r\n did fresh install,when updating an url segment from /parent pag,86937,86496,1
is repeatedly referred to as enterpric,my suggestion for,,,0
right now it not possible to display transla,for custom applications the bundled validators,43841,28399,1
no flash on the ipad,would need to allow uploading more than one ve,,,0
currently the eel parser regex doesn recogn,in boolean viewhelper attributes like the i,39564,33394,1
routes need an option to be limited to certain,currently the repositories are all flushed on,,,0
when using date or time field timestamp as,have user table and membership history,17398,17234,0
it is not possible to use stdwrap with baseurl,the config baseurl setting should be processed,19244,18498,1
when building rest service that uses the pat,parsing of body arguments xml json cur,54600,45293,1
when configuring link target in the elementb,some users simple redactors don know what,69351,5341,1
atm the list shows only extension key title,it would be great if the extensionmanager woul,20416,17114,0
please add the input types,the form wizard has to support the input,,,0
now that drag drop for content elements in,it should be nice if you can use drag and drop,43134,63315,1
this would be nice feature it would allow,when scheduler task is marked as running th,,,0
hi \r\n\r\nwhen you add section and into it,it would be nice if it could have section in,64555,60034,1
like using the web profile toolbar,think that should have debug toolbar,29910,26986,0
the attached patch allows to display different,fal allows files and folders to be restricted,6394,72529,1
the user information in the beuser module is,with the rewrite of the module be user adminis,90298,52141,1
when you want to have page in menu which is,currently page of type shortcut can only,41649,46138,1
similiar to the page type selector it is hard,jens made nice screen where he grouped the,17694,17676,1
hi \r\n\r\ni would like to make suggestion,since the comparing of be user records,,,0
the backend should always have the typo,since the backend comes with hardcoded,,,0
browser for references stored in any documen,utility method should be added to dynamicall,,,0
since the block mode is gone\r\n,in the termplate analyzer in the blockmode,33670,25225,0
lot of information and individual configurat,aside to some small configuration data the sta,,,0
just usability suggestion which would correc,whenever one is going to activate buttone,,,0
it would be great to be able to arrange flexfo,there should be possibility to have at least,,,0
use case \r\n\r\nit is possible to filter,in the original concept for the new page tree\,,,0
youtube video urls in the media element are re,currently only swf is supported,,,0
hi all \r\n\r\nwhen setting links via rte li,when set an attribute rel= nofollow to the,,,0
in order to support new feature of templavoilà,the locate function isn supported in dbal \r,,,0
it would be very usefull if the form objects,please render the attributes like requir,63391,53407,1
in every class instances are done throug,requirements and ideas for autoloading in typo,18548,19192,1
flag for user that the password neeeds to,currently there is no way to configure minim,,,0
the current implementation of the cropping too,image cropping has to be intelligent and autom,77532,61796,0
for sensitive data or other purposes it would,actual use case is amazon aws where stuff lik,,,0
maybe just as content objects that write fla,such data processor could be used to fetch,,,0
it would be nice if placeholder could be ena,if you need compact formular one possible wa,67333,53406,1
it would be nice if index search would autode,as from the news from the gnu aspell project,,,0
similar to the save and view page feature wh,in the configuration for the preview ur,81327,77581,0
premise like the new interface of,this ticket is similar to my previous,,,0
would need to allow uploading more than one ve,no flash on the ipad,27391,27390,1
add linkhandler functionality to page type sho,initial situation \r\ni have menu point in,,,0
because there are some plugins enabled to let,this patch request contains functions for,,,0
if you unpack the dummy package in blank vho,what do you think of checking for write permis,43477,11771,1
the new text media element has no possibil,hello \r\nit seems there is not any option fo,,,0
it would be nice if packages are bootstrapped,hi \r\n\r\nfor cms reimplemented the,30418,54151,1
please add the feature to skip tests in the re,the system status update tests the cli environ,,,0
hello there \r\n\r\nit should be made possible,as user want to be able to add link or,84532,84849,0
as user want to be able to add link or,it would be nice to have message field in th,,,0
initial situation \r\ni have menu point in,currently page of type shortcut can only,17406,46138,1
the pagerenderer uses htmlspecialchars for the,configuring the title tag is not really flex,,,0
we have new mailer api in based on swift,do we really need to send html mails use lo,12344,11276,0
registering plugins based on tt conent became,think it is too much boiler plate to registe,,,0
this ticket is similar to my previous,premise like the new interface of,65325,63607,1
often customer databases are filled up with lo,this bug entry serves as an umbrella for sched,,,0
nested get params are already allowed in typos,the lately introduced possibily for tes,22439,17238,1
it would be nice if db provides an api,mysql dumps typically contain extended insert,21753,21944,1
hello core team \r\n\r\ni would prefer globa,add possibility to export the redirects as,83677,83655,1
admins should be able to define password pol,hi \r\n\r\na great feature will be to add ne,80793,69190,1
general problem of is the xhtml suppor,cms is allowing user to set custom,40503,67686,1
it time to protect the tca password fields,while rsaauth encrypts the passwords entered,68166,25204,1
the base repository should provide some magic,it would be great if the base repository woul,2603,1676,0
with new feature for correlation ids,the record history needs correlation id to,89292,89143,1
add an api method\r\n\r\n template addtcareco,the current marker templating system collected,,,0
related to \r\n,the size of the element browser popup window,20929,19724,1
the workspace module uses the extbase dispatch,different notifications on stages\r\n\r\nc,,,0
adding placeholder attribute to the formengi,the extension tx form should allow using the,71112,61308,1
there is now use case for content negotiatio,the request object mainly webrequest should,10680,315,1
i would suggest to deprecate the following pag,introduce fallback site configuration to be,93170,93171,1
almost every software which allows connections,in our network we have proxy server which al,27669,31818,0
when an editor sets maximum field length the,when an editor sets minimum field length the,,,0
offers possibility to open menu link,when configuring link target in the elementb,,,0
with the rte htmlarea link popup doing an,the additionalparams behaviour should be als,15736,15269,1
in the typo core counting rows is/was implemen,in the typo core counting rows is/was implemen,19793,19786,1
currently you have to delete unused resources,currently all resources need database becau,33587,33469,1
this patch request contains functions for,because there are some plugins enabled to let,18239,16786,1
the select box of simulate frontend user grou,order the fe group select by title or tt conte,,,0
as workspaces got an own sysext some stuff is,in the last year the newly formed workspaces,24023,24022,1
the current marker templating system collected,add view helper so that markers of the form,19185,19186,1
bring responsive adaption for viewpage preview,usability and of viewpage module should be imp,,,0
it would be great if session could be tagged,it might be great to be able to create content,,,0
jens made nice screen where he grouped the,similiar to the page type selector it is hard,,,0
hi there\r\n\r\nit would be nice to be able to,hello \r\n\r\nin repository will sort the,32051,79054,1
when creating custom workspace you can defin,currently there is only an option to add speci,22249,16554,0
if you define uniqueconstraints in model,property with the indentify annotation is,,,0
currently multiple records are shown one after,tceforms has the so called multi record edit,9063,53941,1
it would be nice if could change the delimit,it would be nice if could change the delimit,84517,54075,1
the extmgm api provides methods to add,with div trimexplode it not possible,19497,19512,1
flag for user that the password neeeds to,currently there is no way to configure minim,,,0
there are flag icons for serbia and romania,in are no flags for turkey an,21765,19093,1
hello \r\n\r\nsometimes it is necessary to use,this threat is associated to the ticket \r\n\r,11740,34944,1
there are flag icons for serbia and romania,in are no flags for turkey an,21765,19093,1
is there any reason why function setheaders,it would be nice to see from where the web mai,20196,14389,1
when looking in the em for my installed extens,since core extensions sysexts are stable and,,,0
currently the flow developer has to set sess,it would be nice having proof cookie authent,56744,30378,1
hey world \r\n\r\nwhile working with res,sometimes have contents with restricted ac,78373,52225,0
fluid objects in the way of tags and braces ar,see mailinglist thread about limitations in,11286,7608,0
htaccess works for files only it would be bet,fal allows files and folders to be restricted,5967,72529,1
hi folks and core team \r\n\r\ni’m worki,replace all knownpwassword == givenpassword,,,0
as we hopefully drop support for in,internet explorer will be last supported in,,,0
implement proper http support \r\n\r\nthis,having framework that supports esi would giv,33371,37212,1
currently flow relies on session to be activ,for ajax rest and other requests the default,45282,45100,1
it might be great that the individual fields,offers the possibility to define fields,17900,17436,1
would be great to enable the access of arrays,m not exactly sure if this is bug or mis,,,0
it would be nice if index search would autode,hunspell is an os spell checker used in opeono,57928,19134,1
sectionmarker page anchor prefix is hardcode,we use the sections/anchors lot on our page,,,0
all versions since ages \r\n\r\nhi \r\n,have ideas for improving relations part \r,,,0
in the install process of cms website,all images are shown in full size after an upg,62210,72744,1
just got the problem \r\nsession handling is,the installtool does not check if session sup,65099,14986,1
does not generate sprites on its own,there is no sprite generator shipped with typo,23151,23150,1
johannes feustel \r\n as an editor and as d,for type=input there is js eval func that ma,61110,32081,1
my editors create lot of empty paragraphs li,only say parsefunc as not sure where thi,,,0
widget which shows the content going offline,and now new idea widget which show the re,35348,36248,1
many users want to upload lot of files in,hi \r\nin the be filelist module we can upload,,,0
there should be something like system policy,the order of running the advices in an advice,3619,890,1
this would be nice feature it would allow,the scheduler cli task should have help /,,,0
hey there \r\n\r\nis there solution for the,when set an attribute rel= nofollow to the,78488,34288,1
when an editor sets minimum field length the,when an editor sets maximum field length the,80128,80126,1
hey guys \r\n\r\ni want to suggest new featu,for multi language sites it is not really conv,,,0
the format currency viewhelper currently only,currencies should probably be handled in spe,,,0
it would be great to have case viewhelper in,have an format case viewhelper with the op,58621,44572,1
in the install process of cms website,all images are shown in full size after an upg,62210,72744,1
hi \r\n\r\nplease add the serbian flag in the,please add sk flag to into,20709,17307,1
the gedmo doctrine behavioral extensions depen,doctrine offers the so called lifecycle even,,,0
flow has the notion of applicationcontext whic,what is your opinion about introducing,49988,39441,1
in feature the suggestion is to use,initial situation \r\ni have menu point in,,,0
in it was decided that the protocol sele,this is general inconsistency issue througho,71306,5369,1
the field validator range should set the attri,while currently validator for emails exist,,,0
there exist cases when many child records are,while editing records based on irre the curren,65505,17247,1
this menu works without problems on mac with,while the context menu in the page tree left,14411,14384,0
problem \r\nremoving many extensions that cou,please add possibility to deactivate an exte,73697,71525,1
according to the documentation it is possible,this is better solution for bug it of,22627,17886,1
state \r\nit is already possible to schedule,something like this would be nice \r\n\r\n htt,66532,44297,1
configuring the title tag is not really flex,the pagerenderer uses htmlspecialchars for the,43658,33491,1
hello guys \r\n\r\nduring my work for ext piwi,not everyone has several database accounts ava,33136,14338,1
an rte for the message in the confirmation fin,as user want to be able to add link or,87151,84849,0
problem configuring the rte in page ts config,the configuration of the rte has numerous prop,,,0
there are some cases when you do not want to,allow to remove height and width information,54031,51842,0
